image,pred,lon,lat
Binh Chieu Ward-265.jpeg,0.01680731028318405,106.73179775476564E,10.88647430419717N
Binh Chieu Ward-267.jpeg,0.016623934265226126,106.73454204830357E,10.88647430419717N
Binh Chieu Ward-111.jpeg,0.016570413601584733,106.74277492891738E,10.877042036857056N
Linh Xuan Ward-29.jpeg,0.016565260593779385,106.77556880245083E,10.872308903330724N
Binh Chieu Ward-233.jpeg,0.01639762066770345,106.73591419507252E,10.883779370671427N
Binh Chieu Ward-257.jpeg,0.01637109974399209,106.72082058061385E,10.88647430419717N
Binh Chieu Ward-170.jpeg,0.01634669373743236,106.74551922245533E,10.879736970382805N
Binh Chieu Ward-25.jpeg,0.01627675478812307,106.73316990153458E,10.872999636568434N
Linh Xuan Ward-186.jpeg,0.016235235147178173,106.77831307562371E,10.885783570959461N
Linh Xuan Ward-127.jpeg,0.016064812138210982,106.77831307562371E,10.880393703907968N
Linh Xuan Ward-105.jpeg,0.016062026377767324,106.77008025610506E,10.879046237145094N
Hiep Binh Phuoc Ward-154.jpeg,0.016040176269598305,106.7074387649271E,10.846174403898155N
Binh Chieu Ward-243.jpeg,0.016007228288799524,106.7263091676897E,10.885126837434298N
Binh Chieu Ward-78.jpeg,0.015987187973223627,106.73728634184151E,10.875694570094184N
Binh Chieu Ward-238.jpeg,0.01597677171230316,106.71944843384486E,10.885126837434298N
Binh Chieu Ward-274.jpeg,0.015933722024783492,106.72082058061385E,10.887821770960048N
Binh Chieu Ward-142.jpeg,0.015930999303236604,106.74551922245533E,10.878389503619928N
Binh Chieu Ward-220.jpeg,0.015827869647182524,106.7180762870759E,10.883779370671427N
Binh Chieu Ward-299.jpeg,0.015674605674576014,106.71395984676897E,10.890516704485794N
Binh Chieu Ward-239.jpeg,0.015569158073049039,106.72082058061385E,10.885126837434298N
Hiep Binh Phuoc Ward-197.jpeg,0.015564250410534441,106.70881077420239E,10.848869337423903N
Binh Chieu Ward-196.jpeg,0.015372910420410335,106.74689136922427E,10.881084437145677N
Hiep Binh Phuoc Ward-301.jpeg,0.015326160355471075,106.72801890405661E,10.856954138001145N
Linh Xuan Ward-214.jpeg,0.015179271227680147,106.77419666586437E,10.889825971248083N
Binh Chieu Ward-122.jpeg,0.015141817042604089,106.7180762870759E,10.878389503619928N
Binh Chieu Ward-59.jpeg,0.015139037743210793,106.75100780953125E,10.87434710333131N
Linh Xuan Ward-84.jpeg,0.015128346858546138,106.76321957317288E,10.87769877038222N
Binh Chieu Ward-16.jpeg,0.014805759652517736,106.72082058061385E,10.872999636568434N
Hiep Binh Phuoc Ward-86.jpeg,0.014772518305107951,106.69920670927529E,10.842132003609533N
Binh Chieu Ward-60.jpeg,0.014763671322725713,106.75237995630019E,10.87434710333131N
Binh Chieu Ward-137.jpeg,0.014715619501657784,106.73865848861047E,10.878389503619928N
Binh Chieu Ward-199.jpeg,0.014675845857709646,106.71944843384486E,10.882431903908552N
Linh Xuan Ward-122.jpeg,0.014658828033134341,106.77145239269153E,10.880393703907968N
Binh Chieu Ward-219.jpeg,0.01459844026248902,106.71670414030693E,10.883779370671427N
Tam Binh Ward-155.jpeg,0.014564515091478825,106.7463344198734E,10.874487904193737N
Binh Chieu Ward-237.jpeg,0.014536569593474269,106.7180762870759E,10.885126837434298N
Tam Binh Ward-77.jpeg,0.014527061604894698,106.7449623498813E,10.867750570379368N
Linh Xuan Ward-129.jpeg,0.014501110068522394,106.78105734879661E,10.880393703907968N
Tam Binh Ward-10.jpeg,0.014415276586078107,106.73261371995252E,10.861013236564999N
Tam Binh Ward-154.jpeg,0.01441234489902854,106.7449623498813E,10.874487904193737N
Linh Xuan Ward-209.jpeg,0.014213829534128308,106.7673359829322E,10.889825971248083N
Binh Chieu Ward-61.jpeg,0.014158817124553025,106.71395984676897E,10.875694570094184N
Linh Xuan Ward-27.jpeg,0.014150677132420242,106.77282452927795E,10.872308903330724N
Binh Chieu Ward-270.jpeg,0.014028828125447035,106.71533199353793E,10.887821770960048N
Linh Xuan Ward-47.jpeg,0.013948578445706517,106.77831307562371E,10.873656370093599N
Linh Xuan Ward-220.jpeg,0.01390653447015211,106.77282452927795E,10.891173438010956N
Binh Chieu Ward-91.jpeg,0.013870215509086847,106.71533199353793E,10.877042036857056N
Linh Xuan Ward-68.jpeg,0.01385461469180882,106.76321957317288E,10.876351303619344N
Hiep Binh Phuoc Ward-174.jpeg,0.013829438597895205,106.70606675565179E,10.847521870661028N
Linh Xuan Ward-30.jpeg,0.01371473673498258,106.77694093903727E,10.872308903330724N
Linh Xuan Ward-126.jpeg,0.013710959523450583,106.77694093903727E,10.880393703907968N
Linh Xuan Ward-77.jpeg,0.013704083627089858,106.77556880245083E,10.876351303619344N
Tam Binh Ward-97.jpeg,0.013644277234561741,106.74770648986546E,10.86909803714224N
Binh Chieu Ward-240.jpeg,0.013622307567857206,106.7221927273828E,10.885126837434298N
Linh Xuan Ward-171.jpeg,0.013565363711677492,106.77556880245083E,10.884436104196588N
Linh Xuan Ward-115.jpeg,0.013482713256962597,106.76184743658641E,10.880393703907968N
Linh Xuan Ward-31.jpeg,0.013395938789471984,106.77831307562371E,10.872308903330724N
Hiep Binh Phuoc Ward-67.jpeg,0.013378557050600648,106.70057871855059E,10.840784536846662N
Binh Chieu Ward-283.jpeg,0.013336594332940876,106.73316990153458E,10.887821770960048N
Binh Chieu Ward-236.jpeg,0.013328936998732388,106.71670414030693E,10.885126837434298N
Linh Xuan Ward-181.jpeg,0.013314431300386786,106.77145239269153E,10.885783570959461N
Tam Binh Ward-133.jpeg,0.013231162796728313,106.74770648986546E,10.871792970667988N
Binh Chieu Ward-113.jpeg,0.013143153279088438,106.74551922245533E,10.877042036857056N
Linh Xuan Ward-179.jpeg,0.013121925992891192,106.76870811951865E,10.885783570959461N
Binh Chieu Ward-100.jpeg,0.01310588460182771,106.72768131445869E,10.877042036857056N
Hiep Binh Phuoc Ward-335.jpeg,0.013094973168335855,106.72801890405661E,10.860996538289765N
Hiep Binh Phuoc Ward-433.jpeg,0.013056908501312137,106.71429881130359E,10.873123739155629N
Hiep Binh Phuoc Ward-49.jpeg,0.013037262950092554,106.70195072782592E,10.839437070083784N
Binh Chieu Ward-289.jpeg,0.012978916289284825,106.72082058061385E,10.889169237722918N
Binh Chieu Ward-275.jpeg,0.012920765904709697,106.7221927273828E,10.887821770960048N
Tam Binh Ward-114.jpeg,0.012912501115351915,106.7463344198734E,10.870445503905115N
Linh Xuan Ward-199.jpeg,0.012893830658867955,106.76596384634573E,10.888478504485208N
Binh Chieu Ward-273.jpeg,0.012887663906440139,106.71944843384486E,10.887821770960048N
Binh Chieu Ward-202.jpeg,0.01283953816164285,106.7235648741518E,10.882431903908552N
Linh Xuan Ward-57.jpeg,0.012822246993891895,106.77008025610506E,10.875003836856475N
Linh Xuan Ward-227.jpeg,0.012786196428351104,106.7673359829322E,10.893868371536705N
Hiep Binh Phuoc Ward-311.jpeg,0.012749148067086935,106.72664689478133E,10.858301604764018N
Linh Xuan Ward-113.jpeg,0.0127451759763062,106.78105734879661E,10.879046237145094N
Linh Xuan Ward-42.jpeg,0.012737234006635845,106.77145239269153E,10.873656370093599N
Linh Xuan Ward-111.jpeg,0.012703938758932054,106.77831307562371E,10.879046237145094N
Binh Chieu Ward-144.jpeg,0.012630800250917673,106.74826351599329E,10.878389503619928N
