,image,pred,lon,lat
65,Linh Xuan Ward-181.jpeg,0.6524828635156155,106.77145239269153E,10.885783570959461N
66,Tam Binh Ward-51.jpeg,0.6522987596690655,106.72986957996837E,10.866403103616495N
67,Binh Chieu Ward-101.jpeg,0.645900103263557,106.72905346122765E,10.877042036857056N
68,Linh Xuan Ward-115.jpeg,0.6406364683061838,106.76184743658641E,10.880393703907968N
69,Linh Xuan Ward-56.jpeg,0.6335935927927494,106.76870811951865E,10.875003836856475N
71,Tam Binh Ward-21.jpeg,0.6174590475857258,106.73535785993668E,10.862360703327875N
72,Hiep Binh Phuoc Ward-132.jpeg,0.6115414453670382,106.70606675565179E,10.844826937135283N
74,Binh Chieu Ward-338.jpeg,0.5823081526905298,106.71670414030693E,10.894559104774414N
76,Binh Chieu Ward-217.jpeg,0.5694983750581741,106.74551922245533E,10.882431903908552N
77,Binh Chieu Ward-76.jpeg,0.5641051903367043,106.73454204830357E,10.875694570094184N
78,Tam Binh Ward-156.jpeg,0.5617337729781866,106.74770648986546E,10.874487904193737N
79,Binh Chieu Ward-239.jpeg,0.557407611515373,106.72082058061385E,10.885126837434298N
85,Hiep Binh Phuoc Ward-290.jpeg,0.504720576107502,106.72664689478133E,10.855606671238268N
87,Linh Xuan Ward-218.jpeg,0.4853796139359474,106.77008025610506E,10.891173438010956N
89,Linh Xuan Ward-32.jpeg,0.4826667662709951,106.77968521221015E,10.872308903330724N
90,Binh Chieu Ward-192.jpeg,0.4713973989710212,106.7414027821484E,10.881084437145677N
92,Binh Chieu Ward-144.jpeg,0.468451733700931,106.74826351599329E,10.878389503619928N
94,Hiep Binh Phuoc Ward-416.jpeg,0.4646471282467246,106.71978684840481E,10.870428805629881N
95,Binh Chieu Ward-60.jpeg,0.4645385788753629,106.75237995630019E,10.87434710333131N
96,Hiep Binh Phuoc Ward-194.jpeg,0.4643469527363777,106.70469474637649E,10.848869337423903N
97,Hiep Binh Phuoc Ward-267.jpeg,0.4589974172413349,106.72253086695538E,10.852911737712523N
98,Tam Binh Ward-89.jpeg,0.4587168833240866,106.73672992992879E,10.86909803714224N
99,Binh Chieu Ward-311.jpeg,0.4575111232697963,106.73042560799664E,10.890516704485794N
101,Binh Chieu Ward-292.jpeg,0.4527073828503489,106.72493702092075E,10.889169237722918N
102,Linh Xuan Ward-25.jpeg,0.4448529351502657,106.77008025610506E,10.872308903330724N
109,Hiep Binh Phuoc Ward-45.jpeg,0.4308198802173137,106.72253086695538E,10.838089603320915N
112,Linh Xuan Ward-197.jpeg,0.4031861289404332,106.77694093903727E,10.887131037722336N
114,Hiep Binh Phuoc Ward-161.jpeg,0.3957724142819643,106.7170428298542E,10.846174403898155N
115,Linh Xuan Ward-50.jpeg,0.3861708808690309,106.78242948538302E,10.873656370093599N
117,Binh Chieu Ward-336.jpeg,0.3829165464267134,106.72493702092075E,10.893211638011541N
121,Linh Xuan Ward-144.jpeg,0.3692790549248457,106.77968521221015E,10.881741170670843N
122,Linh Xuan Ward-20.jpeg,0.3657443607226014,106.76321957317288E,10.872308903330724N
125,Linh Xuan Ward-175.jpeg,0.361935212276876,106.76321957317288E,10.885783570959461N
126,Tam Binh Ward-83.jpeg,0.3550371574237942,106.72849750997626E,10.86909803714224N
127,Binh Chieu Ward-279.jpeg,0.3520906455814838,106.72768131445869E,10.887821770960048N
128,Tam Binh Ward-98.jpeg,0.3518855003640055,106.74907855985757E,10.86909803714224N
129,Hiep Binh Phuoc Ward-396.jpeg,0.348613946698606,106.72253086695538E,10.867733872104134N
137,Hiep Binh Phuoc Ward-96.jpeg,0.3187644192948937,106.71292680202829E,10.842132003609533N
139,Hiep Binh Phuoc Ward-35.jpeg,0.3033522665500641,106.70881077420239E,10.838089603320915N
140,Hiep Binh Phuoc Ward-122.jpeg,0.3010421306826174,106.72115885768011E,10.843479470372408N
141,Linh Xuan Ward-233.jpeg,0.2989054266363382,106.77008025610506E,10.89521583829958N
142,Binh Chieu Ward-141.jpeg,0.2962101576849818,106.74414707568636E,10.878389503619928N
146,Binh Chieu Ward-41.jpeg,0.2876887880265713,106.7263091676897E,10.87434710333131N
148,Hiep Binh Phuoc Ward-82.jpeg,0.2818779561202973,106.72115885768011E,10.840784536846662N
150,Tam Binh Ward-136.jpeg,0.2746230866760015,106.72849750997626E,10.873140437430866N
152,Linh Xuan Ward-117.jpeg,0.2722848495468497,106.76459170975932E,10.880393703907968N
157,Binh Chieu Ward-304.jpeg,0.2622345071285963,106.72082058061385E,10.890516704485794N
158,Hiep Binh Phuoc Ward-378.jpeg,0.2574719758704304,106.7170428298542E,10.86638640534126N
161,Binh Chieu Ward-220.jpeg,0.2521376544609666,106.7180762870759E,10.883779370671427N
162,Binh Chieu Ward-284.jpeg,0.2480416055768728,106.71395984676897E,10.889169237722918N
166,Hiep Binh Phuoc Ward-418.jpeg,0.2392672710120678,106.72253086695538E,10.870428805629881N
167,Linh Xuan Ward-112.jpeg,0.2373383417725563,106.77968521221015E,10.879046237145094N
168,Hiep Binh Phuoc Ward-71.jpeg,0.23479984421283,106.70606675565179E,10.840784536846662N
169,Tam Binh Ward-46.jpeg,0.2345534432679414,106.73947406991294E,10.865055636853619N
170,Hiep Binh Phuoc Ward-21.jpeg,0.2301691770553589,106.71292680202829E,10.83674213655804N
172,Hiep Binh Phuoc Ward-296.jpeg,0.2200090549886226,106.72115885768011E,10.856954138001145N
175,Hiep Binh Phuoc Ward-3.jpeg,0.2113420478999614,106.7101827834777E,10.835394669795166N
176,Binh Chieu Ward-234.jpeg,0.2082148091867566,106.73728634184151E,10.883779370671427N
178,Hiep Binh Phuoc Ward-411.jpeg,0.2061979752033949,106.72801890405661E,10.869081338867007N
181,Hiep Binh Phuoc Ward-25.jpeg,0.2020345544442534,106.71841483912952E,10.83674213655804N
186,Binh Chieu Ward-123.jpeg,0.184850419871509,106.71944843384486E,10.878389503619928N
188,Binh Chieu Ward-120.jpeg,0.1794233303517103,106.71533199353793E,10.878389503619928N
189,Binh Chieu Ward-43.jpeg,0.1792285195551812,106.72905346122765E,10.87434710333131N
195,Linh Xuan Ward-209.jpeg,0.1729673342779278,106.7673359829322E,10.889825971248083N
197,Binh Chieu Ward-18.jpeg,0.1726052435114979,106.7235648741518E,10.872999636568434N
198,Tam Binh Ward-4.jpeg,0.1720073353499174,106.7339857899446E,10.859665769802124N
200,Linh Xuan Ward-62.jpeg,0.1680964827537536,106.77694093903727E,10.875003836856475N
208,Hiep Binh Phuoc Ward-58.jpeg,0.1548249404877424,106.71429881130359E,10.839437070083784N
210,Binh Chieu Ward-286.jpeg,0.1529895616695284,106.71670414030693E,10.889169237722918N
214,Linh Xuan Ward-220.jpeg,0.1454330654814839,106.77282452927795E,10.891173438010956N
217,Binh Chieu Ward-178.jpeg,0.1433201767504215,106.7221927273828E,10.881084437145677N
219,Tam Binh Ward-8.jpeg,0.1422220803797245,106.72986957996837E,10.861013236564999N
222,Hiep Binh Phuoc Ward-319.jpeg,0.1415168000385165,106.72253086695538E,10.859649071526892N
227,Binh Chieu Ward-139.jpeg,0.1396138314157724,106.7414027821484E,10.878389503619928N
230,Hiep Binh Phuoc Ward-227.jpeg,0.1358209755271673,106.72115885768011E,10.850216804186774N
231,Binh Chieu Ward-254.jpeg,0.1351768979802727,106.71670414030693E,10.88647430419717N
232,Linh Xuan Ward-7.jpeg,0.1350429644808173,106.78105734879661E,10.869613969804979N
236,Hiep Binh Phuoc Ward-271.jpeg,0.1328197754919529,106.72801890405661E,10.852911737712523N
237,Hiep Binh Phuoc Ward-398.jpeg,0.13180838432163,106.72527488550601E,10.867733872104134N
247,Hiep Binh Phuoc Ward-210.jpeg,0.1241459408774972,106.72664689478133E,10.848869337423903N
