image,category,pred1,pred2,diff,lon,lat
Châu Thành District-2547.jpeg,3,0.057526257,0.047019664,0.010506592999999995,10.327075142448816N,106.27314203438088E
Hung Yen City-788.jpeg,3,0.05561388,0.06612011,0.010506229999999998,20.698765746123414N,106.02016132471789E
Phu Ly City-510.jpeg,3,0.06329699,0.07380201,0.010505020000000004,20.54241467672441N,105.91856790582808E
Long Hồ District-195.jpeg,3,0.044310138,0.03380665,0.010503487999999998,10.15399030427507N,105.9756101864694E
Trà Vinh City-247.jpeg,3,0.063879326,0.05337587,0.010503456000000001,9.925709438884772N,106.32902954770172E
Hiệp Hòa District-472.jpeg,3,0.036844466,0.04734664,0.010502174000000003,21.278307743432656N,105.97170813559445E
Châu Thành District-2091.jpeg,3,0.07301863,0.06251704,0.010501590000000005,10.308210607768618N,106.4456981515597E
Châu Thành District-540.jpeg,3,0.053903192,0.0644046,0.010501408000000004,10.267786604882478N,106.43474220761185E
Bac Giang City-85.jpeg,3,0.034308344,0.044808056,0.010499712000000001,21.242970674646678N,106.20251376330387E
Tây Ninh City-1148.jpeg,3,0.02732324,0.03782238,0.010499140000000004,11.390593976853648N,106.08939295216604E
Phu Ly City-746.jpeg,3,0.045150794,0.03465248,0.010498314000000002,20.55858427787936N,105.9531034140996E
Go Cong Town-560.jpeg,3,0.032102548,0.042600803,0.010498254999999998,10.400779274270102N,106.68955261204735E
Tây Ninh City-1183.jpeg,3,0.033621576,0.044119287,0.010497711,11.390593976853648N,106.18560230998308E
Thanh Liêm District-125.jpeg,3,0.037562408,0.027064897,0.010497510999999998,20.39385174142786N,105.89018813558863E
Thái Bình-258.jpeg,3,0.03281208,0.043308467,0.010496387000000003,20.43924784201707N,106.37521757889405E
Long Hồ District-192.jpeg,3,0.04532837,0.055821203,0.010492833,10.15399030427507N,105.94548679033528E
Binh Minh Town-196.jpeg,3,0.048054922,0.058546606,0.010491684000000001,10.012686804809675N,105.87616348772275E
Duy Tiên District-1186.jpeg,3,0.03793615,0.04842744,0.01049129,20.664512580212495N,105.92449721044969E
Tây Ninh City-1403.jpeg,3,0.06430617,0.053815838,0.010490331999999998,11.406763578008139N,106.14986740565102E
Ninh Bình-591.jpeg,3,0.031924564,0.042414766,0.010490201999999997,20.284646411893N,105.93711194419527E
Châu Thành District-463.jpeg,3,0.04839766,0.037907712,0.010489947999999999,10.267786604882478N,106.18001651082403E
Long Hồ District-1113.jpeg,3,0.06061661,0.050127335,0.010489275,10.202499107738426N,105.98382565814235E
Chau Doc City-1258.jpeg,3,0.026773192,0.037262447,0.010489254999999996,10.757768480121452N,105.09328035762556E
Cai Lậy Town-1653.jpeg,3,0.059391804,0.048902806,0.010488998,10.492215912995487N,106.10735964705452E
Trà Vinh City-328.jpeg,3,0.032271687,0.042756356,0.010484669000000002,9.941879040039218N,106.34544614638844E
Cai Lậy Town-222.jpeg,3,0.045992374,0.056476343,0.010483968999999996,10.379028704914266N,106.17586390309722E
Long Hồ District-476.jpeg,3,0.077154,0.06667036,0.010483640000000002,10.16746497190378N,106.00025660148823E
Hiệp Hòa District-280.jpeg,3,0.047648616,0.03716542,0.010483196,21.26483307580349N,105.9659219174615E
Go Cong Town-849.jpeg,3,0.025078444,0.035560995,0.010482551,10.425033676001792N,106.69503266981603E
Yên Mỹ District-15.jpeg,3,0.0508571,0.040378343,0.010478757000000005,20.84241033984469N,106.04214567541642E
Tây Ninh City-656.jpeg,3,0.03335731,0.043834556,0.010477245999999996,11.35825477454467N,106.10588598493464E
Châu Thành District-1650.jpeg,3,0.053427055,0.04295242,0.010474635000000003,10.297430873665649N,106.3114878381984E
Binh Minh Town-92.jpeg,3,0.032035753,0.04250913,0.010473376999999999,10.00190707070671N,105.87068968516527E
Tam Điệp-1008.jpeg,3,0.021591496,0.032064572,0.010473075999999998,20.176289077759062N,105.91822826759295E
Go Cong Town-171.jpeg,3,0.042430226,0.0319587,0.010471526000000002,10.360355271383954N,106.68681258316299E
Cai Lậy Town-823.jpeg,3,0.049932923,0.060404185,0.010471262000000002,10.424842574851898N,106.11009981729622E
Hiệp Hòa District-505.jpeg,3,0.024257071,0.03472811,0.010471038999999998,21.281002676958487N,105.94856326306252E
Yên Mỹ District-535.jpeg,3,0.08664772,0.07617687,0.010470850000000004,20.88822420978376N,106.06810746009815E
Hiệp Hòa District-784.jpeg,3,0.040890705,0.030420374,0.010470331,21.299867211639317N,105.95724259026198E
Cao Lanh City-334.jpeg,3,0.057507824,0.047042564,0.010465259999999997,10.432494071404573N,105.57832016800788E
Long Hồ District-367.jpeg,3,0.04437023,0.033905387,0.010464842999999995,10.162075104852295N,106.00573358260351E
Binh Minh Town-729.jpeg,3,0.052020703,0.041556694,0.010464009000000003,10.061195608273023N,105.7995302519181E
Chau Doc City-519.jpeg,3,0.042456876,0.03199332,0.010463555999999999,10.668835673771873N,105.05214267666935E
Binh Minh Town-502.jpeg,3,0.04705428,0.036590952,0.010463327999999994,10.03963614006709N,105.88163729028024E
Hoa Lư District-800.jpeg,3,0.03274875,0.04320775,0.010459000000000003,20.276144846565145N,105.89038573975779E
Long Hồ District-1773.jpeg,3,0.04847595,0.038017437,0.010458512999999996,10.26987244588199N,105.99751811093057E
Long Hồ District-2252.jpeg,3,0.048557375,0.059014503,0.010457128000000003,10.304906581716642N,106.0276415070647E
Duy Tiên District-375.jpeg,3,0.025543509,0.036000445,0.010456936,20.618698710273456N,105.927376820054E
Chau Doc City-1145.jpeg,3,0.03789698,0.048352625,0.010455645000000006,10.711954610183792N,105.08779533349806E
Long Hồ District-1983.jpeg,3,0.06625155,0.055796713,0.010454837000000008,10.286042047036446N,105.95917924312353E
Mỹ Tho-838.jpeg,3,0.057288326,0.046834487,0.010453839,10.38799900779142N,106.35740528297642E
Hung Yen City-566.jpeg,3,0.092524335,0.08207088,0.010453455,20.669121477339324N,106.05760327405112E
Long Hồ District-2392.jpeg,3,0.063004576,0.05255189,0.01045268600000001,10.323771116396841N,105.98930263925763E
Tây Ninh City-1411.jpeg,3,0.03090986,0.041360777,0.010450917,11.406763578008139N,106.17185811600922E
Chau Doc City-872.jpeg,3,0.037001617,0.04745231,0.010450692999999997,10.69039514197783N,105.06585523698809E
Tam Điệp-1174.jpeg,3,0.041488394,0.03103779,0.010450603999999999,20.189763745388166N,105.89526165286318E
Chau Doc City-1067.jpeg,3,0.03240124,0.0428515,0.010450260000000003,10.703869809606557N,105.08505282143432E
Duy Tiên District-242.jpeg,3,0.04726094,0.03681075,0.010450189999999998,20.60522404264433N,105.93601564886697E
Hoa Lư District-928.jpeg,3,0.023101084,0.03354805,0.010446966000000002,20.286924580668437N,105.92198297027683E
Tam Điệp-1136.jpeg,3,0.023433207,0.033880115,0.010446908000000001,20.184373878336533N,105.93258240179902E
Thái Bình-846.jpeg,3,0.037106924,0.026662799,0.010444124999999999,20.506621180162668N,106.36658880665104E
Hung Yen City-415.jpeg,3,0.044910405,0.034466714,0.010443690999999998,20.64756200913272N,106.10080552328176E
Tây Ninh City-581.jpeg,3,0.05136523,0.04092189,0.010443339999999995,11.352864907493174N,106.11688134011376E
Bac Giang City-49.jpeg,3,0.03896316,0.028520843,0.010442316999999996,21.234885874069185N,106.21408142159298E
Thanh Liêm District-26.jpeg,3,0.049021106,0.03857979,0.010441315999999999,20.37229227322128N,105.9247015005563E
Trà Vinh City-375.jpeg,3,0.052640114,0.042198822,0.010441292000000005,9.952658774142183N,106.30987684923392E
Hiệp Hòa District-1310.jpeg,3,0.029388502,0.039826535,0.010438033000000003,21.329511480423488N,106.01221166252535E
Châu Thành District-2589.jpeg,3,0.05196078,0.041522995,0.010437784999999998,10.32977007597456N,106.2786200063548E
Hiệp Hòa District-405.jpeg,3,0.041297127,0.051732425,0.010435297999999996,21.272917876380983N,106.01221166252535E
Vĩnh Long-623.jpeg,3,0.041824546,0.052259356,0.010434810000000003,10.281336607186024N,105.92267994838E
Binh Minh Town-770.jpeg,3,0.030159034,0.040593095,0.010434061000000001,10.063890541798765N,105.84058377109918E
Thanh Liêm District-874.jpeg,3,0.03857265,0.028138783,0.010433867,20.447750411944323N,105.987976002997E
Mỹ Hào District-323.jpeg,3,0.015166741,0.025599387,0.010432646000000002,20.92041134274402N,106.11084175426323E
Cai Lậy Town-1112.jpeg,3,0.062468924,0.0520363,0.010432624000000001,10.443707109532099N,106.19230492454746E
Binh Minh Town-1002.jpeg,3,0.057744272,0.06817671,0.010432438000000002,10.090839877056181N,105.80500405447557E
Yên Mỹ District-16.jpeg,3,0.040541206,0.03010966,0.010431546000000003,20.84241033984469N,106.04503031815884E
Thanh Liêm District-387.jpeg,3,0.05094129,0.040510222,0.010431068000000002,20.418106143160266N,105.94771041053473E
Tam Điệp-162.jpeg,3,0.040319916,0.029889105,0.010430810999999998,20.125085340768482N,105.90961578706928E
Tây Ninh City-72.jpeg,3,0.036304038,0.025875347,0.010428690999999997,11.307051037555455N,106.08389527457648E
Long Hồ District-1126.jpeg,3,0.044204935,0.033778682,0.010426253000000003,10.20519404126417N,105.92631735643175E
Hiệp Hòa District-324.jpeg,3,0.029855967,0.040278807,0.01042284,21.26752800932932N,106.00063922625938E
Chau Doc City-620.jpeg,3,0.041723993,0.031301305,0.010422688,10.674225540823365N,105.0960228696893E
Hung Yen City-534.jpeg,3,0.024443896,0.034864083,0.010420186999999997,20.663731610287673N,106.07488417374337E
Duy Tiên District-1006.jpeg,3,0.037279096,0.047697306,0.010418210000000004,20.653732846109186N,105.94465447767993E
Hiệp Hòa District-685.jpeg,3,0.050662644,0.04024566,0.010416983999999997,21.291782411061817N,106.01799788065833E
Duy Tiên District-1008.jpeg,3,0.037669726,0.048085902,0.010416176,20.653732846109186N,105.95041369688856E
Hoa Lư District-1289.jpeg,3,0.050575543,0.0401598,0.010415742999999998,20.32465365002994N,105.92772792128031E
Hiệp Hòa District-1823.jpeg,3,0.048927013,0.038511652,0.010415360999999998,21.359155749207655N,105.91673906333112E
Tây Ninh City-177.jpeg,3,0.0523997,0.04198489,0.010414810000000004,11.317830771658448N,106.10588598493464E
Thái Bình-504.jpeg,3,0.033625457,0.044040244,0.010414787000000002,20.460807310223665N,106.33494997509344E
Long Xuyen City-1287.jpeg,3,0.053153817,0.042739615,0.010414201999999997,10.425687078301653N,105.43584763974263E
Long Hồ District-2163.jpeg,3,0.054297034,0.043883443,0.010413591,10.299516714665156N,105.96191773368116E
Yên Mỹ District-635.jpeg,3,0.07383179,0.06341914,0.010412649999999996,20.89630901036125N,105.99022210605294E
Hung Yen City-570.jpeg,3,0.03597468,0.0255631,0.010411580000000004,20.669121477339324N,106.06912387384594E
Tam Điệp-1157.jpeg,3,0.03087664,0.041287523,0.010410883,20.18706881186235N,105.90961578706928E
Sa Đéc City-298.jpeg,3,0.05035991,0.03994973,0.010410179999999998,10.303100272517428N,105.77099434360838E
Thái Bình-643.jpeg,3,0.03945309,0.029043173,0.010409917000000005,20.474281977852783N,106.34933126216508E
Duy Tiên District-1429.jpeg,3,0.023332344,0.03374202,0.010409675999999996,20.683377114893272N,106.00800588897498E
Tây Ninh City-693.jpeg,3,0.048930533,0.038520914,0.010409618999999995,11.360949708070418N,106.09763946855034E
Long Xuyen City-757.jpeg,3,0.04828135,0.037872925,0.010408424999999999,10.377178274838275N,105.37283463195787E
Thanh Liêm District-1162.jpeg,3,0.051224794,0.040817033,0.010407760999999995,20.463920013099266N,105.9850998892497E
Hiệp Hòa District-799.jpeg,3,0.01947058,0.02987749,0.010406909999999998,21.299867211639317N,106.00063922625938E
Thanh Liêm District-12.jpeg,3,0.024652608,0.0350582,0.010405591999999998,20.369597339695456N,105.91894927306168E
Yên Mỹ District-1035.jpeg,3,0.17463598,0.16423413,0.01040184999999999,20.925953279145364N,106.03637638993158E
Phu Ly City-765.jpeg,3,0.040724162,0.030322878,0.010401284,20.561279211405186N,105.90130015169233E
Tây Ninh City-725.jpeg,3,0.071631335,0.061230604,0.010400731000000003,11.363644641596165N,106.07564875819216E
Cai Lậy Town-1417.jpeg,3,0.06218107,0.051783178,0.010397891999999999,10.467961511263793N,106.12654083874648E
Mỹ Hào District-319.jpeg,3,0.041640304,0.031242685,0.010397619000000004,20.92041134274402N,106.09930084455222E
Châu Thành District-276.jpeg,3,0.06283788,0.07323502,0.01039714,10.259701804305251N,106.3991353897813E
Long Hồ District-1035.jpeg,3,0.054692093,0.04429585,0.010396243,10.197109240686942N,105.96465622423882E
Yên Mỹ District-200.jpeg,3,0.03969024,0.029295804,0.010394436,20.866664741577143N,106.02195317621951E
Mỹ Hào District-680.jpeg,3,0.061222956,0.050830264,0.010392692000000002,20.94736067800231N,106.05313720570813E
Binh Minh Town-296.jpeg,3,0.07103565,0.08142773,0.010392079999999998,10.023466538912642N,105.82689926470547E
Duy Tiên District-7.jpeg,3,0.03717235,0.047564194,0.010391843999999997,20.562105106231133N,105.96769135451449E
Vĩnh Long-121.jpeg,3,0.053918492,0.043527186,0.010391305999999996,10.238217670774144N,105.96102123791454E
Long Xuyen City-774.jpeg,3,0.05911678,0.048726875,0.010389904999999998,10.377178274838275N,105.41940946379877E
Go Cong Town-422.jpeg,3,0.04536463,0.034974746,0.010389884000000002,10.387304606641383N,106.66763238097258E
Long Hồ District-1487.jpeg,3,0.049015347,0.038629565,0.010385782000000003,10.232143376521595N,106.02216452594939E
Thanh Liêm District-617.jpeg,3,0.028695362,0.03908046,0.010385097999999999,20.434275744315205N,105.90744481807246E
Tây Ninh City-346.jpeg,3,0.041556392,0.05194052,0.010384128,11.334000372812936N,106.08939295216604E
Chau Doc City-655.jpeg,3,0.03304511,0.04342669,0.010381579999999994,10.676920474349108N,105.07134026111558E
Mỹ Hào District-80.jpeg,3,0.04865966,0.038282033,0.010377627,20.896156941011558N,106.08198947998568E
Hiệp Hòa District-2207.jpeg,3,0.0243301,0.034707565,0.010377465000000002,21.388800017991827N,105.97170813559445E
Mỹ Hào District-851.jpeg,3,0.03137238,0.041748613,0.010376232999999999,20.958140412105625N,106.05602243313591E
Hung Yen City-221.jpeg,3,0.068111084,0.057736725,0.010374359,20.63139240797777N,106.04032237435887E
Thái Bình-493.jpeg,3,0.028722582,0.03909646,0.010373878,20.460807310223665N,106.30331114353582E
Tam Điệp-1072.jpeg,3,0.022200434,0.03257356,0.010373126,20.181678944810706N,105.8464575965625E
Cao Lanh City-607.jpeg,3,0.025973916,0.03634531,0.010371393999999999,10.448663672559034N,105.66053444003941E
Châu Thành District-344.jpeg,3,0.055922095,0.045552243,0.010369851999999999,10.262396737830992N,106.30874885221142E
Thái Bình-251.jpeg,3,0.03461762,0.044987235,0.010369614999999999,20.43924784201707N,106.35508377699372E
Hoa Lư District-156.jpeg,3,0.042067837,0.05243719,0.010369353000000005,20.200686707842156N,105.98517743131495E
Duy Tiên District-269.jpeg,3,0.045835234,0.03546651,0.010368724000000003,20.607918976170158N,105.94753408728424E
Bac Giang City-831.jpeg,3,0.04463885,0.034270294,0.010368556000000001,21.313038946318333N,106.1996218487316E
Cai Lậy Town-1365.jpeg,3,0.06337599,0.05300812,0.010367869999999994,10.462571644212304N,106.17586390309722E
Long Hồ District-1500.jpeg,3,0.0441136,0.03374601,0.010367590000000003,10.234838310047335N,105.99204112981529E
Go Cong Town-378.jpeg,3,0.044397164,0.054764092,0.010366927999999997,10.381914739589899N,106.67859249650996E
Long Hồ District-276.jpeg,3,0.04309316,0.032727726,0.010365434,10.159380171326553N,105.90167094141293E
Vĩnh Long-17.jpeg,3,0.04472181,0.03435776,0.01036405,10.227437936671175N,105.95006658376181E
Hiệp Hòa District-1248.jpeg,3,0.019210633,0.029573916,0.010363282999999997,21.32681654689765N,105.97460124466096E
Phu Ly City-360.jpeg,3,0.03748914,0.0271281,0.010361039999999998,20.531634942621114N,105.98188300432585E
Tây Ninh City-1575.jpeg,3,0.04043906,0.050796583,0.010357523,11.42293317916263N,106.1031371461399E
Hiệp Hòa District-131.jpeg,3,0.057602353,0.04724525,0.010357103,21.24596854112266N,105.98038746279394E
Hiệp Hòa District-973.jpeg,3,0.061175697,0.050820846,0.010354850999999998,21.31064694574265N,105.97460124466096E
Hiệp Hòa District-364.jpeg,3,0.035887457,0.025532823,0.010354633999999998,21.270222942855153N,106.00642544439235E
Hoa Lư District-1207.jpeg,3,0.025438905,0.03579313,0.010354224999999998,20.311178982400836N,105.9449627742907E
Vĩnh Long-423.jpeg,3,0.04890481,0.038550816,0.010353993999999998,10.259777138980084N,105.91446395776545E
Chau Doc City-939.jpeg,3,0.051564295,0.04121041,0.010353885,10.693090075503575N,105.13716055064552E
Long Hồ District-581.jpeg,3,0.048768423,0.038415045,0.010353377999999996,10.172854838955264N,105.97834867702704E
Hoa Lư District-325.jpeg,3,0.046397068,0.036044713,0.010352355,20.216856308997084N,105.91911049477513E
Bac Giang City-698.jpeg,3,0.03994551,0.05029758,0.010352070000000005,21.296869345163337N,106.22564907988206E
Tam Điệp-1282.jpeg,3,0.025169587,0.035521027,0.010351439999999996,20.216713080646375N,105.88664917233955E
Go Cong Town-1097.jpeg,3,0.06449714,0.054150198,0.010346941999999998,10.443898210681994N,106.68681258316299E
Hung Yen City-85.jpeg,3,0.060827136,0.050482698,0.010344437999999997,20.617917740348634N,106.10080552328176E
Binh Minh Town-726.jpeg,3,0.047862664,0.037518393,0.010344271000000002,10.058500674747282N,105.86247898132905E
Hiệp Hòa District-2076.jpeg,3,0.02350351,0.033847764,0.010344254000000004,21.375325350362658N,105.99485300812638E
Mỹ Hào District-718.jpeg,3,0.03700885,0.047351953,0.010343103,20.950055611528136N,106.03582584114164E
Ninh Bình-208.jpeg,3,0.029686056,0.04002848,0.010342424,20.23613760842822N,105.9888148571995E
Sa Đéc City-572.jpeg,3,0.051710322,0.06205218,0.010341857999999995,10.346219208929316N,105.74634093983386E
Hiệp Hòa District-1300.jpeg,3,0.023452051,0.03379375,0.010341698999999996,21.329511480423488N,105.98328057186043E
Hoa Lư District-1082.jpeg,3,0.03947526,0.049816813,0.010341553000000003,20.297704314771725N,105.97943248031149E
Cai Lậy Town-1316.jpeg,3,0.045758575,0.035418697,0.010339878000000004,10.459876710686562N,106.1375015197133E
Ninh Bình-588.jpeg,3,0.05172079,0.06205895,0.010338159999999999,20.281951478367176N,105.96870816880897E
Tam Điệp-882.jpeg,3,0.024390245,0.034725793,0.010335547999999996,20.170899210707425N,105.83784511603886E
Chau Doc City-1149.jpeg,3,0.033367604,0.043702535,0.010334930999999999,10.711954610183792N,105.09876538175307E
Long Hồ District-1503.jpeg,3,0.04816033,0.03782647,0.01033386,10.234838310047335N,106.00025660148823E
