image,category,pred1,pred2,diff,lon,lat
Binh Minh Town-392.jpeg,3,0.056013837,0.06677713,0.010763293000000007,10.031551339489868N,105.8433206723779E
Long Hồ District-719.jpeg,3,0.05375985,0.04299804,0.010761809999999997,10.18093963953249N,105.89345546974E
Mỹ Tho-692.jpeg,3,0.060674023,0.04991235,0.010761673,10.377219273688445N,106.37658258810718E
Long Xuyen City-351.jpeg,3,0.04552155,0.05627961,0.01075806,10.339449205477871N,105.47968277559288E
Thanh Liêm District-1489.jpeg,3,0.05025727,0.039499987,0.010757283,20.482784547780025N,105.96784320676586E
Thanh Liêm District-1136.jpeg,3,0.04315408,0.032397084,0.010756995999999998,20.463920013099266N,105.91032093181974E
Cai Lậy Town-1555.jpeg,3,0.030359913,0.04111604,0.010756127,10.478741245366768N,106.14024168995502E
Yên Mỹ District-1020.jpeg,3,0.045060508,0.034304593,0.010755914999999998,20.92325834561954N,106.06233817461333E
Long Hồ District-1055.jpeg,3,0.030815398,0.04157123,0.010755832,10.199804174212684N,105.92084037531647E
Châu Thành District-1410.jpeg,3,0.049343307,0.03859067,0.010752637000000002,10.292041006614165N,106.21836231464154E
Thanh Liêm District-1479.jpeg,3,0.04959608,0.03884376,0.010752320000000003,20.482784547780025N,105.93908206929281E
Mỹ Tho-396.jpeg,3,0.05271588,0.0419657,0.010750179999999998,10.358354739008245N,106.32179028773353E
Chau Doc City-15.jpeg,3,0.034111716,0.04486153,0.010749813999999996,10.61763193678273N,105.06037021286059E
Châu Thành District-399.jpeg,3,0.034995418,0.045743346,0.010747927999999997,10.265091671356737N,106.2402742025373E
Cao Lanh City-234.jpeg,3,0.06555113,0.05480329,0.010747840000000002,10.424409270827345N,105.65505348857066E
Go Cong Town-78.jpeg,3,0.04152024,0.030772801,0.010747439000000001,10.34957553728098N,106.67859249650996E
Thái Bình-755.jpeg,3,0.04056287,0.029818894,0.010743976000000002,20.4877566454819N,106.35220751957938E
Châu Thành District-243.jpeg,3,0.054306135,0.043563213,0.010742921999999995,10.259701804305251N,106.2238402866155E
Long Hồ District-2088.jpeg,3,0.046630576,0.035888664,0.010741912,10.29412684761367N,105.94548679033528E
Bac Giang City-381.jpeg,3,0.041306682,0.052047633,0.010740951000000006,21.27261494343084N,106.22854099445433E
Hung Yen City-125.jpeg,3,0.041057605,0.030318122,0.010739482999999998,20.623307607400292N,106.04608267425627E
Binh Minh Town-102.jpeg,3,0.050771806,0.04003234,0.010739466000000003,10.004602004232451N,105.83237306726295E
Cai Lậy Town-1163.jpeg,3,0.04540474,0.034665342,0.010739397999999997,10.449096976583586N,106.11558015777963E
Thái Bình-262.jpeg,3,0.031095536,0.041834865,0.010739328999999999,20.43924784201707N,106.38672260855135E
Long Xuyen City-6.jpeg,3,0.048020456,0.037281405,0.010739051000000006,10.304415069643213N,105.4413270317239E
Chau Doc City-1246.jpeg,3,0.035081863,0.04581807,0.010736207000000005,10.74968367954422N,105.09328035762556E
Ninh Bình-232.jpeg,3,0.046844147,0.057578124,0.010733976999999999,20.238832541954036N,105.98019770503213E
Long Hồ District-796.jpeg,3,0.047105458,0.036372997,0.010732461000000006,10.183634573058232N,105.95370226200822E
Binh Minh Town-30.jpeg,3,0.040520526,0.029789526,0.010731000000000001,9.993822270129487N,105.87342658644401E
Châu Thành District-2621.jpeg,3,0.047267064,0.057996295,0.010729231000000006,10.32977007597456N,106.41009133372917E
Sa Đéc City-398.jpeg,3,0.054102674,0.043374103,0.010728571000000006,10.319269873671887N,105.72442680314542E
Hoa Lư District-744.jpeg,3,0.05492621,0.044198267,0.010727943000000004,20.26806004598768N,105.89900316626299E
Long Hồ District-2388.jpeg,3,0.050820895,0.061547834,0.010726939000000005,10.323771116396841N,105.97834867702704E
Sa Đéc City-684.jpeg,3,0.04157593,0.030849433,0.010726496999999998,10.365083743609517N,105.72990533731752E
Châu Thành District-2387.jpeg,3,0.060049236,0.07077457,0.010725333999999996,10.318990341871588N,106.31422682418535E
Cai Lậy Town-1442.jpeg,3,0.05209527,0.04137028,0.010724989999999997,10.470656444789533N,106.0991391363294E
Mỹ Tho-956.jpeg,3,0.05298615,0.04226122,0.01072493,10.39608380836865N,106.38480143316325E
Chau Doc City-337.jpeg,3,0.04759439,0.036871355,0.010723034999999999,10.655361006143153N,105.08231030937058E
Tam Điệp-661.jpeg,3,0.05496894,0.0442471,0.010721840000000003,20.160119476604144N,105.84071594288008E
Duy Tiên District-1292.jpeg,3,0.17033026,0.18105116,0.010720899999999978,20.669902447264143N,106.01664471778795E
Hung Yen City-712.jpeg,3,0.039107703,0.028388422,0.010719281,20.687986012020108N,106.04608267425627E
Tam Điệp-851.jpeg,3,0.045668855,0.034950823,0.010718032000000002,20.168204277181605N,105.91248661391052E
Châu Thành District-2549.jpeg,3,0.06570621,0.054988805,0.010717405,10.327075142448816N,106.2786200063548E
Long Xuyen City-1182.jpeg,3,0.05512828,0.04441234,0.01071594,10.414907344198678N,105.4084506798362E
Long Hồ District-984.jpeg,3,0.047586396,0.036870778,0.010715618000000003,10.194414307161201N,105.9345328281047E
Thanh Liêm District-1180.jpeg,3,0.04277908,0.03206389,0.01071519,20.466614946625086N,105.90169259057785E
Hiệp Hòa District-244.jpeg,3,0.049276125,0.038561385,0.01071474,21.262138142277657N,105.94567015399605E
Yên Mỹ District-796.jpeg,3,0.042928822,0.032214396,0.010714425999999999,20.907088744464566N,105.99599139153777E
Thanh Liêm District-418.jpeg,3,0.023563998,0.03427827,0.010714272,20.42080107668609N,105.93620595554552E
Duy Tiên District-4.jpeg,3,0.05330993,0.042595845,0.010714084999999998,20.559410172705302N,106.00224666976634E
Cai Lậy Town-1445.jpeg,3,0.061335355,0.05062366,0.010711695,10.470656444789533N,106.10735964705452E
Phu Ly City-687.jpeg,3,0.04936976,0.060081158,0.010711398000000004,20.55319441082771N,105.99339484041637E
Tây Ninh City-32.jpeg,3,0.043726,0.05443565,0.010709650000000001,11.30166117050396N,106.09489062975555E
Mỹ Hào District-793.jpeg,3,0.05051383,0.061223473,0.010709642999999998,20.952750545053963N,106.125267891402E
Thái Bình-134.jpeg,3,0.0280902,0.038795702,0.010705502000000002,20.42846810791378N,106.37809383630838E
Tây Ninh City-28.jpeg,3,0.059437163,0.048732847,0.010704315999999998,11.30166117050396N,106.08114643578169E
Thanh Liêm District-841.jpeg,3,0.04480197,0.03409821,0.010703760000000007,20.447750411944323N,105.89306424933592E
Cao Lanh City-159.jpeg,3,0.07460317,0.08530632,0.010703150000000008,10.419019403775858N,105.68245824591448E
Hung Yen City-647.jpeg,3,0.05856222,0.04786003,0.01070219,20.679901211442633N,106.05184297415371E
Tây Ninh City-1381.jpeg,3,0.04404635,0.05474843,0.010702080000000003,11.406763578008139N,106.07839759698693E
Yên Mỹ District-163.jpeg,3,0.041651223,0.030952653,0.010698570000000001,20.863969808051312N,106.01329924799226E
Hung Yen City-50.jpeg,3,0.017800955,0.028499505,0.010698550000000001,20.615222806822814N,106.05760327405112E
Ninh Bình-317.jpeg,3,0.037668187,0.048366353,0.010698166000000002,20.2469173425315N,105.97445293692057E
Hoa Lư District-719.jpeg,3,0.05762079,0.04692367,0.010697119999999997,20.26267017893604N,105.92772792128031E
Hiệp Hòa District-286.jpeg,3,0.02882853,0.039525148,0.010696618000000001,21.26483307580349N,105.98328057186043E
Cai Lậy Town-108.jpeg,3,0.053261556,0.06395547,0.010693913999999999,10.370943904337032N,106.1320211792299E
Binh Minh Town-317.jpeg,3,0.056969192,0.04627664,0.010692552000000001,10.023466538912642N,105.88437419155896E
Châu Thành District-771.jpeg,3,0.05748243,0.04679084,0.01069159,10.275871405459705N,106.24301318852424E
Duy Tiên District-649.jpeg,3,0.029411163,0.040102683,0.01069152,20.634868311428413N,105.90433994321943E
Cai Lậy Town-676.jpeg,3,0.055840027,0.06652978,0.010689752999999996,10.411367907223182N,106.15668271140525E
Thái Bình-373.jpeg,3,0.037923925,0.027235566,0.010688358999999998,20.450027576120366N,106.31481617319312E
Châu Thành District-624.jpeg,3,0.054795943,0.044107866,0.010688076999999997,10.270481538408221N,106.41009133372917E
Vĩnh Long-39.jpeg,3,0.062928475,0.052241333,0.010687141999999997,10.230132870196918N,105.96102123791454E
Mỹ Hào District-795.jpeg,3,0.05103064,0.040346246,0.010684394,20.952750545053963N,106.13103834625751E
Châu Thành District-1224.jpeg,3,0.050307024,0.039623067,0.010683957000000001,10.286651139562677N,106.28957595030268E
Long Hồ District-284.jpeg,3,0.056116104,0.045432623,0.010683481000000002,10.159380171326553N,105.9235788658741E
Binh Minh Town-691.jpeg,3,0.021225309,0.031908724,0.010683414999999998,10.05580574122154N,105.84058377109918E
Chau Doc City-345.jpeg,3,0.0274083,0.038091112,0.010682812000000003,10.655361006143153N,105.10425040588055E
Châu Thành District-1821.jpeg,3,0.054084763,0.043402914,0.010681849,10.302820740717133N,106.2320572445764E
Hoa Lư District-87.jpeg,3,0.05819861,0.047517553,0.010681057,20.195296840790512N,105.95932515179935E
Bac Giang City-812.jpeg,3,0.046069574,0.035389543,0.010680031,21.310344012792505N,106.18516227587024E
Trà Vinh City-36.jpeg,3,0.04475418,0.034074444,0.010679735999999995,9.893370236575882N,106.36733494463738E
Long Hồ District-1373.jpeg,3,0.04009969,0.050778598,0.010678908,10.224058575944365N,105.9756101864694E
Thanh Liêm District-83.jpeg,3,0.035271715,0.024595039,0.010676676000000003,20.385766940850388N,105.89881647683056E
Yên Mỹ District-455.jpeg,3,0.056023233,0.04534666,0.010676573000000002,20.88283434273211N,106.08253067381024E
Tam Điệp-490.jpeg,3,0.058101673,0.04743015,0.010671523000000002,20.149339742500864N,105.8809075186571E
Tây Ninh City-1216.jpeg,3,0.050967038,0.040295772,0.010671265999999999,11.393288910379397N,106.16086276083013E
Yên Mỹ District-786.jpeg,3,0.045924842,0.03525444,0.010670402000000002,20.907088744464566N,105.96714496411361E
Tam Điệp-1122.jpeg,3,0.048099816,0.037430413,0.010669402999999994,20.184373878336533N,105.89239082602198E
Mỹ Hào District-570.jpeg,3,0.033560727,0.04422823,0.010667503000000002,20.939275877424816N,106.10507129940773E
Cai Lậy Town-412.jpeg,3,0.06250701,0.051840648,0.010666361999999999,10.392503372542977N,106.15394254116356E
Hung Yen City-96.jpeg,3,0.048150085,0.037484113,0.010665972000000003,20.62061267387446N,106.04896282420499E
Sa Đéc City-402.jpeg,3,0.056343116,0.04567721,0.010665905999999996,10.319269873671887N,105.73538387148965E
Long Hồ District-1536.jpeg,3,0.043643847,0.0329786,0.010665247000000003,10.237533243573079N,106.0276415070647E
Duy Tiên District-984.jpeg,3,0.05818989,0.04752483,0.010665060000000004,20.651037912583362N,106.0224039369966E
Thái Bình-754.jpeg,3,0.0651615,0.05449658,0.010664919999999994,20.4877566454819N,106.34933126216508E
Bac Giang City-106.jpeg,3,0.023501027,0.03416402,0.010662993000000003,21.245665608172512N,106.21118950702069E
Yên Mỹ District-323.jpeg,3,0.029689943,0.040352862,0.010662919000000003,20.87474954215463N,106.05656888912849E
Châu Thành District-783.jpeg,3,0.047712814,0.037050214,0.010662600000000001,10.275871405459705N,106.27588102036783E
Thái Bình-626.jpeg,3,0.037465733,0.048128035,0.010662301999999999,20.471587044326956N,106.37234132147971E
Hoa Lư District-382.jpeg,3,0.021456897,0.032118496,0.010661599000000004,20.222246176048728N,105.91911049477513E
Cai Lậy Town-342.jpeg,3,0.059286296,0.04862579,0.010660506,10.387113505491493N,106.18682458406406E
Tây Ninh City-857.jpeg,3,0.0478576,0.037198376,0.010659224000000002,11.371729442173411N,106.10588598493464E
Châu Thành District-2598.jpeg,3,0.055004455,0.044345997,0.010658458000000003,10.32977007597456N,106.34709465602893E
Mỹ Tho-567.jpeg,3,0.03110422,0.041760255,0.010656035000000005,10.369134473111218N,106.35192605293905E
Long Hồ District-1906.jpeg,3,0.059670776,0.049014863,0.010655913000000003,10.280652179984958N,105.95917924312353E
Thanh Liêm District-1743.jpeg,3,0.027502097,0.03815683,0.010654733000000003,20.498954148934974N,105.97071932051318E
Hung Yen City-850.jpeg,3,0.030715143,0.04136906,0.010653916999999999,20.7068505467009N,106.01440102482049E
Bac Giang City-824.jpeg,3,0.040239267,0.029585635,0.010653632000000003,21.313038946318333N,106.17937844672568E
Cao Lanh City-977.jpeg,3,0.023938486,0.03459198,0.010653494000000003,10.481002874867958N,105.63861063416432E
Mỹ Hào District-331.jpeg,3,0.033804175,0.044456076,0.010651900999999998,20.92041134274402N,106.13392357368524E
Mỹ Tho-15.jpeg,3,0.06125873,0.05060754,0.010651189999999998,10.323320603173588N,106.31631105769615E
Thái Bình-721.jpeg,3,0.039253067,0.02860191,0.010651157000000001,20.48236677843025N,106.37234132147971E
Chau Doc City-466.jpeg,3,0.02813454,0.038785204,0.010650663999999997,10.66344580672038N,105.12893301445428E
Tây Ninh City-393.jpeg,3,0.045133114,0.034485843,0.010647271,11.336695306338685N,106.13612321167716E
Trà Vinh City-129.jpeg,3,0.09264327,0.10328893,0.010645660000000001,9.909539837730328N,106.32629344792062E
Thái Bình-201.jpeg,3,0.03939265,0.05003765,0.010645000000000002,20.436552908491254N,106.30906365836448E
Châu Thành District-1673.jpeg,3,0.08643652,0.07579302,0.0106435,10.297430873665649N,106.3744845158986E
Vĩnh Long-370.jpeg,3,0.062136985,0.051493596,0.010643388999999996,10.257082205454338N,105.88981598592183E
Long Hồ District-1689.jpeg,3,0.042570423,0.053212985,0.010642561999999994,10.264482578830506N,105.95096377145056E
Hiệp Hòa District-1093.jpeg,3,0.047164593,0.036526263,0.010638329999999994,21.31873174632015N,105.92541839053061E
Hiệp Hòa District-2232.jpeg,3,0.032975487,0.04361293,0.010637443000000003,21.391494951517664N,105.96013569932849E
Binh Minh Town-1084.jpeg,3,0.051107153,0.040470205,0.010636948,10.098924677633407N,105.82689926470547E
Thanh Liêm District-777.jpeg,3,0.027518885,0.038155094,0.010636209,20.442360544892676N,105.98222377550239E
Cai Lậy Town-964.jpeg,3,0.048350826,0.037715342,0.010635484,10.435622308954873N,106.11558015777963E
Mỹ Tho-1009.jpeg,3,0.052842952,0.06347746,0.010634508,10.404168608945879N,106.38206181814456E
Ninh Bình-433.jpeg,3,0.049689706,0.03905547,0.010634235999999998,20.260392010160604N,105.93136717608367E
Duy Tiên District-727.jpeg,3,0.031612214,0.042245768,0.010633554000000003,20.637563244954233N,105.99360784095337E
Mỹ Tho-323.jpeg,3,0.051144533,0.04051372,0.010630812999999996,10.35296487195676N,106.34096759286432E
Go Cong Town-1141.jpeg,3,0.051254816,0.040627018,0.010627798,10.451983011259227N,106.63749206324476E
Sa Đéc City-37.jpeg,3,0.056236487,0.04560952,0.010626967000000001,10.270761070208517N,105.74908020691991E
Long Hồ District-2370.jpeg,3,0.04862828,0.05925497,0.010626689999999994,10.321076182871101N,105.9701332053541E
Tam Điệp-1201.jpeg,3,0.048983283,0.038357876,0.010625407000000003,20.19245867891399N,105.91535744075173E
Bac Giang City-695.jpeg,3,0.06877897,0.07940401,0.010625040000000002,21.296869345163337N,106.21697333616525E
Long Hồ District-903.jpeg,3,0.048901483,0.038280614,0.010620869000000005,10.189024440109716N,105.95096377145056E
Ninh Bình-184.jpeg,3,0.042405605,0.03178567,0.010619934999999997,20.233442674902392N,105.9888148571995E
Hiệp Hòa District-83.jpeg,3,0.038734384,0.028115323,0.010619060999999996,21.240578674070996N,105.95434948119552E
Thanh Liêm District-9.jpeg,3,0.032606523,0.043224584,0.010618061000000005,20.366902406169626N,105.93045372805089E
Hiệp Hòa District-79.jpeg,3,0.049674265,0.03905869,0.010615575000000002,21.240578674070996N,105.94277704492954E
Mỹ Tho-951.jpeg,3,0.04990948,0.03929661,0.010612869999999996,10.39608380836865N,106.37110335806983E
Long Hồ District-718.jpeg,3,0.044016887,0.054629188,0.010612301000000005,10.18093963953249N,105.89071697918234E
Binh Minh Town-415.jpeg,3,0.039449,0.050061196,0.010612196000000004,10.034246273015606N,105.82142546214799E
Thanh Liêm District-35.jpeg,3,0.042851973,0.03224027,0.010611703,20.374987206747097N,105.91032093181974E
Long Hồ District-97.jpeg,3,0.024808563,0.03541889,0.010610327000000003,10.148600437223585N,105.94548679033528E
Bac Giang City-633.jpeg,3,0.037111048,0.0477212,0.010610151999999998,21.291479478111672N,106.23143290902661E
Long Xuyen City-703.jpeg,3,0.04680516,0.057413153,0.010607993000000003,10.371788407786786N,105.4084506798362E
Phu Ly City-532.jpeg,3,0.04007724,0.05068522,0.010607980000000003,20.54241467672441N,105.98188300432585E
Long Hồ District-641.jpeg,3,0.056639522,0.06724744,0.010607918000000008,10.175549772481006N,105.98656414869998E
Long Hồ District-5.jpeg,3,0.026084868,0.036692716,0.010607848,10.135125769594875N,106.01668754483411E
Hoa Lư District-12.jpeg,3,0.04270978,0.03210259,0.010607190000000002,20.179127239635584N,105.9449627742907E
Thái Bình-745.jpeg,3,0.029222088,0.03982902,0.010606932,20.48506171195607N,106.38097009372268E
Chau Doc City-59.jpeg,3,0.0516425,0.0622468,0.010604299999999997,10.625716737359964N,105.07682528524306E
Hoa Lư District-903.jpeg,3,0.040096264,0.050700303,0.010604039000000003,20.284229647142617N,105.94209029878895E
Phu Ly City-973.jpeg,3,0.051699128,0.041095387,0.010603741,20.58014374608595N,105.90130015169233E
Tam Điệp-453.jpeg,3,0.030678902,0.041281104,0.010602201999999998,20.146644808975044N,105.88664917233955E
Long Xuyen City-687.jpeg,3,0.04014202,0.029540367,0.010601652999999999,10.369093474261044N,105.45502551167712E
Long Hồ District-301.jpeg,3,0.07074059,0.060139805,0.010600785000000008,10.159380171326553N,105.9756101864694E
Thanh Liêm District-1222.jpeg,3,0.039866153,0.029266251,0.010599902000000001,20.46930988015091N,105.88731202184132E
Cai Lậy Town-287.jpeg,3,0.054535907,0.043936275,0.010599632000000005,10.384418571965746N,106.14846220068013E
Hiệp Hòa District-394.jpeg,3,0.042437505,0.031838506,0.010598998999999998,21.272917876380983N,105.98038746279394E
Cai Lậy Town-1168.jpeg,3,0.031604204,0.042202797,0.010598593000000003,10.449096976583586N,106.12928100898819E
Tây Ninh City-909.jpeg,3,0.04202418,0.052621998,0.010597818000000002,11.374424375699158N,106.13337437288239E
Châu Thành District-724.jpeg,3,0.063201495,0.052605573,0.010595921999999994,10.273176471933965N,106.41283031971612E
Bac Giang City-696.jpeg,3,0.03746479,0.048054144,0.010589354000000002,21.296869345163337N,106.21986525073754E
Thái Bình-783.jpeg,3,0.057221398,0.046632636,0.010588762000000002,20.490451579007726N,106.37521757889405E
Châu Thành District-914.jpeg,3,0.05028064,0.039693583,0.010587057000000004,10.27856633898545N,106.34709465602893E
Long Hồ District-1192.jpeg,3,0.057855442,0.04726972,0.010585721999999999,10.210583908315655N,105.9235788658741E
Cai Lậy Town-896.jpeg,3,0.07273997,0.06215644,0.01058353,10.430232441903382N,106.12380066850477E
Cai Lậy Town-1110.jpeg,3,0.03451985,0.045102794,0.010582944000000004,10.443707109532099N,106.18682458406406E
Cao Lanh City-1169.jpeg,3,0.028604614,0.039186783,0.010582169000000002,10.49717247602242N,105.60298444961734E
Phu Ly City-1021.jpeg,3,0.048555598,0.03797449,0.010581107999999999,20.58553361313761N,105.91568994680544E
Hoa Lư District-386.jpeg,3,0.05248856,0.041907486,0.010581073999999996,20.222246176048728N,105.93060039678204E
Hung Yen City-408.jpeg,3,0.031012276,0.041592944,0.010580668000000001,20.64756200913272N,106.08064447364077E
Vĩnh Long-385.jpeg,3,0.044674724,0.03409644,0.010578284,10.257082205454338N,105.93089593899454E
Hoa Lư District-292.jpeg,3,0.032526784,0.04310479,0.010578005999999994,20.21416137547126N,105.90762059276817E
Thanh Liêm District-734.jpeg,3,0.030855848,0.04143057,0.010574721999999998,20.442360544892676N,105.85855088436826E
Long Hồ District-927.jpeg,3,0.052243263,0.041668832,0.010574430999999995,10.189024440109716N,106.01668754483411E
Vĩnh Long-535.jpeg,3,0.04756927,0.036995005,0.010574265,10.267861939557308N,105.91172529422727E
Tam Điệp-941.jpeg,3,0.01731508,0.027889164,0.010574084000000001,20.173594144233242N,105.86368255760982E
Thái Bình-820.jpeg,3,0.04855669,0.037983302,0.010573388000000003,20.498536379585197N,106.3407024899221E
Mỹ Tho-602.jpeg,3,0.031983495,0.042556055,0.010572560000000002,10.37182940663696N,106.34096759286432E
Cai Lậy Town-629.jpeg,3,0.039820705,0.050392803,0.010572098000000002,10.40867297369744N,106.12380066850477E
Mỹ Tho-285.jpeg,3,0.053660423,0.043088503,0.010571919999999999,10.350269938431016N,106.34918643792035E
Mỹ Hào District-234.jpeg,3,0.043617595,0.033050682,0.010566913000000004,20.91232654216653N,106.10795652683547E
Hiệp Hòa District-628.jpeg,3,0.03788198,0.027315583,0.010566397000000002,21.28908747753599N,105.95724259026198E
Long Hồ District-2149.jpeg,3,0.05678745,0.0462219,0.01056555,10.296821781139416N,106.01668754483411E
Hiệp Hòa District-2003.jpeg,3,0.046420813,0.035859734,0.010561079000000001,21.36993548331099N,105.97170813559445E
Thái Bình-673.jpeg,3,0.024948737,0.035507005,0.010558268000000003,20.476976911378607N,106.36658880665104E
Tây Ninh City-1352.jpeg,3,0.040208243,0.029650008,0.010558235,11.404068644482393N,106.10588598493464E
Mỹ Tho-183.jpeg,3,0.05355554,0.042998083,0.010557457,10.34218513785379N,106.37932220312587E
Yên Mỹ District-46.jpeg,3,0.050639797,0.040083777,0.01055602,20.847800206896345N,106.05656888912849E
Trà Vinh City-636.jpeg,3,0.052061234,0.04150592,0.010555313999999996,9.979608109399596N,106.34818224616954E
Châu Thành District-1336.jpeg,3,0.061909124,0.051354807,0.010554317,10.289346073088419N,106.30327088023749E
Duy Tiên District-1310.jpeg,3,0.03506254,0.04561556,0.010553019999999996,20.672597380789963N,105.9417748680756E
Châu Thành District-1342.jpeg,3,0.05358056,0.04302781,0.01055275,10.289346073088419N,106.31970479615929E
Binh Minh Town-439.jpeg,3,0.036764365,0.04731632,0.010551955000000002,10.034246273015606N,105.8871110928377E
Long Xuyen City-925.jpeg,3,0.043867495,0.033317316,0.010550179,10.390652942466986N,105.38105371992981E
Tam Điệp-173.jpeg,3,0.04791484,0.037365083,0.010549757,20.125085340768482N,105.94119488232268E
Châu Thành District-1137.jpeg,3,0.065719076,0.05517072,0.010548356000000002,10.283956206036935N,106.35257262800287E
Thanh Liêm District-1361.jpeg,3,0.04466709,0.034119632,0.010547458000000003,20.477394680728384N,105.87580756685209E
Long Xuyen City-561.jpeg,3,0.03355938,0.044106793,0.010547412999999999,10.361008673683815N,105.39201250389237E
Hoa Lư District-88.jpeg,3,0.048834395,0.03828783,0.010546565,20.195296840790512N,105.9621976273011E
Bac Giang City-236.jpeg,3,0.04335496,0.032808542,0.010546417999999995,21.259140275801677N,106.21986525073754E
Tam Điệp-905.jpeg,3,0.042335976,0.03178963,0.010546345999999998,20.170899210707425N,105.90387413338686E
Duy Tiên District-468.jpeg,3,0.04377214,0.033226058,0.010546081999999998,20.624088577325107N,105.93313603926266E
Hoa Lư District-224.jpeg,3,0.055450033,0.044904325,0.010545708,20.208771508419616N,105.90762059276817E
Cai Lậy Town-1604.jpeg,3,0.061819945,0.051274505,0.010545440000000003,10.484131112418252N,106.1375015197133E
Ninh Bình-50.jpeg,3,0.03409152,0.044636376,0.010544855999999998,20.214578140221647N,105.98307008908793E
Cai Lậy Town-43.jpeg,3,0.061219763,0.050675258,0.010544505000000003,10.362859103759805N,106.10461947681281E
Phu Ly City-767.jpeg,3,0.03795196,0.027408015,0.010543944999999999,20.561279211405186N,105.90705606973756E
Hiệp Hòa District-1885.jpeg,3,0.04731523,0.057856612,0.010541382000000002,21.36185068273349N,105.96881502652796E
Tam Điệp-986.jpeg,3,0.03606377,0.025524229,0.010539541000000003,20.176289077759062N,105.85507007708617E
Tây Ninh City-474.jpeg,3,0.051611796,0.041074023,0.010537773,11.34478010691593N,106.1031371461399E
Chau Doc City-973.jpeg,3,0.056420706,0.04588385,0.010536856000000004,10.69578500902932N,105.12344799032675E
Sa Đéc City-555.jpeg,3,0.05097616,0.040440623,0.010535536999999998,10.343524275403572N,105.74360167274783E
Tây Ninh City-1320.jpeg,3,0.047685113,0.037150413,0.010534700000000001,11.401373710956642N,106.11963017890854E
Binh Minh Town-1117.jpeg,3,0.046212222,0.035677765,0.010534456999999997,10.104314544684888N,105.85426827749285E
Yên Mỹ District-701.jpeg,3,0.032615386,0.02208185,0.010533536000000003,20.89900394388708N,106.06233817461333E
Long Hồ District-174.jpeg,3,0.042800263,0.05333354,0.010533277,10.15399030427507N,105.89619396029765E
Phu Ly City-131.jpeg,3,0.045982245,0.03545041,0.010531834999999996,20.518160274991985N,105.89842219266968E
Tây Ninh City-798.jpeg,3,0.048053097,0.037522573,0.010530524000000006,11.366339575121915N,106.16910927721442E
Mỹ Tho-626.jpeg,3,0.053697497,0.043167043,0.010530453999999995,10.37182940663696N,106.4067183533127E
Chau Doc City-80.jpeg,3,0.051110968,0.04058347,0.010527497999999996,10.62841167088571N,105.0905378455618E
Hoa Lư District-418.jpeg,3,0.061598133,0.051071897,0.010526236000000001,20.22494110957454N,105.93347287228377E
Bac Giang City-141.jpeg,3,0.0323938,0.042919632,0.010525831999999999,21.251055475224174N,106.1764865321534E
Tam Điệp-102.jpeg,3,0.04567532,0.03514998,0.010525340000000001,20.119695473716842N,105.93832405548146E
Bến Tre City-107.jpeg,3,0.07519226,0.06466861,0.010523649999999996,10.208465870765645N,106.398140032556E
Yên Mỹ District-222.jpeg,3,0.037306163,0.026782744,0.010523419000000003,20.86935967510297N,105.98445282056811E
Hiệp Hòa District-983.jpeg,3,0.0361327,0.046655606,0.010522906000000005,21.31064694574265N,106.00353233532586E
Bac Giang City-145.jpeg,3,0.034147225,0.02362498,0.010522245000000003,21.251055475224174N,106.18805419044251E
Châu Thành District-248.jpeg,3,0.058219012,0.047698412,0.010520599999999998,10.259701804305251N,106.23753521655031E
Binh Minh Town-518.jpeg,3,0.07787936,0.08839955,0.010520189999999999,10.042331073592832N,105.83237306726295E
Duy Tiên District-186.jpeg,3,0.055798262,0.045278504,0.010519758000000004,20.597139242066856N,105.9561729160972E
Tây Ninh City-223.jpeg,3,0.037033867,0.026514415,0.010519451999999999,11.323220638709945N,106.08389527457648E
Tây Ninh City-1439.jpeg,3,0.045852516,0.035334427,0.010518089000000001,11.40945851153389N,106.15261624444578E
Châu Thành District-804.jpeg,3,0.054259993,0.04374361,0.010516382999999997,10.275871405459705N,106.34435567004198E
Hung Yen City-720.jpeg,3,0.049441513,0.03892587,0.010515642999999998,20.687986012020108N,106.06912387384594E
Tây Ninh City-690.jpeg,3,0.045084972,0.03456946,0.010515511999999998,11.360949708070418N,106.08939295216604E
Long Xuyen City-1128.jpeg,3,0.041137096,0.030621927,0.010515168999999998,10.40951747714719N,105.40297128785494E
Hiệp Hòa District-2020.jpeg,3,0.046212662,0.035698112,0.010514550000000004,21.372630416836827N,105.91963217239763E
Mỹ Hào District-587.jpeg,3,0.038156845,0.027642336,0.010514509000000002,20.941970810950647N,106.03294061371386E
Hiệp Hòa District-1656.jpeg,3,0.030039564,0.04055386,0.010514295999999996,21.34837601510432N,105.97749435372745E
Phu Ly City-1067.jpeg,3,0.04331657,0.032804687,0.010511883,20.59361841371508N,105.9329577009412E
Thanh Liêm District-302.jpeg,3,0.023517104,0.03402825,0.010511146000000002,20.41271627610862N,105.89018813558863E
Thanh Liêm District-1829.jpeg,3,0.055189617,0.0656979,0.010508283,20.504344015986618N,105.9850998892497E
Go Cong Town-817.jpeg,3,0.045729995,0.035222184,0.010507811000000006,10.425033676001792N,106.60735174551697E
Long Hồ District-916.jpeg,3,0.050478324,0.03997126,0.010507063999999997,10.189024440109716N,105.98656414869998E
