image,pred,lon,lat
Long Hồ District-498.jpeg,0.96762735,10.170159905429522N,105.90714792252821E
Chau Doc City-1204.jpeg,0.96759415,10.725429277812513N,105.11247794207179E
Duy Tiên District-1035.jpeg,0.9675817,20.653732846109186N,106.03104276580954E
Hung Yen City-379.jpeg,0.9674838,20.644867075606896N,106.06912387384594E
Long Hồ District-1262.jpeg,0.9674519,10.215973775367138N,105.93727131866235E
Long Xuyen City-730.jpeg,0.9674339,10.374483341312532N,105.39201250389237E
Cao Lanh City-937.jpeg,0.96737504,10.478307941342212N,105.61942730402363E
Cai Lậy Town-1338.jpeg,0.9673642,10.462571644212304N,106.10187930657109E
Long Hồ District-1285.jpeg,0.96730083,10.215973775367138N,106.00025660148823E
Duy Tiên District-1016.jpeg,0.9672599,20.653732846109186N,105.97633018332745E
Cai Lậy Town-888.jpeg,0.9672259,10.427537508377641N,106.19230492454746E
Binh Minh Town-606.jpeg,0.9671856,10.047720940644316N,105.8871110928377E
Duy Tiên District-583.jpeg,0.9671449,20.629478444376755N,105.98784862174475E
Go Cong Town-318.jpeg,0.96710956,10.376524872538413N,106.65393223655084E
Mỹ Hào District-925.jpeg,0.9670691,20.96353027915728N,106.08198947998568E
Cai Lậy Town-1208.jpeg,0.9670487,10.451791910109334N,106.1347613494716E
Thái Bình-589.jpeg,0.9670427,20.468892110801132N,106.3407024899221E
Long Hồ District-645.jpeg,0.9669239,10.175549772481006N,105.99751811093057E
Long Xuyen City-948.jpeg,0.9669165,10.390652942466986N,105.44406672771456E
Chau Doc City-476.jpeg,0.9668178,10.66614074024613N,105.04665765254184E
Cai Lậy Town-1368.jpeg,0.9668141,10.462571644212304N,106.18408441382235E
Long Hồ District-423.jpeg,0.96678704,10.164770038378037N,106.00847207316117E
Cai Lậy Town-1048.jpeg,0.96672875,10.441012176006357N,106.12654083874648E
Chau Doc City-1170.jpeg,0.96671796,10.714649543709534N,105.11522045413554E
Long Hồ District-158.jpeg,0.966684,10.15129537074933N,106.0112105637188E
Cao Lanh City-408.jpeg,0.966684,10.435189004930317N,105.6632749157738E
