,image,pred,lon,lat
584,Tam Binh Ward-61.jpeg,0.0395421371795237,106.74359027988919E,10.866403103616495N
589,Hiep Binh Phuoc Ward-270.jpeg,0.039526502136141,106.72664689478133E,10.852911737712523N
616,Hiep Binh Phuoc Ward-181.jpeg,0.0394255775026977,106.71567082057891E,10.847521870661028N
620,Hiep Binh Phuoc Ward-282.jpeg,0.0394171350635588,106.72939091333191E,10.854259204475397N
624,Linh Xuan Ward-109.jpeg,0.039396674837917,106.77556880245083E,10.879046237145094N
628,Binh Chieu Ward-0.jpeg,0.0393890077248215,106.7221927273828E,10.87165216980556N
634,Tam Binh Ward-156.jpeg,0.039371455553919,106.74770648986546E,10.874487904193737N
636,Hiep Binh Phuoc Ward-64.jpeg,0.0393471186980605,106.72253086695538E,10.839437070083784N
658,Hiep Binh Phuoc Ward-366.jpeg,0.0392659120261669,106.71978684840481E,10.865038938578387N
661,Binh Chieu Ward-314.jpeg,0.0392516152933239,106.71395984676897E,10.891864171248669N
676,Binh Chieu Ward-186.jpeg,0.0391824333928525,106.73316990153458E,10.881084437145677N
720,Linh Xuan Ward-204.jpeg,0.0390219101682305,106.77282452927795E,10.888478504485208N
725,Hiep Binh Phuoc Ward-47.jpeg,0.0390108507126569,106.69920670927529E,10.839437070083784N
729,Linh Xuan Ward-231.jpeg,0.0389886917546391,106.7673359829322E,10.89521583829958N
733,Linh Xuan Ward-77.jpeg,0.0389619511552155,106.77556880245083E,10.876351303619344N
734,Hiep Binh Phuoc Ward-123.jpeg,0.0389591450802981,106.72253086695538E,10.843479470372408N
743,Linh Xuan Ward-38.jpeg,0.0389122022315859,106.76596384634573E,10.873656370093599N
758,Linh Xuan Ward-136.jpeg,0.0388378398492932,106.76870811951865E,10.881741170670843N
764,Tam Binh Ward-71.jpeg,0.0388084333389997,106.73672992992879E,10.867750570379368N
766,Binh Chieu Ward-202.jpeg,0.0387968984432518,106.7235648741518E,10.882431903908552N
769,Hiep Binh Phuoc Ward-42.jpeg,0.0387914008460938,106.71841483912952E,10.838089603320915N
780,Hiep Binh Phuoc Ward-423.jpeg,0.0387296844273805,106.71429881130359E,10.871776272392758N
792,Hiep Binh Phuoc Ward-303.jpeg,0.0386922764591872,106.73076292260718E,10.856954138001145N
796,Hiep Binh Phuoc Ward-375.jpeg,0.0386882210150361,106.71292680202829E,10.86638640534126N
