,image,pred,lon,lat
168,Hiep Binh Phuoc Ward-317.jpeg,0.0534556214697659,106.71978684840481E,10.859649071526892N
170,Linh Xuan Ward-176.jpeg,0.0532631059177219,106.76459170975932E,10.885783570959461N
171,Hiep Binh Phuoc Ward-427.jpeg,0.0530798630788922,106.71978684840481E,10.871776272392758N
172,Linh Xuan Ward-213.jpeg,0.0529038584791123,106.77282452927795E,10.889825971248083N
176,Linh Xuan Ward-82.jpeg,0.0523045444861054,106.78242948538302E,10.876351303619344N
177,Linh Xuan Ward-112.jpeg,0.0522409044206142,106.77968521221015E,10.879046237145094N
178,Binh Chieu Ward-63.jpeg,0.0521895820274949,106.71670414030693E,10.875694570094184N
179,Binh Chieu Ward-257.jpeg,0.0521536362357437,106.72082058061385E,10.88647430419717N
187,Hiep Binh Phuoc Ward-122.jpeg,0.0516234524548053,106.72115885768011E,10.843479470372408N
191,Hiep Binh Phuoc Ward-11.jpeg,0.0512147136032581,106.72115885768011E,10.835394669795166N
192,Binh Chieu Ward-299.jpeg,0.0511949486099183,106.71395984676897E,10.890516704485794N
193,Hiep Binh Phuoc Ward-184.jpeg,0.0511103211902082,106.71978684840481E,10.847521870661028N
195,Linh Xuan Ward-172.jpeg,0.0509670842438936,106.77694093903727E,10.884436104196588N
200,Hiep Binh Phuoc Ward-298.jpeg,0.0506262676790356,106.72390287623071E,10.856954138001145N
205,Linh Xuan Ward-15.jpeg,0.0500602815300226,106.77694093903727E,10.870961436567852N
206,Hiep Binh Phuoc Ward-9.jpeg,0.0500564319081604,106.71841483912952E,10.835394669795166N
211,Tam Binh Ward-132.jpeg,0.0497900689952075,106.7463344198734E,10.871792970667988N
213,Tam Binh Ward-29.jpeg,0.0496216337196528,106.73261371995252E,10.86370817009075N
216,Hiep Binh Phuoc Ward-349.jpeg,0.0494460719637572,106.71429881130359E,10.863691471815514N
218,Binh Chieu Ward-21.jpeg,0.0493547390215098,106.72768131445869E,10.872999636568434N
228,Binh Chieu Ward-268.jpeg,0.0484166359528899,106.73591419507252E,10.88647430419717N
229,Tam Binh Ward-149.jpeg,0.0482944739051163,106.72849750997626E,10.874487904193737N
232,Linh Xuan Ward-198.jpeg,0.0480971569195389,106.76459170975932E,10.888478504485208N
238,Binh Chieu Ward-223.jpeg,0.0477979625575244,106.7221927273828E,10.883779370671427N
245,Binh Chieu Ward-9.jpeg,0.0470480816438794,106.73591419507252E,10.87165216980556N
247,Tam Binh Ward-153.jpeg,0.0469732386991381,106.74359027988919E,10.874487904193737N
249,Linh Xuan Ward-209.jpeg,0.0468453587964177,106.7673359829322E,10.889825971248083N
257,Hiep Binh Phuoc Ward-45.jpeg,0.0462189582176506,106.72253086695538E,10.838089603320915N
258,Hiep Binh Phuoc Ward-322.jpeg,0.0462156878784298,106.72664689478133E,10.859649071526892N
261,Hiep Binh Phuoc Ward-315.jpeg,0.0461816773749887,106.7170428298542E,10.859649071526892N
263,Tam Binh Ward-73.jpeg,0.0461482619866728,106.73947406991294E,10.867750570379368N
265,Hiep Binh Phuoc Ward-16.jpeg,0.0461117578670382,106.70606675565179E,10.83674213655804N
268,Binh Chieu Ward-350.jpeg,0.0459618531167507,106.71944843384486E,10.897254038300163N
270,Binh Chieu Ward-329.jpeg,0.0458808923140168,106.71533199353793E,10.893211638011541N
272,Binh Chieu Ward-173.jpeg,0.0458013797178864,106.71533199353793E,10.881084437145677N
280,Hiep Binh Phuoc Ward-303.jpeg,0.0455471985042095,106.73076292260718E,10.856954138001145N
281,Hiep Binh Phuoc Ward-241.jpeg,0.0455276262946426,106.7101827834777E,10.85156427094965N
285,Tam Binh Ward-15.jpeg,0.0454110652208328,106.72712543998416E,10.862360703327875N
290,Tam Binh Ward-1.jpeg,0.0453585763461887,106.72986957996837E,10.859665769802124N
297,Hiep Binh Phuoc Ward-244.jpeg,0.0451179095543921,106.71429881130359E,10.85156427094965N
299,Linh Xuan Ward-36.jpeg,0.0450920709408819,106.76321957317288E,10.873656370093599N
301,Linh Xuan Ward-62.jpeg,0.0449694166891276,106.77694093903727E,10.875003836856475N
305,Binh Chieu Ward-49.jpeg,0.044863230548799,106.73728634184151E,10.87434710333131N
309,Binh Chieu Ward-344.jpeg,0.0446806801483035,106.71670414030693E,10.895906571537289N
314,Hiep Binh Phuoc Ward-211.jpeg,0.0445196614600718,106.69920670927529E,10.850216804186774N
320,Linh Xuan Ward-56.jpeg,0.0443153188098222,106.76870811951865E,10.875003836856475N
326,Hiep Binh Phuoc Ward-4.jpeg,0.0441957623697817,106.711554792753E,10.835394669795166N
328,Hiep Binh Phuoc Ward-339.jpeg,0.0440030926838517,106.7170428298542E,10.862344005052638N
329,Linh Xuan Ward-117.jpeg,0.0439727623015642,106.76459170975932E,10.880393703907968N
337,Hiep Binh Phuoc Ward-50.jpeg,0.0435961144976317,106.7033227371012E,10.839437070083784N
342,Hiep Binh Phuoc Ward-273.jpeg,0.0434973174706101,106.7170428298542E,10.854259204475397N
347,Binh Chieu Ward-60.jpeg,0.043361437972635,106.75237995630019E,10.87434710333131N
353,Tam Binh Ward-118.jpeg,0.0432552304118871,106.72712543998416E,10.871792970667988N
357,Hiep Binh Phuoc Ward-235.jpeg,0.0430604238063097,106.70195072782592E,10.85156427094965N
366,Tam Binh Ward-143.jpeg,0.0427923155948519,106.74084613990506E,10.873140437430866N
369,Hiep Binh Phuoc Ward-238.jpeg,0.0427231322973966,106.70606675565179E,10.85156427094965N
374,Binh Chieu Ward-178.jpeg,0.0426558768376708,106.7221927273828E,10.881084437145677N
379,Linh Xuan Ward-226.jpeg,0.0425295061431825,106.77282452927795E,10.89252090477383N
380,Binh Chieu Ward-115.jpeg,0.0425173537805676,106.74826351599329E,10.877042036857056N
382,Hiep Binh Phuoc Ward-104.jpeg,0.0425152331590652,106.72390287623071E,10.842132003609533N
383,Hiep Binh Phuoc Ward-432.jpeg,0.0424731443636119,106.72664689478133E,10.871776272392758N
389,Binh Chieu Ward-234.jpeg,0.042343579698354,106.73728634184151E,10.883779370671427N
395,Hiep Binh Phuoc Ward-324.jpeg,0.0422944454476237,106.72939091333191E,10.859649071526892N
398,Binh Chieu Ward-335.jpeg,0.0422335029579699,106.7235648741518E,10.893211638011541N
399,Tam Binh Ward-45.jpeg,0.0422070678323507,106.73810199992089E,10.865055636853619N
400,Linh Xuan Ward-80.jpeg,0.0421978272497653,106.77968521221015E,10.876351303619344N
404,Binh Chieu Ward-14.jpeg,0.0421216213144362,106.74277492891738E,10.87165216980556N
410,Tam Binh Ward-156.jpeg,0.0419875830411911,106.74770648986546E,10.874487904193737N
420,Hiep Binh Phuoc Ward-418.jpeg,0.0418066545389592,106.72253086695538E,10.870428805629881N
422,Hiep Binh Phuoc Ward-126.jpeg,0.0417026439681649,106.72664689478133E,10.843479470372408N
423,Hiep Binh Phuoc Ward-293.jpeg,0.0416648066602647,106.7170428298542E,10.856954138001145N
424,Hiep Binh Phuoc Ward-433.jpeg,0.0416610487736761,106.71429881130359E,10.873123739155629N
431,Tam Binh Ward-109.jpeg,0.0415783701464533,106.73947406991294E,10.870445503905115N
433,Linh Xuan Ward-174.jpeg,0.041572231799364,106.77968521221015E,10.884436104196588N
438,Linh Xuan Ward-110.jpeg,0.0414240770041942,106.77694093903727E,10.879046237145094N
445,Linh Xuan Ward-25.jpeg,0.0412924122065305,106.77008025610506E,10.872308903330724N
455,Hiep Binh Phuoc Ward-227.jpeg,0.0412064539268612,106.72115885768011E,10.850216804186774N
459,Binh Chieu Ward-261.jpeg,0.0410835691727697,106.7263091676897E,10.88647430419717N
461,Linh Xuan Ward-6.jpeg,0.041043302975595,106.77968521221015E,10.869613969804979N
465,Hiep Binh Phuoc Ward-202.jpeg,0.0409209341742098,106.71567082057891E,10.848869337423903N
468,Binh Chieu Ward-176.jpeg,0.0408939598128199,106.71944843384486E,10.881084437145677N
480,Hiep Binh Phuoc Ward-231.jpeg,0.0407377001829445,106.72664689478133E,10.850216804186774N
486,Hiep Binh Phuoc Ward-229.jpeg,0.0405516191385686,106.72390287623071E,10.850216804186774N
487,Binh Chieu Ward-156.jpeg,0.040534753119573,106.7263091676897E,10.879736970382805N
489,Hiep Binh Phuoc Ward-390.jpeg,0.0404915893450379,106.71429881130359E,10.867733872104134N
505,Linh Xuan Ward-2.jpeg,0.0402848310768604,106.77419666586437E,10.869613969804979N
506,Hiep Binh Phuoc Ward-346.jpeg,0.0402647540904581,106.72664689478133E,10.862344005052638N
512,Binh Chieu Ward-30.jpeg,0.0401878603734076,106.74003063537943E,10.872999636568434N
513,Binh Chieu Ward-2.jpeg,0.040185160934925,106.72493702092075E,10.87165216980556N
519,Binh Chieu Ward-225.jpeg,0.0401014876551926,106.72493702092075E,10.883779370671427N
526,Binh Chieu Ward-69.jpeg,0.0399673334322869,106.72493702092075E,10.875694570094184N
530,Binh Chieu Ward-65.jpeg,0.0399222024716436,106.71944843384486E,10.875694570094184N
531,Binh Chieu Ward-287.jpeg,0.0399189335294067,106.7180762870759E,10.889169237722918N
538,Tam Binh Ward-51.jpeg,0.0397807136178016,106.72986957996837E,10.866403103616495N
541,Hiep Binh Phuoc Ward-39.jpeg,0.0397258033044636,106.71429881130359E,10.838089603320915N
548,Hiep Binh Phuoc Ward-398.jpeg,0.0395823828876018,106.72527488550601E,10.867733872104134N
553,Hiep Binh Phuoc Ward-378.jpeg,0.0395320854149758,106.7170428298542E,10.86638640534126N
563,Linh Xuan Ward-153.jpeg,0.0394160528667271,106.77145239269153E,10.883088637433714N
