,image,pred,lon,lat,anditi_id
536,Thái Bình-1392.jpeg,0.96353513,20.447332642594482N,106.3478931334579E,439
321,Cao Lanh City-639.jpeg,0.9634247,10.420366870538738N,105.61805706615645E,496
523,Duy Tiên District-86.jpeg,0.9633597,20.56480003975695N,105.97057096411882E,342
270,Cao Lanh City-4719.jpeg,0.9633305,10.49851994278535N,105.56872850293752E,503
655,Yên Mỹ District-2039.jpeg,0.96332765,20.888224209783697N,105.98589514193942E,623
535,Yên Mỹ District-2039.jpeg,0.96332765,20.888224209783697N,105.98589514193942E,262
83,Thái Bình-304.jpeg,0.96331316,20.4217307740992N,106.34645500475075E,462
261,Thái Bình-1584.jpeg,0.9631949,20.451375042883214N,106.33782623250777E,101
318,Thanh Liêm District-7368.jpeg,0.9631614,20.507038949512257N,105.93045372805089E,398
194,Vĩnh Long-1227.jpeg,0.96305215,10.251692338402876N,105.98566920975762E,48
199,Hiệp Hòa District-1473.jpeg,0.96299267,21.271570409618008N,105.95145637212903E,172
251,Hiệp Hòa District-1473.jpeg,0.96299267,21.271570409618008N,105.95145637212903E,173
506,Duy Tiên District-3370.jpeg,0.962981,20.644300578768686N,105.98784862174475E,312
422,Chau Doc City-1924.jpeg,0.96294594,10.666140740246163N,105.04528639650998E,1
317,Chau Doc City-1924.jpeg,0.96294594,10.666140740246163N,105.04528639650998E,2
299,Phu Ly City-1457.jpeg,0.9627647,20.53298240938396N,105.92720178289618E,112
254,Long Hồ District-1253.jpeg,0.96274966,10.16072763808944N,105.9235788658741E,652
72,Hung Yen City-2445.jpeg,0.9627467,20.675858811153795N,106.04752274923062E,277
379,Hoa Lư District-1483.jpeg,0.9627408,20.22089870928575N,105.95358020079591E,421
562,Thái Bình-2083.jpeg,0.9627123,20.462154776986495N,106.35364564828657E,451
179,Ninh Bình-263.jpeg,0.96268976,20.217273073747442N,105.9945596253111E,878
395,Ninh Bình-962.jpeg,0.96268255,20.240180008716898N,105.97158055286475E,419
341,Ninh Bình-962.jpeg,0.96268255,20.240180008716898N,105.97158055286475E,874
447,Yên Mỹ District-2854.jpeg,0.96264327,20.901698877412827N,105.98012585645456E,264
89,Mỹ Hào District-654.jpeg,0.96264267,20.904241741589004N,106.12671050511588E,220
151,Yên Mỹ District-4295.jpeg,0.9626237,20.932690612959814N,106.02628014033344E,237
281,Tây Ninh City-2146.jpeg,0.96261454,11.350169973967462N,106.0921417909607E,609
428,Phu Ly City-2275.jpeg,0.9625972,20.546457077013063N,105.91712892631695E,645
646,Phu Ly City-2275.jpeg,0.9625972,20.546457077013063N,105.91712892631695E,633
339,Hiệp Hòa District-7110.jpeg,0.9625805,21.35511334891873N,105.98328057186043E,995
62,Trà Vinh City-3085.jpeg,0.96234065,9.997125177316981N,106.31945319846783E,50
27,Trà Vinh City-3085.jpeg,0.96234065,9.997125177316981N,106.31945319846783E,725
323,Thanh Liêm District-4150.jpeg,0.9622837,20.458530146047487N,105.8945023062096E,382
356,Thanh Liêm District-4150.jpeg,0.9622837,20.458530146047487N,105.8945023062096E,381
228,Bến Tre City-2506.jpeg,0.9622531,10.251584807177563N,106.40361709238987E,700
219,Tây Ninh City-37.jpeg,0.96223843,11.29627130345247N,106.11550692071616E,976
480,Mỹ Tho-1555.jpeg,0.9622256,10.3570072722454N,106.35603547546741E,582
468,Hiệp Hòa District-518.jpeg,0.9619636,21.247316007885544N,105.94277704492954E,164
384,Long Xuyen City-1597.jpeg,0.96193844,10.344839072529387N,105.45776520766776E,14
644,Hiệp Hòa District-2154.jpeg,0.96189606,21.28235014372133N,106.00208578079261E,998
647,Hiệp Hòa District-2154.jpeg,0.96189606,21.28235014372133N,106.00208578079261E,996
20,Duy Tiên District-1679.jpeg,0.96186805,20.62004617703629N,106.0296029610074E,317
336,Sa Đéc City-1647.jpeg,0.96185726,10.320617340434799N,105.73401423794677E,524
620,Binh Minh Town-1084.jpeg,0.9618333,10.020771605386921N,105.83647841918126E,31
436,Duy Tiên District-1792.jpeg,0.9617946,20.622741110562114N,105.92161760084535E,329
53,Tam Điệp-3047.jpeg,0.9617689,20.16416187689279N,105.92827616153721E,888
389,Duy Tiên District-3127.jpeg,0.96176803,20.641605645242862N,105.92305740564751E,320
503,Hung Yen City-2414.jpeg,0.9616623,20.674511344390886N,106.06192349897418E,278
271,Tây Ninh City-6622.jpeg,0.9615794,11.431017979739966N,106.11413250131875E,611
361,Thái Bình-3201.jpeg,0.96127087,20.49449397929634N,106.36371254923672E,457
495,Hoa Lư District-3945.jpeg,0.961264,20.290966980957013N,105.93060039678204E,412
204,Ninh Bình-574.jpeg,0.96118915,20.22940027461362N,105.99025104922738E,420
419,Cao Lanh City-3823.jpeg,0.9611836,10.479655408105131N,105.6454618235003E,947
238,Phu Ly City-3630.jpeg,0.9611715,20.573406412271282N,105.90993402876035E,347
344,Sa Đéc City-1350.jpeg,0.96110773,10.309837606331815N,105.74497130629105E,902
387,Sa Đéc City-1350.jpeg,0.96110773,10.309837606331815N,105.74497130629105E,900
136,Thanh Liêm District-5200.jpeg,0.9610646,20.473352280439503N,105.92326344368263E,394
408,Thái Bình-1384.jpeg,0.9610255,20.447332642594482N,106.33638810380059E,102
614,Vĩnh Long-1046.jpeg,0.9608966,10.24899740487713N,105.9623905696832E,660
399,Cao Lanh City-3734.jpeg,0.9607983,10.478307941342258N,105.61531659042207E,507
586,Trà Vinh City-354.jpeg,0.9606038,9.904149970678857N,106.34407809649787E,731
409,Trà Vinh City-354.jpeg,0.9606038,9.904149970678857N,106.34407809649787E,751
167,Binh Minh Town-357.jpeg,0.96057653,10.001907070706721N,105.87753193836254E,536
320,Ninh Bình-395.jpeg,0.9605723,20.224010407561988N,105.95291005650212E,422
42,Thái Bình-3184.jpeg,0.9605474,20.49449397929634N,106.33926436121493E,455
256,Cao Lanh City-4024.jpeg,0.96052676,10.483697808393746N,105.64272134776591E,19
343,Sa Đéc City-1682.jpeg,0.96049523,10.321964807197668N,105.72990533731766E,523
93,Chau Doc City-4642.jpeg,0.9603922,10.714649543709605N,105.10425040588055E,5
640,Yên Mỹ District-2125.jpeg,0.96032953,20.889571676546613N,105.98589514193942E,624
604,Phu Ly City-1715.jpeg,0.96029633,20.537024809672698N,105.93151872143017E,641
398,Hiệp Hòa District-4940.jpeg,0.960278,21.32681654689752N,105.90805973613166E,160
396,Phu Ly City-1371.jpeg,0.96018946,20.531634942621046N,105.92576280338488E,113
592,Thái Bình-1324.jpeg,0.96016276,20.445985175831566N,106.3478931334579E,440
207,Go Cong Town-775.jpeg,0.96014583,10.363050204909717N,106.67448245318344E,849
391,Bac Giang City-741.jpeg,0.9601453,21.25509787551288N,106.1764865321534E,189
285,Bac Giang City-741.jpeg,0.9601453,21.25509787551288N,106.1764865321534E,188
165,Hung Yen City-1178.jpeg,0.9601321,20.636782275029375N,106.06048342399983E,297
371,Thanh Liêm District-5569.jpeg,0.96007156,20.478742147491147N,105.8973784199569E,383
346,Sa Đéc City-1007.jpeg,0.96006453,10.297710405465965N,105.76414617589354E,915
351,Sa Đéc City-1007.jpeg,0.96006453,10.297710405465965N,105.76414617589354E,903
627,Vĩnh Long-1217.jpeg,0.9598881,10.251692338402876N,105.97197589206677E,667
573,Thái Bình-2515.jpeg,0.9598266,20.472934511089775N,106.3565219057009E,452
421,Thanh Liêm District-1432.jpeg,0.9597497,20.416758676397286N,105.92613955742995E,389
653,Hiệp Hòa District-2825.jpeg,0.9597306,21.29447734458756N,105.96158225386175E,178
337,Hung Yen City-1637.jpeg,0.9597112,20.64890947589557N,106.05616319907675E,291
418,Hiệp Hòa District-2284.jpeg,0.9596911,21.28504507724716N,105.95579603572877E,153
274,Thanh Liêm District-5661.jpeg,0.95968056,20.48008961425405N,105.89162619246228E,385
284,Ninh Bình-873.jpeg,0.9596791,20.23748507519107N,106.00461296950637E,122
571,Duy Tiên District-3702.jpeg,0.95953983,20.649690445820323N,105.90146033361509E,327
576,Duy Tiên District-3702.jpeg,0.95953983,20.649690445820323N,105.90146033361509E,326
547,Bac Giang City-2979.jpeg,0.959535,21.302259212214892N,106.17937844672568E,196
231,Hung Yen City-2911.jpeg,0.9595349,20.69068094554582N,106.03456207446143E,270
611,Sa Đéc City-754.jpeg,0.9594716,10.289625604888732N,105.75592837463535E,22
499,Yên Mỹ District-4294.jpeg,0.9594267,20.932690612959814N,106.02483781896224E,236
656,Long Hồ District-1166.jpeg,0.95938396,10.15938017132657N,105.95096377145056E,655
386,Cao Lanh City-426.jpeg,0.959377,10.41632447025012N,105.66875586724257E,518
282,Phu Ly City-1499.jpeg,0.9593412,20.53298240938396N,105.98763892237166E,358
191,Phu Ly City-1499.jpeg,0.9593412,20.53298240938396N,105.98763892237166E,357
483,Mỹ Tho-3105.jpeg,0.95923465,10.383956607502844N,106.35192605293939E,809
200,Phu Ly City-674.jpeg,0.9590876,20.51950774175486N,105.96893218872448E,356
635,Bến Tre City-2698.jpeg,0.9589714,10.255627207466182N,106.37349326330134E,705
580,Long Hồ District-955.jpeg,0.9589344,10.156685237800826N,105.94548679033528E,36
357,Mỹ Tho-2012.jpeg,0.9589315,10.365092072822634N,106.32589971026177E,804
197,Ninh Bình-408.jpeg,0.9589088,20.224010407561988N,105.97301674489265E,883
322,Thanh Liêm District-1350.jpeg,0.95887077,20.415411209634375N,105.90456870432516E,380
539,Long Hồ District-1893.jpeg,0.9587766,10.168812438666674N,105.89756320557647E,33
327,Long Hồ District-1893.jpeg,0.9587766,10.168812438666674N,105.89756320557647E,648
375,Chau Doc City-2540.jpeg,0.95858073,10.675573007586276N,105.08368156540244E,3
307,Hiệp Hòa District-7206.jpeg,0.95853513,21.356460815681647N,105.98617368092691E,124
71,Bến Tre City-2767.jpeg,0.9583489,10.256974674229053N,106.37349326330134E,706
504,Hiệp Hòa District-8139.jpeg,0.95832294,21.37263041683663N,105.9471167085293E,141
426,Hiệp Hòa District-5977.jpeg,0.95831394,21.340291214526662N,105.90950629066491E,145
405,Bến Tre City-552.jpeg,0.9582888,10.212508271054272N,106.39403223767988E,709
602,Hung Yen City-1536.jpeg,0.9581444,20.646214542369755N,106.05328304912804E,290
634,Hung Yen City-1536.jpeg,0.9581444,20.646214542369755N,106.05328304912804E,289
376,Phu Ly City-954.jpeg,0.9579351,20.524897608806498N,105.92432382387355E,636
248,Hiệp Hòa District-2507.jpeg,0.9576969,21.289087477535897N,105.9471167085293E,154
308,Tây Ninh City-5889.jpeg,0.9575667,11.41350091182259N,106.13474879227947E,612
462,Long Hồ District-699.jpeg,0.9575548,10.15264283751221N,106.02353377122823E,566
549,Long Hồ District-699.jpeg,0.9575548,10.15264283751221N,106.02353377122823E,565
279,Bac Giang City-1470.jpeg,0.95743763,21.272614943430767N,106.19094610501479E,208
216,Mỹ Hào District-2162.jpeg,0.9574198,20.937928410661822N,106.04592413713877E,212
440,Duy Tiên District-4422.jpeg,0.9573945,20.65912271316071N,105.98640881694259E,313
394,Hung Yen City-2247.jpeg,0.95697266,20.66912147733924N,106.06048342399983E,281
383,Hiệp Hòa District-7205.jpeg,0.9569254,21.356460815681647N,105.9847271263937E,123
491,Hiệp Hòa District-6564.jpeg,0.9568586,21.347028548341235N,106.02378409879131E,185
257,Vĩnh Long-1208.jpeg,0.9567292,10.251692338402876N,105.95965190614504E,662
