image,pred,lon,lat
Yên Mỹ District-467.jpeg,0.89681727,20.885529276257937N,105.99310674879534E
Duy Tiên District-1358.jpeg,0.89607733,20.67529231431579N,106.01376510818362E
Thanh Liêm District-1037.jpeg,0.8957529,20.458530146047615N,105.89594036308324E
Ninh Bình-393.jpeg,0.89569324,20.255002143108964N,105.95434624853E
Hiệp Hòa District-990.jpeg,0.8947308,21.31064694574265N,106.02378409879131E
Hiệp Hòa District-728.jpeg,0.89445925,21.29447734458765N,106.0266772078578E
Mỹ Tho-234.jpeg,0.89307046,10.347575004905272N,106.31357144267747E
Hiệp Hòa District-203.jpeg,0.8927156,21.256748275225995N,105.963028808395E
Hiệp Hòa District-842.jpeg,0.8925618,21.302562145165147N,105.99774611719289E
Cao Lanh City-980.jpeg,0.89254004,10.481002874867958N,105.64683206136746E
Tây Ninh City-375.jpeg,0.89243966,11.336695306338685N,106.08664411337125E
Tam Điệp-859.jpeg,0.89170283,20.168204277181605N,105.93545322864026E
Thanh Liêm District-1844.jpeg,0.89126533,20.507038949512445N,105.91894927306168E
Thái Bình-733.jpeg,0.8911357,20.48506171195607N,106.34645500475075E
Chau Doc City-352.jpeg,0.89067984,10.655361006143153N,105.12344799032675E
Binh Minh Town-139.jpeg,0.89044434,10.007296937758193N,105.86521588260781E
Sa Đéc City-666.jpeg,0.8894114,10.362388810083774N,105.7244268031454E
Ninh Bình-288.jpeg,0.8892941,20.244222409005683N,105.97445293692057E
Tây Ninh City-1640.jpeg,0.88882643,11.42832304621413N,106.12237901770331E
Cai Lậy Town-1224.jpeg,0.88880086,10.451791910109334N,106.17860407333892E
Yên Mỹ District-848.jpeg,0.8887179,20.909783677990394N,106.039261032674E
Cai Lậy Town-1397.jpeg,0.88849646,10.465266577738051N,106.16764339237213E
Sa Đéc City-129.jpeg,0.8883935,10.281540804311488N,105.7572980081781E
Hung Yen City-552.jpeg,0.88807905,20.666426543813508N,106.07488417374337E
Bac Giang City-818.jpeg,0.8879379,21.310344012792505N,106.20251376330387E
Yên Mỹ District-1101.jpeg,0.8876113,20.936733013248684N,106.02483781896193E
Châu Thành District-674.jpeg,0.8873753,10.273176471933965N,106.25396913247211E
Thanh Liêm District-1769.jpeg,0.8867608,20.501649082460798N,105.93045372805089E
Cai Lậy Town-595.jpeg,0.88607776,10.405978040171693N,106.12928100898819E
Ninh Bình-487.jpeg,0.885025,20.265781877212248N,105.96583578475317E
Phu Ly City-302.jpeg,0.8843807,20.528940009095287N,105.93871361898645E
Hiệp Hòa District-1106.jpeg,0.8843432,21.318731746320154N,105.963028808395E
Thanh Liêm District-1055.jpeg,0.8807007,20.458530146047615N,105.94771041053473E
Mỹ Hào District-684.jpeg,0.87996364,20.94736067800231N,106.06467811541916E
Tam Điệp-72.jpeg,0.8797751,20.117000540191025N,105.94119488232266E
Long Hồ District-313.jpeg,0.8796982,10.159380171326553N,106.00847207316117E
Cai Lậy Town-557.jpeg,0.879445,10.403283106645949N,106.12380066850477E
Go Cong Town-102.jpeg,0.87894225,10.352270470806722N,106.6922926409317E
Bac Giang City-26.jpeg,0.87796444,21.22949600701752N,106.19672993415931E
Hiệp Hòa District-2264.jpeg,0.8763142,21.3941898850435N,105.97749435372745E
Mỹ Tho-191.jpeg,0.8755961,10.34218513785379N,106.40123912327536E
Mỹ Tho-239.jpeg,0.87553066,10.347575004905272N,106.3272695177709E
Long Hồ District-283.jpeg,0.8752044,10.159380171326553N,105.92084037531647E
