image,pred,lon,lat
Go Cong Town-113.jpeg,0.955254465341568,10.354965404332471N,106.66489235208824E
Ninh Bình-351.jpeg,0.9552119895815849,20.24961227605732N,105.9888148571995E
Long Hồ District-294.jpeg,0.9551788941025734,10.159380171326553N,105.95096377145056E
Mỹ Tho-720.jpeg,0.9551291167736053,10.379914207214187N,106.34918643792035E
Phu Ly City-691.jpeg,0.9550862163305283,20.555889344353528N,105.90130015169234E
Bac Giang City-805.jpeg,0.9550131261348724,21.310344012792505N,106.16491887386432E
Mỹ Tho-518.jpeg,0.9550070762634277,10.366439539585475N,106.3272695177709E
Ninh Bình-286.jpeg,0.9549132511019707,20.244222409005683N,105.96870816880897E
Binh Minh Town-759.jpeg,0.9548160061240196,10.063890541798765N,105.81047785703304E
Duy Tiên District-495.jpeg,0.9547934234142303,20.624088577325107N,106.01376510818362E
Duy Tiên District-1337.jpeg,0.9547145217657089,20.67529231431579N,105.92449721044969E
Mỹ Tho-849.jpeg,0.95462616533041,10.38799900779142N,106.38754104818193E
Cao Lanh City-822.jpeg,0.9546216949820518,10.467528207239239N,105.63312968269553E
Long Xuyen City-405.jpeg,0.9545178264379501,10.344839072529355N,105.45776520766776E
Phu Ly City-48.jpeg,0.954387791454792,20.50468560736287N,105.90993402876016E
Chau Doc City-946.jpeg,0.9543668553233147,10.693090075503575N,105.15635813509175E
Hiệp Hòa District-10.jpeg,0.9543621093034744,21.227104006441834N,105.97460124466096E
Binh Minh Town-740.jpeg,0.9543220102787018,10.061195608273021N,105.82963616598423E
Long Hồ District-736.jpeg,0.9541749879717827,10.180939639532488N,105.94000980922003E
Sa Đéc City-553.jpeg,0.9541187956929207,10.343524275403572N,105.7381231385757E
Thanh Liêm District-1737.jpeg,0.9540102928876877,20.498954148934974N,105.95346263802935E
Bac Giang City-519.jpeg,0.95396588742733,21.283394677534172N,106.20540567787614E
Hiệp Hòa District-2264.jpeg,0.9538652151823044,21.3941898850435N,105.97749435372745E
Thái Bình-607.jpeg,0.9538410678505898,20.471587044326956N,106.31769243060747E
Yên Mỹ District-563.jpeg,0.9538202732801437,20.89091914330959N,106.02483781896193E
Tây Ninh City-128.jpeg,0.9538111984729767,11.312440904606953N,106.10588598493464E
Bến Tre City-537.jpeg,0.953757680952549,10.24619494012604N,106.36527767355018E
Phu Ly City-302.jpeg,0.953709326684475,20.528940009095287N,105.93871361898645E
Cai Lậy Town-133.jpeg,0.9536948949098587,10.373638837862776N,106.12380066850477E
Hiệp Hòa District-1230.jpeg,0.9536524564027786,21.32681654689765N,105.9225252814641E
Hoa Lư District-195.jpeg,0.9536508917808533,20.206076574893803N,105.91623801927338E
Phu Ly City-630.jpeg,0.9535360783338547,20.550499477301887N,105.9329577009412E
Cai Lậy Town-1397.jpeg,0.9533883333206177,10.465266577738051N,106.16764339237213E
Hiệp Hòa District-728.jpeg,0.9532992914319038,21.29447734458765N,106.0266772078578E
Long Hồ District-900.jpeg,0.9531717896461487,10.189024440109716N,105.94274829977763E
Mỹ Hào District-588.jpeg,0.9530022442340851,20.941970810950647N,106.03582584114166E
Thanh Liêm District-1037.jpeg,0.9528285413980484,20.458530146047615N,105.89594036308324E
Phu Ly City-215.jpeg,0.9527955949306488,20.52355014204364N,105.92432382387332E
Phu Ly City-968.jpeg,0.9527875185012817,20.58014374608595N,105.88691035657918E
Ninh Bình-487.jpeg,0.952773280441761,20.265781877212248N,105.96583578475317E
Bac Giang City-587.jpeg,0.9527044519782066,21.28878454458584N,106.19672993415931E
Hung Yen City-657.jpeg,0.9526597559452057,20.679901211442633N,106.08064447364077E
Bến Tre City-669.jpeg,0.9526502788066864,10.254279740703268N,106.398140032556E
Hiệp Hòa District-785.jpeg,0.952610470354557,21.299867211639317N,105.96013569932848E
Châu Thành District-2456.jpeg,0.9524392634630203,10.321685275397336N,106.32244378214627E
Phu Ly City-419.jpeg,0.9524150714278221,20.537024809672765N,105.90417811071494E
Mỹ Hào District-276.jpeg,0.9522995427250862,20.915021475692363N,106.14834971082404E
Long Xuyen City-746.jpeg,0.9522320851683617,10.374483341312532N,105.43584763974262E
Bac Giang City-482.jpeg,0.952160082757473,21.280699744008338N,106.21118950702068E
Hung Yen City-552.jpeg,0.9520642310380936,20.666426543813508N,106.07488417374337E
Chau Doc City-1082.jpeg,0.9520210772752762,10.703869809606557N,105.12619050239051E
Thanh Liêm District-1725.jpeg,0.9519536942243576,20.498954148934974N,105.91894927306168E
Ninh Bình-322.jpeg,0.951852522790432,20.2469173425315N,105.9888148571995E
Mỹ Tho-803.jpeg,0.9518494680523872,10.385304074265676N,106.36836374305116E
Cao Lanh City-937.jpeg,0.9518412202596664,10.478307941342212N,105.61942730402366E
Phu Ly City-420.jpeg,0.9517064243555069,20.537024809672765N,105.90705606973758E
Long Hồ District-336.jpeg,0.951552003622055,10.162075104852295N,105.9181018847588E
Long Hồ District-1234.jpeg,0.9515254124999046,10.213278841841394N,105.95096377145056E
Hiệp Hòa District-1812.jpeg,0.9513372927904129,21.356460815681825N,106.01510477159182E
Bến Tre City-18.jpeg,0.9512778520584106,10.197686136662677N,106.37897032313595E
Cao Lanh City-733.jpeg,0.9511493667960167,10.45944340666201N,105.63861063416432E
Bến Tre City-376.jpeg,0.9508388414978981,10.235415206023072N,106.36253914363303E
Trà Vinh City-211.jpeg,0.950783796608448,9.92031957183329N,106.32902954770172E
Hiệp Hòa District-706.jpeg,0.9507054388523102,21.29447734458765N,105.963028808395E
Cai Lậy Town-729.jpeg,0.9506707713007927,10.416757774274666N,106.12654083874648E
