image,pred,lon,lat,found_Anditi
Cao Lanh City-4416.jpeg,0.6455615237355232,105.62216777975802N,10.491782608970986E,[]
Binh Minh Town-849.jpeg,0.6455584168434143,105.83784686982062N,10.015381738335437E,[]
Duy Tiên District-429.jpeg,0.6455513462424278,105.97776998812962N,20.579622174148962E,[]
Mỹ Hào District-1164.jpeg,0.6455372236669064,106.0877599348412N,20.91771640921813E,[]
Go Cong Town-146.jpeg,0.6455139443278313,106.69092262648952N,10.342838203466629E,[]
Trà Vinh City-2147.jpeg,0.6454922258853912,106.30440464967168N,9.971523308822425E,[]
Tây Ninh City-1978.jpeg,0.6454665921628475,106.13474879227947N,11.346127573678837E,[]
Long Hồ District-2962.jpeg,0.6454207636415958,105.9756101864694N,10.18093963953252E,[]
Mỹ Tho-2205.jpeg,0.6454197205603123,106.37384297308895N,10.367787006348378E,[]
Tây Ninh City-520.jpeg,0.6454127468168736,106.1182557595109N,11.312440904606968E,[]
Châu Thành District-3124.jpeg,0.6454123109579086,106.279989499349N,10.275871405459727E,[]
Châu Thành District-8029.jpeg,0.6454081423580647,106.40050488277608N,10.306863141005792E,[]
Cao Lanh City-2066.jpeg,0.6453798078000546,105.61668682828926N,10.443273805507571E,[]
Go Cong Town-4445.jpeg,0.6453605107963085,106.65393223655084N,10.44659314420781E,[]
Mỹ Tho-1421.jpeg,0.6453565768897533,106.39165047071049N,10.354312338719653E,[]
Long Hồ District-3837.jpeg,0.6453489549458027,106.02079528067058N,10.191719373635499E,[]
Vĩnh Long-153.jpeg,0.645307257771492,105.96786789675951N,10.230132870196922E,[]
Cao Lanh City-752.jpeg,0.6452954858541489,105.65779396430501N,10.421714337301607E,[]
Mỹ Tho-2080.jpeg,0.6452907472848892,106.3108318276589N,10.366439539585507E,[]
Cai Lậy Town-224.jpeg,0.6452343091368675,106.11283998753794N,10.364206570522683E,[]
Duy Tiên District-3465.jpeg,0.645227680914104,105.98352920733824N,20.645648045531594E,[]
Go Cong Town-3659.jpeg,0.6452066637575626,106.66489235208824N,10.430423543053335E,[]
Cao Lanh City-2925.jpeg,0.645160011947155,105.65368325070345N,10.459443406662043E,[]
Binh Minh Town-2161.jpeg,0.6451596915721893,105.84879447493567N,10.043678540355744E,[]
Long Hồ District-2405.jpeg,0.6451458744704723,105.9810871675847N,10.174202305718163E,[]
Cao Lanh City-224.jpeg,0.645124077796936,105.61257611468767N,10.413629536724375E,[]
Duy Tiên District-1933.jpeg,0.6450809985399246,105.98928842654688N,20.624088577325022E,[]
Go Cong Town-1785.jpeg,0.6450776793062687,106.6662623665304N,10.389999540167166E,[]
Mỹ Tho-2219.jpeg,0.6450576297938824,106.39302027821981N,10.367787006348378E,[]
Sa Đéc City-1122.jpeg,0.6450515426695347,105.75181947400624N,10.301752805754587E,[]
Cao Lanh City-3250.jpeg,0.6449986845254898,105.6112058768205N,10.467528207239278E,[]
Duy Tiên District-3143.jpeg,0.6449050270020962,105.9460942824821N,20.641605645242862E,[]
Long Hồ District-1063.jpeg,0.6448800675570965,105.95507150728706N,10.158032704563702E,[]
Cai Lậy Town-5910.jpeg,0.6448765881359577,106.14709211555929N,10.472003911552486E,[]
Trà Vinh City-1441.jpeg,0.6448470652103424,106.3331336973734N,9.94996384061648E,[]
Cao Lanh City-4023.jpeg,0.6448432542383671,105.64135110989872N,10.48369780839375E,['19.jpeg']
Tây Ninh City-5548.jpeg,0.6448371037840843,106.12237901770304N,11.406763578008213E,[]
Phu Ly City-1234.jpeg,0.6448211185634136,105.97181014774712N,20.528940009095233E,[]
Long Hồ District-4711.jpeg,0.6447482109069824,106.00162584676706N,10.207888974789961E,[]
Long Hồ District-2324.jpeg,0.6447454430162907,106.02490301650705N,10.172854838955288E,[]
Go Cong Town-2605.jpeg,0.6447394900023937,106.61420181772779N,10.411559008373121E,[]
Long Hồ District-6477.jpeg,0.644723579287529,106.01257980899764N,10.25235537796474E,['555.jpeg']
Hoa Lư District-2124.jpeg,0.6447086706757545,105.93490911003464N,20.237068310440655E,[]
Sa Đéc City-2773.jpeg,0.6447020955383778,105.71346973480124N,10.36777867713533E,[]
Vĩnh Long-1514.jpeg,0.6446956321597099,105.91446395776526N,10.257082205454365E,[]
Duy Tiên District-1575.jpeg,0.6446559503674507,106.00800588897498N,20.618698710273378E,[]
Tây Ninh City-2361.jpeg,0.6446538120508194,106.08389527457642N,11.354212374256086E,[]
Ninh Bình-1275.jpeg,0.6446393355727196,105.9945596253111N,20.246917342531432E,[]
Tây Ninh City-4182.jpeg,0.6446357071399689,106.1182557595109N,11.383856643039337E,[]
Thanh Liêm District-5087.jpeg,0.6446259394288063,105.8945023062096N,20.47200481367659E,[]
Trà Vinh City-893.jpeg,0.6446245200932026,106.32355734813949N,9.923014505359054E,['578.jpeg']
Ninh Bình-1102.jpeg,0.6446195803582668,106.0003043934227N,20.24287494224271E,[]
Hiệp Hòa District-8572.jpeg,0.6445786841213703,105.99485300812638N,21.38206268417704E,[]
Tam Điệp-2734.jpeg,0.6445160768926144,105.93545322864026N,20.16011947660407E,[]
Cai Lậy Town-2589.jpeg,0.6444582678377628,106.10461947681281N,10.410020440460348E,[]
Thái Bình-1969.jpeg,0.6444552950561047,106.35796003440808N,20.45945984346067E,[]
Mỹ Tho-3228.jpeg,0.6444500312209129,106.30809221264022N,10.386651541028591E,[]
Tây Ninh City-3756.jpeg,0.6443507373332977,106.1127580819214N,11.377119309224963E,[]
Châu Thành District-2029.jpeg,0.6443506628274918,106.39365741780868N,10.267786604882494E,[]
Tây Ninh City-2141.jpeg,0.6443406082689762,106.08526969397381N,11.350169973967462E,[]
Chau Doc City-2842.jpeg,0.6443346254527569,105.13167552651802N,10.679615407874897E,[]
Thanh Liêm District-6217.jpeg,0.6443251743912697,105.8973784199569N,20.488174414831512E,[]
Long Hồ District-749.jpeg,0.644264217466116,105.9345328281047N,10.153990304275084E,[]
Mỹ Tho-3469.jpeg,0.644227709621191,106.31631105769634N,10.39069394131721E,[]
Tây Ninh City-1321.jpeg,0.6442229896783829,106.08114643578168N,11.332652906050088E,['963.jpeg']
Go Cong Town-1408.jpeg,0.644216850399971,106.6922926409317N,10.379219806064183E,[]
Tây Ninh City-637.jpeg,0.6442122422158718,106.08664411337115N,11.316483304895591E,[]
Thái Bình-540.jpeg,0.6442010290920734,106.3478931334579N,20.429815574676653E,[]
Cai Lậy Town-1854.jpeg,0.6441913545131683,106.10324939169192N,10.39654577283162E,[]
Cao Lanh City-750.jpeg,0.6441864520311356,105.65505348857066N,10.421714337301607E,[]
Go Cong Town-2218.jpeg,0.6441560983657837,106.6922926409317N,10.40077927427014E,[]
Long Hồ District-7614.jpeg,0.644152082502842,105.9468560356141N,10.280652179985056E,[]
Long Hồ District-3303.jpeg,0.6441274248063564,105.99067188453644N,10.184982039821136E,[]
Binh Minh Town-3074.jpeg,0.6441266499459743,105.85153137621441N,10.063890541798811E,[]
Binh Minh Town-2663.jpeg,0.6441216841340065,105.8843741915594N,10.053110807695843E,[]
Châu Thành District-2669.jpeg,0.644119132310152,106.20877586368749N,10.273176471933986E,[]
Hoa Lư District-3817.jpeg,0.6441074907779694,105.95932515179935N,20.288272047431196E,[]
Mỹ Tho-2674.jpeg,0.6440657526254654,106.38206181814505N,10.37587180692561E,[]
Cai Lậy Town-3527.jpeg,0.6440596356987953,106.10324939169192N,10.428884975140564E,[]
Long Hồ District-2185.jpeg,0.6440268903970718,105.98930263925763N,10.171507372192416E,[]
Mỹ Tho-3209.jpeg,0.6440115720033646,106.38891085569182N,10.385304074265717E,[]
Cai Lậy Town-5941.jpeg,0.6440076194703579,106.09776905120856N,10.473351378315359E,[]
Long Hồ District-3018.jpeg,0.6439828388392925,105.90167094141292N,10.182287106295396E,[]
Go Cong Town-3662.jpeg,0.6439444199204445,106.66900239541475N,10.430423543053335E,[]
Long Hồ District-2536.jpeg,0.6438995003700256,106.00573358260351N,10.175549772481036E,[]
Thanh Liêm District-2764.jpeg,0.6438807770609856,105.95921486552396N,20.43831814460384E,[]
Cao Lanh City-4760.jpeg,0.6438626423478127,105.6249082554924N,10.49851994278535E,[]
Phu Ly City-3343.jpeg,0.643840940669179,105.88978831560186N,20.566669078456727E,[]
Châu Thành District-955.jpeg,0.6438397541642189,106.1964504267461N,10.259701804305262E,[]
Thanh Liêm District-834.jpeg,0.6438369303941727,105.92038732993534N,20.403284008768185E,[]
Trà Vinh City-1196.jpeg,0.6438008546829224,106.33176564748287N,9.937836639750643E,[]
Vĩnh Long-1623.jpeg,0.6437954157590866,105.94595858845419N,10.258429672217233E,[]
Duy Tiên District-5212.jpeg,0.6437754929065704,105.91297877203239N,20.672597380789824E,[]
Bến Tre City-2875.jpeg,0.6437542140483856,106.33789237437855N,10.259669607754798E,[]
Bến Tre City-1857.jpeg,0.6437485292553902,106.41046341718273N,10.240805073074588E,[]
Hiệp Hòa District-371.jpeg,0.6437274925410748,105.95145637212903N,21.241926140833893E,[]
Go Cong Town-874.jpeg,0.6437248699367046,106.66215232320387N,10.365745138435459E,[]
Tây Ninh City-460.jpeg,0.6436991393566132,106.10176272674236N,11.311093437844091E,['967.jpeg']
Long Hồ District-6243.jpeg,0.6436803713440895,105.99751811093057N,10.241575643861761E,[]
Châu Thành District-964.jpeg,0.6436625067144632,106.20877586368749N,10.259701804305262E,[]
Binh Minh Town-1174.jpeg,0.6436177343130112,105.87753193836252N,10.022119072149795E,[]
Cai Lậy Town-275.jpeg,0.6436048448085785,106.13613143459246N,10.365554037285555E,[]
Binh Minh Town-1111.jpeg,0.6435544565320015,105.87342658644441N,10.020771605386921E,[]
Long Hồ District-8896.jpeg,0.643524169921875,106.02079528067058N,10.303559114953883E,[]
Sa Đéc City-2928.jpeg,0.6435043476521969,105.71346973480124N,10.375863477712564E,[]
Thái Bình-874.jpeg,0.6434897352010012,106.38097009372268N,20.436552908491205E,[]
Mỹ Tho-2362.jpeg,0.6434783339500427,106.37384297308895N,10.37048193987412E,[]
Chau Doc City-4457.jpeg,0.6434706375002861,105.09739412572118N,10.707912209895236E,[]
Long Hồ District-5221.jpeg,0.6434643678367138,105.98382565814235N,10.218668708892936E,['558.jpeg']
Go Cong Town-2781.jpeg,0.643445149064064,106.68955261204736N,10.414253941898867E,[]
Go Cong Town-377.jpeg,0.6434368193149567,106.66489235208824N,10.352270470806737E,[]
Thanh Liêm District-6138.jpeg,0.6434039399027824,105.91319704556706N,20.4868269480686E,[]
Hiệp Hòa District-226.jpeg,0.6433354616165161,105.97315469012771N,21.236536273782235E,[]
Vĩnh Long-514.jpeg,0.6433349326252937,105.94732792022326N,10.239565137537028E,[]
Cai Lậy Town-1445.jpeg,0.6433333680033684,106.09776905120856N,10.38980843901726E,[]
Bến Tre City-3022.jpeg,0.6433171182870865,106.37212399834277N,10.262364541280542E,[]
Cai Lậy Town-1175.jpeg,0.6432850025594234,106.17586390309722N,10.38441857196577E,[]
Hiệp Hòa District-7600.jpeg,0.6432424858212471,105.91529250879789N,21.363198149496224E,[]
Sa Đéc City-270.jpeg,0.6432369872927666,105.74223203920499N,10.274803470497138E,[]
Châu Thành District-8173.jpeg,0.6432214491069317,106.33750820507557N,10.308210607768663E,[]
Go Cong Town-2170.jpeg,0.6431935615837574,106.62653194770735N,10.40077927427014E,[]
Mỹ Hào District-3872.jpeg,0.6431605294346809,106.07910425255794N,20.97296254649756E,[]
Ninh Bình-1308.jpeg,0.64315415173769,105.95721863258582N,20.248264809294348E,[]
Trà Vinh City-1265.jpeg,0.6431266516447067,106.32355734813949N,9.941879040039257E,[]
Cai Lậy Town-4444.jpeg,0.6431170776486397,106.12106049826308N,10.445054576295032E,[]
Cai Lậy Town-2860.jpeg,0.6431111246347427,106.10735964705452N,10.415410307511838E,[]
Hiệp Hòa District-2594.jpeg,0.6431100182235241,105.96447536292821N,21.29043494429881E,[]
Cai Lậy Town-5178.jpeg,0.6430917605757713,106.11009981729622N,10.458529243923762E,[]
Go Cong Town-756.jpeg,0.6430841758847237,106.64845217878214N,10.363050204909717E,[]
Tây Ninh City-563.jpeg,0.6430760659277439,106.11413250131875N,11.313788371369842E,[]
Long Hồ District-2183.jpeg,0.6430005952715874,105.9865641487N,10.171507372192416E,[]
Duy Tiên District-1824.jpeg,0.642995860427618,105.96769135451449N,20.622741110562114E,[]
Sa Đéc City-562.jpeg,0.6429671570658684,105.76140690880747N,10.282888271074373E,[]
Tây Ninh City-2506.jpeg,0.6429643034934998,106.17460695480347N,11.355559841018964E,[]
Vĩnh Long-747.jpeg,0.6429615765810013,105.98293054621945N,10.243607537825643E,[]
Bến Tre City-1182.jpeg,0.6429286897182465,106.36664693850851N,10.228677872208738E,[]
Long Xuyen City-3921.jpeg,0.6429150328040123,105.42351900778473N,10.394695342755663E,[]
Tam Điệp-2398.jpeg,0.6428774185478687,105.87085962471284N,20.156077076315338E,['886.jpeg']
Duy Tiên District-590.jpeg,0.6428025364875793,105.9748903785253N,20.589054441489335E,[]
Binh Minh Town-1958.jpeg,0.642691932618618,105.84742602429628N,10.039636140067126E,[]
Long Hồ District-5599.jpeg,0.64268983528018,105.9687639600753N,10.226753509470168E,[]
Châu Thành District-2716.jpeg,0.6426192000508308,106.27314203438154N,10.273176471933986E,[]
Ninh Bình-573.jpeg,0.6425915583968163,105.9888148571995N,20.229400274613628E,['420.jpeg']
Ninh Bình-891.jpeg,0.6425745710730553,105.95291005650212N,20.238832541953983E,[]
Hiệp Hòa District-7501.jpeg,0.6425137929618359,106.0208909897248N,21.360503215970393E,[]
Thanh Liêm District-7493.jpeg,0.6425040625035763,105.9160731593144N,20.50973388303808E,[]
Thanh Liêm District-555.jpeg,0.642463430762291,105.90888287494612N,20.395199208190725E,[]
Go Cong Town-2311.jpeg,0.6424294859170914,106.66763238097258N,10.403474207795886E,[]
Long Hồ District-5784.jpeg,0.6423946395516396,105.9153633942012N,10.230795909758786E,[]
Trà Vinh City-838.jpeg,0.642394557595253,106.30166854989055N,9.921667038596183E,[]
Tây Ninh City-723.jpeg,0.6423640251159668,106.13337437288207N,11.317830771658468E,[]
Bến Tre City-2462.jpeg,0.642360869795084,106.34336943421283N,10.251584807177563E,[]
Vĩnh Long-285.jpeg,0.6423583030700684,105.92267994837975N,10.23417527048554E,[]
Trà Vinh City-617.jpeg,0.6423418372869492,106.31945319846783N,9.913582238018956E,[]
Cao Lanh City-1599.jpeg,0.6423067823052406,105.65642372643782N,10.435189004930333E,[]
Trà Vinh City-1405.jpeg,0.6422977596521378,106.32902954770172N,9.948616373853612E,[]
Binh Minh Town-3546.jpeg,0.6422909051179886,105.82279391278752N,10.077365209427533E,[]
Long Hồ District-376.jpeg,0.6422020979225636,105.92084037531647N,10.148600437223596E,[]
Long Hồ District-7371.jpeg,0.6421882137656212,106.0112105637188N,10.275262312933569E,[]
Go Cong Town-520.jpeg,0.642147958278656,106.68544256872082N,10.356312871095353E,[]
Tây Ninh City-1348.jpeg,0.6421449333429337,106.1182557595109N,11.332652906050088E,[]
Tây Ninh City-1607.jpeg,0.6421257853507996,106.14162088926633N,11.338042773101586E,[]
Long Hồ District-6181.jpeg,0.6419671475887299,105.94000980922003N,10.240228177098889E,[]
Long Hồ District-4926.jpeg,0.6419450119137764,105.94137905449881N,10.21327884184145E,[]
Tây Ninh City-5560.jpeg,0.6419425718486309,106.13887205047158N,11.406763578008213E,[]
Mỹ Tho-2339.jpeg,0.6419026292860508,106.34233740037392N,10.37048193987412E,[]
Go Cong Town-4591.jpeg,0.641901008784771,106.63886207768692N,10.453330478022172E,[]
Yên Mỹ District-1053.jpeg,0.6418831944465637,105.97724121371212N,20.87205460862875E,[]
Thái Bình-2040.jpeg,0.6417988240718842,106.37521757889405N,20.460807310223583E,[]
Sa Đéc City-907.jpeg,0.6417800672352314,105.743601672748N,10.295015471940223E,[]
Tây Ninh City-1548.jpeg,0.6417020484805107,106.14162088926633N,11.336695306338713E,[]
Cai Lậy Town-5624.jpeg,0.6416922230273485,106.1375015197133N,10.466614044500997E,[]
Long Xuyen City-3691.jpeg,0.64168406650424,105.43584763974262N,10.389305475704175E,['481.jpeg']
Thái Bình-470.jpeg,0.6416437141597271,106.32488307414329N,20.42846810791374E,[]
Phu Ly City-3395.jpeg,0.6416215556673706,105.96461525019052N,20.566669078456727E,[]
Châu Thành District-636.jpeg,0.641615804284811,106.24849116049872N,10.255659404016646E,[]
Go Cong Town-1456.jpeg,0.6416068114340305,106.68818259760518N,10.380567272827056E,[]
Tây Ninh City-4358.jpeg,0.641566775739193,106.12375343710043N,11.386551576565088E,[]
Thanh Liêm District-2920.jpeg,0.6415350027382374,105.92326344368263N,20.441013078129664E,[]
Long Hồ District-4315.jpeg,0.6415216475725174,105.92905584698941N,10.201151640975601E,['40.jpeg']
Long Hồ District-6225.jpeg,0.6415211781859398,105.93316358282588N,10.241575643861761E,[]
Tây Ninh City-823.jpeg,0.6415130645036697,106.12237901770304N,11.320525705184215E,[]
Go Cong Town-2232.jpeg,0.6415065657347441,106.6361220488026N,10.402126741033015E,[]
Yên Mỹ District-3630.jpeg,0.6415006332099438,106.03060710444711N,20.91517354504195E,[]
Cao Lanh City-4030.jpeg,0.6414856016635895,105.65094277496904N,10.48369780839375E,[]
Sa Đéc City-1681.jpeg,0.6414850484579802,105.72853570377463N,10.321964807197668E,['523.jpeg']
Vĩnh Long-1313.jpeg,0.6414836533367634,105.98840787329577N,10.253039805165749E,[]
Sa Đéc City-626.jpeg,0.6414831168949604,105.7394927721189N,10.285583204600115E,[]
Sa Đéc City-2661.jpeg,0.6414742097258568,105.72305716960248N,10.362388810083837E,['520.jpeg']
Cao Lanh City-4179.jpeg,0.6414693035185337,105.57832016800789N,10.487740208682368E,[]
Long Hồ District-6786.jpeg,0.6414624489843845,105.96054848840235N,10.26448257883059E,[]
Phu Ly City-195.jpeg,0.6414530090987682,105.9142509672943N,20.50468560736285E,[]
Châu Thành District-1835.jpeg,0.6414485685527325,106.32381327514065N,10.266439138119624E,[]
Vĩnh Long-1936.jpeg,0.6414363533258438,105.9185719530725N,10.263819539268725E,[]
Tây Ninh City-1549.jpeg,0.6413378566503525,106.14299530866373N,11.336695306338713E,[]
Tây Ninh City-375.jpeg,0.6413377150893211,106.11688134011352N,11.308398504318339E,['977.jpeg']
Go Cong Town-2707.jpeg,0.641329925507307,106.67311243874127N,10.412906475136E,[]
Cao Lanh City-2535.jpeg,0.6413101032376289,105.64957253710186N,10.45135860608481E,[]
Vĩnh Long-1226.jpeg,0.6413074731826782,105.98429987798852N,10.251692338402876E,['48.jpeg']
Cai Lậy Town-4048.jpeg,0.6412766613066196,106.1224305833839N,10.43831724248067E,[]
Trà Vinh City-1471.jpeg,0.6412512138485909,106.32355734813949N,9.951311307379353E,[]
Chau Doc City-3694.jpeg,0.6412058137357235,105.11522045413554N,10.693090075503628E,[]
Long Hồ District-5486.jpeg,0.6411905959248543,105.9934103750941N,10.224058575944424E,[]
Yên Mỹ District-3047.jpeg,0.6411654874682426,106.03349174718953N,20.90439381093865E,[]
Bac Giang City-2177.jpeg,0.6411493197083473,106.24733843917413N,21.284742144297002E,[]
Trà Vinh City-276.jpeg,0.6411470621824265,106.33860589693562N,9.901455037153116E,[]
Ninh Bình-464.jpeg,0.641114505007863,106.00174058545059N,20.2253578743249E,[]
Cao Lanh City-501.jpeg,0.6410202756524086,105.65779396430501N,10.417671937012992E,[]
Bến Tre City-1327.jpeg,0.6410044357180595,106.39129370776274N,10.231372805734486E,[]
Trà Vinh City-915.jpeg,0.6409971639513969,106.35365444573176N,9.923014505359054E,[]
Tây Ninh City-394.jpeg,0.6409752164036036,106.07702317758954N,11.309745971081217E,[]
Cai Lậy Town-1634.jpeg,0.6408930458128452,106.1347613494716N,10.392503372543006E,[]
Mỹ Tho-1021.jpeg,0.6408432424068451,106.38891085569182N,10.34757500490529E,[]
Duy Tiên District-2563.jpeg,0.6408058404922485,105.93745545366913N,20.633520844665398E,[]
Binh Minh Town-4150.jpeg,0.6408055759966373,105.85974208005064N,10.093534810581993E,[]
Phu Ly City-2423.jpeg,0.640777662396431,105.91281198778299N,20.54915201053889E,[]
Yên Mỹ District-1071.jpeg,0.6407656585797668,106.00320299839402N,20.87205460862875E,[]
Châu Thành District-6299.jpeg,0.6407331079244614,106.20877586368749N,10.296083406902813E,[]
Tây Ninh City-635.jpeg,0.6406879611313343,106.08389527457642N,11.316483304895591E,[]
Tây Ninh City-4785.jpeg,0.640675026923418,106.11963017890828N,11.393288910379463E,[]
Long Hồ District-1817.jpeg,0.6406700648367405,105.9468560356141N,10.167464971903803E,[]
Thanh Liêm District-1609.jpeg,0.6406673677265644,105.88012173747305N,20.42080107668601E,[]
Ninh Bình-1295.jpeg,0.6406276952475309,106.02328346586901N,20.246917342531432E,[]
Long Hồ District-1638.jpeg,0.6406022384762764,106.00573358260351N,10.16477003837806E,[]
Long Hồ District-5162.jpeg,0.6405649892985821,105.99477962037295N,10.217321242130064E,[]
Tây Ninh City-5416.jpeg,0.6405498012900352,106.13612321167683N,11.404068644482464E,[]
Thái Bình-844.jpeg,0.6405188180506229,106.33782623250777N,20.436552908491205E,[]
Long Hồ District-5675.jpeg,0.6405075043439865,105.97834867702704N,10.22810097623304E,['560.jpeg']
Cao Lanh City-1758.jpeg,0.6404984891414642,105.6454618235003N,10.437883938456077E,[]
Trà Vinh City-1382.jpeg,0.6404740698635578,106.34134199671676N,9.94726890709074E,[]
Tây Ninh City-3690.jpeg,0.6404594704508781,106.13612321167683N,11.375771842462086E,[]
Bac Giang City-3284.jpeg,0.6404426340013742,106.19817589144547N,21.3116914795553E,[]
Hiệp Hòa District-8140.jpeg,0.6404124312102795,105.94856326306252N,21.37263041683663E,"['140.jpeg', '141.jpeg']"
Long Hồ District-2340.jpeg,0.6403835527598858,105.89208622446117N,10.174202305718163E,[]
Binh Minh Town-542.jpeg,0.6403773650527,105.86658433324753N,10.007296937758207E,[]
Long Hồ District-5297.jpeg,0.6403233073651791,105.99751811093057N,10.220016175655811E,['557.jpeg']
Cao Lanh City-4392.jpeg,0.6403161361813545,105.58928207094542N,10.491782608970986E,[]
Long Hồ District-384.jpeg,0.6402750164270401,105.93179433754707N,10.148600437223596E,[]
Go Cong Town-1643.jpeg,0.6402545645833015,106.67448245318344N,10.385957139878546E,[]
Cao Lanh City-1944.jpeg,0.6402184069156647,105.67286658084413N,10.440578871981824E,[]
Tây Ninh City-5969.jpeg,0.6402039378881454,106.16223718022705N,11.414848378585464E,[]
Thanh Liêm District-5725.jpeg,0.640197642147541,105.98366183237607N,20.48008961425405E,[]
Long Hồ District-4140.jpeg,0.6401564888656139,105.98382565814235N,10.197109240686984E,[]
Mỹ Tho-1377.jpeg,0.6401366777718067,106.33137894029916N,10.354312338719653E,"['585.jpeg', '815.jpeg']"
Cao Lanh City-850.jpeg,0.6401308700442314,105.6769772944457N,10.423061804064481E,[]
Mỹ Tho-3858.jpeg,0.6401122435927391,106.3724731655796N,10.39743127513157E,[]
Cao Lanh City-300.jpeg,0.6401069909334183,105.6070951632189N,10.414977003487248E,[]
Bến Tre City-1175.jpeg,0.6400841204449534,106.35706208379852N,10.228677872208738E,['714.jpeg']
Cai Lậy Town-3737.jpeg,0.6400387696921825,106.10735964705452N,10.432927375429179E,[]
Hoa Lư District-468.jpeg,0.6400378243997693,105.97943248031149N,20.197991774316304E,[]
Sa Đéc City-291.jpeg,0.6400259137153625,105.77099434360873N,10.274803470497138E,[]
Vĩnh Long-113.jpeg,0.6400228664278984,105.96649856499045N,10.228785403434047E,[]
Tây Ninh City-834.jpeg,0.6400109827518463,106.13749763107424N,11.320525705184215E,[]
Cao Lanh City-1845.jpeg,0.6400041803717613,105.65094277496904N,10.439231405218955E,[]
Long Hồ District-5035.jpeg,0.6399920098483562,106.00162584676706N,10.21462630860432E,[]
Duy Tiên District-4557.jpeg,0.6399794332683086,105.90865935762592N,20.661817646686533E,[]
Tam Điệp-1355.jpeg,0.6399485822767019,105.8809075186571N,20.138560008397537E,[]
Cai Lậy Town-1675.jpeg,0.6399375572800636,106.19093483942662N,10.392503372543006E,[]
Long Hồ District-691.jpeg,0.6399354934692383,106.01257980899764N,10.15264283751221E,[]
Cai Lậy Town-3795.jpeg,0.6399232745170593,106.18682458406407N,10.432927375429179E,[]
Duy Tiên District-2856.jpeg,0.639899343252182,105.95761272089936N,20.63756324495413E,[]
Châu Thành District-75.jpeg,0.6398802623152733,106.20877586368749N,10.24487966991367E,[]
Bac Giang City-2380.jpeg,0.6397984810173512,106.22420312259592N,21.28878454458574E,[]
Tam Điệp-3203.jpeg,0.6397921144962311,105.83066804893582N,20.166856810418608E,[]
Cao Lanh City-3504.jpeg,0.639790952205658,105.64135110989872N,10.47291807429077E,[]
Long Hồ District-4860.jpeg,0.6397863477468491,105.93864056394118N,10.211931375078578E,[]
Tây Ninh City-528.jpeg,0.6397850513458252,106.12925111468995N,11.312440904606968E,['979.jpeg']
Tây Ninh City-6311.jpeg,0.6397676318883896,106.13612321167683N,11.422933179162715E,[]
Duy Tiên District-491.jpeg,0.6397186368703842,105.97920979293177N,20.583664574437694E,[]
Chau Doc City-3695.jpeg,0.6396870762109756,105.11659171016743N,10.693090075503628E,[]
Tây Ninh City-3522.jpeg,0.6396127715706825,106.13337437288207N,11.373076908936339E,[]
Thanh Liêm District-1371.jpeg,0.6395626291632652,105.93476789867186N,20.415411209634375E,['373.jpeg']
Trà Vinh City-1870.jpeg,0.6395588852465153,106.34544614638844N,9.963438508245199E,[]
Long Hồ District-899.jpeg,0.6395566910505295,106.02490301650705N,10.155337771037951E,[]
Duy Tiên District-1130.jpeg,0.6395438201725483,105.95761272089936N,20.609266442933002E,[]
Hiệp Hòa District-1092.jpeg,0.6395403183996677,105.92541839053061N,21.264833075803434E,[]
Thanh Liêm District-1301.jpeg,0.6395229063928127,105.9275776143036N,20.414063742871466E,[]
Long Hồ District-3147.jpeg,0.6395200900733471,105.92768660171058N,10.183634573058265E,[]
Long Hồ District-1572.jpeg,0.6395135670900345,105.9153633942012N,10.16477003837806E,[]
Cao Lanh City-576.jpeg,0.639503974467516,105.64683206136746N,10.419019403775863E,[]
Long Hồ District-3742.jpeg,0.6394914500415325,106.01805679011294N,10.190371906872624E,[]
Cai Lậy Town-821.jpeg,0.6394911408424377,106.10735964705452N,10.379028704914282E,[]
Yên Mỹ District-1660.jpeg,0.6394732557237148,106.05224192501532N,20.881486875969138E,[]
Vĩnh Long-1183.jpeg,0.6394671127200127,105.92541861191793N,10.251692338402876E,[]
Binh Minh Town-1621.jpeg,0.6394647732377052,105.82963616598438N,10.032898806252769E,[]
Bac Giang City-3184.jpeg,0.6394381187856197,106.16636483115046N,21.308996546029466E,[]
Hung Yen City-1465.jpeg,0.6394282653927803,106.09504522338432N,20.643519608843928E,[]
Cai Lậy Town-4649.jpeg,0.6393923126161098,106.18956475430575N,10.447749509820778E,[]
Long Hồ District-33.jpeg,0.6393875479698181,106.00573358260351N,10.137820703120617E,[]
Thanh Liêm District-3348.jpeg,0.6393770799040794,105.85567477062095N,20.44775041194421E,[]
Thanh Liêm District-2115.jpeg,0.6393713764846325,105.90744481807246N,20.42888587726348E,[]
Duy Tiên District-4392.jpeg,0.6393405236303806,105.93313603926266N,20.65912271316071E,[]
Long Hồ District-4279.jpeg,0.6393379140645266,105.9756101864694N,10.19980417421273E,[]
Hiệp Hòa District-9439.jpeg,0.639328844845295,105.98183401732719N,21.403622152383686E,[]
Cai Lậy Town-132.jpeg,0.6393281258642673,106.12106049826308N,10.36016417023407E,[]
Tây Ninh City-5029.jpeg,0.6393219344317913,106.11963017890828N,11.39733131066809E,[]
Vĩnh Long-1859.jpeg,0.6392407789826393,105.91720262130343N,10.262472072505853E,[]
