image,pred,lat,lon
Ninh Bình-628.jpeg,0.42258938681334257,20.230747741376536N,106.00317677747847E
Tây Ninh City-6074.jpeg,0.4225678835064173,11.417543312111215N,106.14299530866373E
Trà Vinh City-2422.jpeg,0.42248906567692757,9.976913175873909N,106.37143909430904E
Hiệp Hòa District-8575.jpeg,0.42248341627418995,21.38206268417704N,105.99919267172614E
Sa Đéc City-2897.jpeg,0.4224802441895008,10.373168544186822N,105.73675350503285E
Trà Vinh City-2490.jpeg,0.42246778681874275,9.979608109399651N,106.31124489912449E
Duy Tiên District-4830.jpeg,0.4224607441574335,20.66586004697526N,105.91297877203239E
Long Hồ District-1707.jpeg,0.42243817262351513,10.16611750514093N,105.94822528089293E
Châu Thành District-4479.jpeg,0.42239637300372124,10.283956206036958N,106.3457251630365E
Mỹ Hào District-3290.jpeg,0.4223796185106039,20.955445478579687N,106.05890766056366E
Cao Lanh City-766.jpeg,0.42236875370144844,10.421714337301607N,105.6769772944457E
Bac Giang City-2362.jpeg,0.42235963605344296,21.28878454458574N,106.19817589144547E
Châu Thành District-156.jpeg,0.42234886065125465,10.247574603439418N,106.21288434266796E
Phu Ly City-3653.jpeg,0.42234118841588497,20.573406412271282N,105.94303055752071E
Sa Đéc City-2175.jpeg,0.4223291426897049,10.342176808640756N,105.7353838714898E
Châu Thành District-6023.jpeg,0.42231451719999313,10.293388473377066N,106.39639640379563E
Hung Yen City-2293.jpeg,0.42230477556586266,20.670468944102158N,106.0676837988716E
Hiệp Hòa District-8989.jpeg,0.42229070514440536,21.391494951517444N,106.00353233532584E
Tây Ninh City-5677.jpeg,0.42228330858051777,11.409458511533964N,106.10863482372925E
Long Hồ District-5465.jpeg,0.4222591929137707,10.224058575944424N,105.96465622423881E
Thái Bình-1972.jpeg,0.42224190942943096,20.45945984346067N,106.36227442052956E
Châu Thành District-436.jpeg,0.42219669185578823,10.252964470490902N,106.23890470954429E
Duy Tiên District-2573.jpeg,0.4221878983080387,20.633520844665398N,105.95185350169072E
Tam Điệp-1410.jpeg,0.42214513197541237,20.139907475160445N,105.85794090392736E
Sa Đéc City-2894.jpeg,0.42213885113596916,10.373168544186822N,105.73264460440373E
Tây Ninh City-2049.jpeg,0.4221244789659977,11.347475040441713N,106.14024646986898E
Tây Ninh City-1989.jpeg,0.42209178768098354,11.346127573678837N,106.14986740565064E
Ninh Bình-1152.jpeg,0.42208447959274054,20.244222409005623N,105.98737866517162E
Mỹ Tho-2398.jpeg,0.42208051308989525,10.371829406636992N,106.31768086520566E
Châu Thành District-1938.jpeg,0.4220461491495371,10.267786604882494N,106.22520977960939E
Tây Ninh City-1657.jpeg,0.42202525213360786,11.339390239864464N,106.12787669529254E
Cai Lậy Town-634.jpeg,0.4220227971673012,10.374986304625663N,106.14846220068013E
Vĩnh Long-1080.jpeg,0.4219703711569309,10.250344871640005N,105.89803197653627E
Cao Lanh City-3700.jpeg,0.4219387639313936,10.476960474579384N,105.6591642021722E
Long Hồ District-4101.jpeg,0.42193134501576424,10.197109240686984N,105.93042509226822E
Binh Minh Town-2483.jpeg,0.4219224853441119,10.050415874170099N,105.82142546214814E
Bến Tre City-1544.jpeg,0.42191617004573345,10.235415206023102N,106.39950929751414E
Yên Mỹ District-2500.jpeg,0.4219116289168596,20.894961543598264N,106.04791496090166E
Thanh Liêm District-2641.jpeg,0.4219107571989298,20.436970677840932N,105.90888287494612E
Binh Minh Town-2275.jpeg,0.4218518976122141,10.046373473881486N,105.81868856086938E
Thanh Liêm District-7846.jpeg,0.42183876037597656,20.517818683615538N,105.92182538680898E
Long Xuyen City-2758.jpeg,0.42182737588882446,10.37044094102396N,105.43447779174731E
Tây Ninh City-2600.jpeg,0.4217878021299839,11.358254774544713N,106.08664411337115E
Châu Thành District-2426.jpeg,0.4217848163098097,10.27048153840824N,106.43474220761335E
Sa Đéc City-1232.jpeg,0.4217786742374301,10.3057952060432N,105.74086240566193E
Mỹ Hào District-2609.jpeg,0.42173250764608383,20.94466574447639N,106.08198947998571E
Thanh Liêm District-333.jpeg,0.4217160437256098,20.38441947408745N,105.92326344368263E
Trà Vinh City-2596.jpeg,0.421710342168808,9.982303042925398N,106.30850879934333E
Duy Tiên District-3720.jpeg,0.42170201428234577,20.649690445820323N,105.927376820054E
Mỹ Tho-1742.jpeg,0.4216951224952936,10.359702205771145N,106.39302027821981E
Binh Minh Town-2505.jpeg,0.4216838851571083,10.050415874170099N,105.85153137621441E
Mỹ Hào District-2302.jpeg,0.42165303602814674,20.93927587742473N,106.12671050511588E
Hiệp Hòa District-2525.jpeg,0.4216403439640999,21.289087477535897N,105.97315469012771E
Bac Giang City-122.jpeg,0.42163287848234177,21.230843473780418N,106.19383801958705E
Binh Minh Town-1841.jpeg,0.42162810638546944,10.036941206541384N,105.8679527838869E
Long Xuyen City-4095.jpeg,0.42160337045788765,10.398737743044281N,105.42625870377537E
Thanh Liêm District-241.jpeg,0.4215904548764229,20.38037707379872N,105.8973784199569E
Long Hồ District-5075.jpeg,0.4215871002525091,10.21597377536719N,105.96602546951763E
Thái Bình-871.jpeg,0.42157322354614735,20.436552908491205N,106.3766557076012E
Binh Minh Town-3193.jpeg,0.42156439181417227,10.06793294208743N,105.80910940639374E
Cai Lậy Town-6300.jpeg,0.42154470458626747,10.481436178892595N,106.10187930657109E
Thái Bình-2303.jpeg,0.4215366723947227,20.46754464403813N,106.35076939087223E
Phu Ly City-1343.jpeg,0.4215078800916672,20.531634942621054N,105.8854713770679E
Go Cong Town-2033.jpeg,0.42148884758353233,10.396736873981526N,106.65667226543519E
Hiệp Hòa District-7778.jpeg,0.42147662676870823,21.365893083022055N,105.95000981759576E
Long Hồ District-6239.jpeg,0.4214540794491768,10.241575643861761N,105.99204112981529E
Long Hồ District-4447.jpeg,0.4214402697980404,10.203846574501345N,105.9181018847588E
Cai Lậy Town-1420.jpeg,0.4214157946407795,10.38846097225439N,106.17449381797637E
Tam Điệp-2153.jpeg,0.42140102200210094,20.15203467602662N,105.9110512004899E
Châu Thành District-3463.jpeg,0.4213826097548008,10.278566338985474N,106.16084360891536E
Duy Tiên District-629.jpeg,0.42138007655739784,20.591749375015162N,105.95473311129504E
Long Hồ District-741.jpeg,0.42135641910135746,10.153990304275084N,105.9235788658741E
Châu Thành District-198.jpeg,0.4213522635400295,10.248922070202283N,106.19918941273308E
Bac Giang City-3160.jpeg,0.42134023550897837,21.307649079266554N,106.18950014772867E
Thanh Liêm District-401.jpeg,0.42133189737796783,20.38846187437618N,105.90744481807246E
Cao Lanh City-2467.jpeg,0.42130012065172195,10.450011139321935N,105.65231301283626E
Long Xuyen City-3643.jpeg,0.4212919846177101,10.389305475704175N,105.37009493596724E
Cai Lậy Town-1467.jpeg,0.421287938952446,10.38980843901726N,106.12791092386735E
Tây Ninh City-4719.jpeg,0.42127006594091654,11.39194144361659N,106.14436972806111E
Châu Thành District-7885.jpeg,0.4212688896805048,10.306863141005792N,106.20329789171355E
Long Hồ District-7394.jpeg,0.4212508089840412,10.276609779696438N,105.9468560356141E
Chau Doc City-3149.jpeg,0.4212292917072773,10.685005274926388N,105.06311272492431E
Long Hồ District-239.jpeg,0.4211873896420002,10.145905503697852N,105.91673263947999E
Sa Đéc City-1412.jpeg,0.42115241289138794,10.312532539857562N,105.72305716960248E
Mỹ Hào District-3068.jpeg,0.4211512114852667,20.95140307829095N,106.11516959540486E
Bac Giang City-2592.jpeg,0.4210896948352456,21.29282694487449N,106.23287886631276E
Long Hồ District-5808.jpeg,0.4210797846317291,10.230795909758786N,105.95507150728706E
Yên Mỹ District-3905.jpeg,0.42105757910758257,20.920563412093603N,106.05656888912895E
Go Cong Town-1013.jpeg,0.42105440609157085,10.368440071961205N,106.70736279979558E
Châu Thành District-7251.jpeg,0.42104844748973846,10.301473273954299N,106.40461336175657E
Mỹ Tho-1917.jpeg,0.42104049772024155,10.362397139296887N,106.41356739086008E
Cai Lậy Town-1929.jpeg,0.42104011960327625,10.397893239594495N,106.09776905120856E
Châu Thành District-4070.jpeg,0.4210026394575834,10.281261272511216N,106.39091843182166E
Long Hồ District-8517.jpeg,0.42099006846547127,10.296821781139522N,105.96328697896001E
Vĩnh Long-1693.jpeg,0.4209603387862444,10.259777138980107N,105.92267994837975E
Mỹ Tho-2199.jpeg,0.420955803245306,10.367787006348378N,106.36562412803286E
Sa Đéc City-382.jpeg,0.4209439903497696,10.277498404022884N,105.76551580943658E
Trà Vinh City-349.jpeg,0.42092279717326164,9.904149970678857N,106.3372378470451E
Tây Ninh City-3414.jpeg,0.42090635001659393,11.37172944217346N,106.0990138879476E
Châu Thành District-10192.jpeg,0.420888451859355,10.325727675686002N,106.39776589678914E
Tây Ninh City-6711.jpeg,0.4208787940442562,11.435060380028592N,106.10863482372925E
Long Hồ District-3037.jpeg,0.4208540953695774,10.182287106295396N,105.92768660171058E
Hoa Lư District-3609.jpeg,0.4208260290324688,20.284229647142467N,105.97225129155717E
Hiệp Hòa District-1536.jpeg,0.42081763222813606,21.27291787638092N,105.92975805413035E
Long Hồ District-6149.jpeg,0.4207617715001106,10.23888071033602N,106.00299509204586E
Cao Lanh City-438.jpeg,0.4207486994564533,10.41632447025012N,105.68519872164887E
Cao Lanh City-4835.jpeg,0.42074162513017654,10.499867409548223N,105.63724039629714E
Long Hồ District-8551.jpeg,0.4207352437078953,10.296821781139522N,106.00984131843998E
Cai Lậy Town-2212.jpeg,0.4206994632259011,10.401935639883115N,106.17586390309722E
Mỹ Hào District-3775.jpeg,0.4206865131855011,20.966225212682993N,106.09641561712445E
Hoa Lư District-3417.jpeg,0.4206699188798666,20.280187246853743N,105.94783524979243E
Tây Ninh City-990.jpeg,0.42065250128507614,11.324568105472839N,106.12100459830566E
Mỹ Tho-3919.jpeg,0.4206488151103258,10.398778741894443N,106.38617124067312E
Châu Thành District-1678.jpeg,0.4206447135657072,10.265091671356753N,106.39228792481515E
Bến Tre City-2779.jpeg,0.42064094170928,10.256974674229053N,106.38992444280417E
Duy Tiên District-1243.jpeg,0.4205912025645375,20.61196137645883N,105.97920979293177E
Go Cong Town-764.jpeg,0.42059049755334854,10.363050204909717N,106.65941229431952E
Vĩnh Long-360.jpeg,0.4205711428076029,10.23552273724841N,105.96649856499045E
Chau Doc City-3858.jpeg,0.4205667790956795,10.695785009029374N,105.12344799032675E
Tây Ninh City-1114.jpeg,0.42054644599556923,11.327263038998591N,106.13337437288207E
Cai Lậy Town-2393.jpeg,0.420546293258667,10.405978040171728N,106.12517075362561E
Cao Lanh City-5053.jpeg,0.4205304067581892,10.505257276599714N,105.60161421175015E
Long Hồ District-5618.jpeg,0.4205253291875124,10.226753509470168N,105.99477962037295E
Long Hồ District-3194.jpeg,0.4204603545367718,10.183634573058265N,105.99204112981529E
Cao Lanh City-2024.jpeg,0.4204380866140127,10.441926338744695N,105.67012610510976E
Sa Đéc City-2606.jpeg,0.4204285033047199,10.359693876558092N,105.73264460440373E
Tây Ninh City-1779.jpeg,0.42039423808455467,11.342085173390213N,106.12650227589519E
Long Hồ District-1154.jpeg,0.4203740358352661,10.15938017132657N,105.9345328281047E
Cao Lanh City-3292.jpeg,0.4203428365290165,10.46887567400215N,105.58928207094542E
Châu Thành District-173.jpeg,0.42034194618463516,10.247574603439418N,106.23616572355732E
Mỹ Hào District-3115.jpeg,0.4203378027305007,20.952750545053863N,106.05602243313591E
Tam Điệp-2977.jpeg,0.4203011291101575,20.16416187689279N,105.8277972220946E
Cai Lậy Town-774.jpeg,0.42025916278362274,10.377681238151407N,106.14572203043844E
Bến Tre City-2349.jpeg,0.4202547464519739,10.24888987365182N,106.40361709238987E
Trà Vinh City-2707.jpeg,0.42025292851030827,9.98499797645114N,106.32218929824893E
Long Hồ District-8944.jpeg,0.4202322158962488,10.304906581716757N,106.00299509204586E
Duy Tiên District-4278.jpeg,0.42020655423402786,20.657775246397794N,105.90146033361509E
Cai Lậy Town-362.jpeg,0.42020518332719803,10.368248970811303N,106.16353313700955E
Long Hồ District-18.jpeg,0.42016858607530594,10.136473236357746N,106.00984131843998E
Long Xuyen City-5123.jpeg,0.4201600030064583,10.425687078301731N,105.41666976780813E
Cao Lanh City-3783.jpeg,0.42015814408659935,10.479655408105131N,105.59065230881261E
Cai Lậy Town-133.jpeg,0.4201534725725651,10.36016417023407N,106.1224305833839E
Thanh Liêm District-6389.jpeg,0.42012935876846313,20.49086934835734N,105.89594036308324E
Châu Thành District-225.jpeg,0.420115290209651,10.248922070202283N,106.23616572355732E
Thanh Liêm District-2114.jpeg,0.4200769094750285,20.42888587726348N,105.9060067611988E
Tây Ninh City-6350.jpeg,0.4200720079243183,11.42428064592559N,106.10863482372925E
Tây Ninh City-1173.jpeg,0.4200580883771181,11.328610505761462N,106.13062553408732E
Châu Thành District-5686.jpeg,0.4200470354408026,10.292041006614197N,106.2211013006289E
Cao Lanh City-4294.jpeg,0.4200437404215336,10.489087675445242N,105.6440915856331E
Hiệp Hòa District-8904.jpeg,0.4200425297021866,21.39014748475452N,105.95579603572877E
Ninh Bình-1976.jpeg,0.4200341925024986,20.26712934397508N,105.97732532097633E
Tây Ninh City-6639.jpeg,0.42001236602663994,11.431017979739966N,106.15261624444537E
Long Xuyen City-346.jpeg,0.41997346468269825,10.316542270509066N,105.4413270317239E
Chau Doc City-1403.jpeg,0.4199637155979872,10.656708472906054N,105.06448398095621E
Go Cong Town-1972.jpeg,0.41995554231107235,10.395389407218653N,106.6457121498978E
Mỹ Tho-3078.jpeg,0.4199347123503685,10.383956607502846N,106.31494125018696E
Cai Lậy Town-291.jpeg,0.4199068807065487,10.366901504048426N,106.10735964705452E
Bến Tre City-1194.jpeg,0.4199052471667528,10.228677872208738N,106.38307811801135E
Long Hồ District-6729.jpeg,0.4198812283575535,10.263135112067717N,105.96739471479646E
Cai Lậy Town-2789.jpeg,0.4198708236217499,10.414062840748963N,106.0991391363294E
Hiệp Hòa District-2069.jpeg,0.4198555313050747,21.281002676958412N,105.99774611719289E
Phu Ly City-1246.jpeg,0.41984022967517376,20.528940009095233N,105.98907790188295E
Bến Tre City-738.jpeg,0.419783316552639,10.217898138105765N,106.37897032313563E
Hiệp Hòa District-758.jpeg,0.419764693826437,21.25540080846303N,105.95290292666226E
Sa Đéc City-324.jpeg,0.41975986398756504,10.276150937260013N,105.75044984046319E
Long Xuyen City-872.jpeg,0.41975411400198936,10.328669471374916N,105.47831292759756E
Tam Điệp-1832.jpeg,0.4197449474595487,20.146644808974987N,105.91679285417236E
Tây Ninh City-1020.jpeg,0.4197315312922001,11.325915572235711N,106.08526969397381E
Mỹ Hào District-2486.jpeg,0.41965822875499725,20.94197081095056N,106.14834971082404E
Mỹ Tho-24.jpeg,0.4196460051462054,10.321973136410717N,106.30946202014958E
Châu Thành District-9221.jpeg,0.41964124981313944,10.316295408345898N,106.31559631717974E
Châu Thành District-857.jpeg,0.419557960703969,10.258354337542391N,106.23616572355732E
Phu Ly City-4032.jpeg,0.41951256431639194,20.582838679611655N,105.95598137312261E
Long Xuyen City-804.jpeg,0.41949498280882835,10.327322004612043N,105.47146368762097E
Bến Tre City-2631.jpeg,0.4194859638810158,10.254279740703309N,106.37760105817705E
Cai Lậy Town-2208.jpeg,0.4194772522896528,10.401935639883115N,106.17038356261381E
Bến Tre City-1885.jpeg,0.41947501711547375,10.242152539837459N,106.33926163933714E
Long Hồ District-7925.jpeg,0.4194706343114376,10.286042047036544N,105.95233301672941E
Châu Thành District-3283.jpeg,0.4194676000624895,10.277218872222601N,106.20877586368749E
Vĩnh Long-1506.jpeg,0.41944592632353306,10.257082205454365N,105.9035093036126E
Hoa Lư District-4014.jpeg,0.419427752494812,20.29231444771992N,105.93060039678204E
Phu Ly City-119.jpeg,0.41941812448203564,20.499295740311204N,105.9113730082717E
Sa Đéc City-1034.jpeg,0.4194153193384409,10.299057872228836N,105.743601672748E
Long Xuyen City-147.jpeg,0.4194105826318264,10.311152403457575N,105.42351900778473E
Long Xuyen City-3924.jpeg,0.41939385794103146,10.394695342755663N,105.4276285517707E
Thái Bình-2069.jpeg,0.41939111705869436,20.462154776986495N,106.33351184638626E
Tây Ninh City-2931.jpeg,0.41936332546174526,11.363644641596215N,106.10863482372925E
Long Hồ District-4656.jpeg,0.41936219669878483,10.207888974789961N,105.92631735643175E
Châu Thành District-6717.jpeg,0.4193611107766628,10.29877834042856N,106.2238402866159E
Hoa Lư District-5034.jpeg,0.4193468727171421,20.3179163162152N,105.92054673252596E
Long Hồ District-5797.jpeg,0.4193463455885649,10.230795909758786N,105.93316358282588E
Go Cong Town-202.jpeg,0.4193292614072561,10.345533136992373N,106.67859249650996E
Cao Lanh City-2691.jpeg,0.4193211905658245,10.455401006373423N,105.59065230881261E
Long Hồ District-3189.jpeg,0.41928060725331306,10.183634573058265N,105.98519490342119E
Thái Bình-1495.jpeg,0.41927267983555794,20.450027576120302N,106.30331114353582E
Tam Điệp-453.jpeg,0.41926680877804756,20.12104294047973N,105.9239699212754E
Cai Lậy Town-6024.jpeg,0.41926391795277596,10.474698845078231N,106.12106049826308E
Hoa Lư District-2308.jpeg,0.4192206310108304,20.2438056442552N,105.93634534778548E
Tam Điệp-1994.jpeg,0.4192104362882674,20.149339742500807N,105.9239699212754E
Cai Lậy Town-4217.jpeg,0.4191732704639435,10.441012176006414N,106.1347613494716E
Long Hồ District-9157.jpeg,0.41915762424468994,10.310296448768243N,105.9934103750941E
Hung Yen City-3122.jpeg,0.41915441304445267,20.69741827936038N,106.04464259928191E
Châu Thành District-1828.jpeg,0.41914206743240356,10.266439138119624N,106.31422682418624E
Cai Lậy Town-4589.jpeg,0.4191397726535797,10.447749509820778N,106.10735964705452E
Long Hồ District-8392.jpeg,0.41913724318146706,10.294126847613777N,105.9865641487E
Cai Lậy Town-5628.jpeg,0.41909083537757397,10.466614044500997N,106.14298186019671E
Tây Ninh City-4615.jpeg,0.4190581403672695,11.390593976853712N,106.11688134011352E
Chau Doc City-3549.jpeg,0.4190457612276077,10.690395141977882N,105.14127431874114E
Cao Lanh City-807.jpeg,0.41903942823410034,10.423061804064481N,105.61805706615645E
Chau Doc City-1108.jpeg,0.41900217439979315,10.649971139091688N,105.11659171016743E
