image,pred,lat,lon
Cai Lậy Town-1698.jpeg,0.19674651697278023,10.393850839305879N,106.11146990241708E
Long Hồ District-9194.jpeg,0.19674064218997955,10.31164391553112N,105.97697943174823E
Duy Tiên District-2672.jpeg,0.1967355003580451,20.63486831142831N,105.95905252570155E
Long Hồ District-1985.jpeg,0.19671539310365915,10.168812438666674N,106.02353377122823E
Mỹ Tho-3582.jpeg,0.19671387504786253,10.392041408080079N,106.36836374305156E
Binh Minh Town-2613.jpeg,0.1967122731730342,10.053110807695843N,105.8118463076725E
Châu Thành District-10451.jpeg,0.19671098981052637,10.331117542737495N,106.3457251630365E
Cai Lậy Town-6139.jpeg,0.19670948013663292,10.477393778603979N,106.10461947681281E
Duy Tiên District-2380.jpeg,0.1966991126537323,20.630825911139574N,105.94753408728424E
Châu Thành District-2381.jpeg,0.19668807089328766,10.27048153840824N,106.3731150229063E
Mỹ Hào District-1980.jpeg,0.1966703198850155,20.93388601037309N,106.13392357368524E
Yên Mỹ District-3600.jpeg,0.19666100665926933,20.91517354504195N,105.98733746331064E
Sa Đéc City-1473.jpeg,0.19666076265275478,10.313880006620439N,105.75455874109232E
Thanh Liêm District-2328.jpeg,0.19664910808205605,20.431580810789296N,105.96496709301853E
Vĩnh Long-269.jpeg,0.19664372224360704,10.23417527048554N,105.90077064007444E
Hiệp Hòa District-8163.jpeg,0.19662869488820434,21.37263041683663N,105.98183401732719E
Châu Thành District-5681.jpeg,0.1966172782704234,10.292041006614197N,106.21425383566148E
Long Hồ District-6246.jpeg,0.19661710504442453,10.241575643861761N,106.00162584676706E
Long Hồ District-3341.jpeg,0.1966077871620655,10.18632950658401N,105.89345546974E
Long Xuyen City-2455.jpeg,0.19659572839736938,10.365051073972468N,105.38516326391577E
Duy Tiên District-3645.jpeg,0.19659276772290468,20.64834297905743N,105.9604923305037E
Bến Tre City-598.jpeg,0.1965896263718605,10.213855737817145N,106.39129370776274E
Thái Bình-2192.jpeg,0.19658635556697845,20.46484971051231N,106.3478931334579E
Long Hồ District-8389.jpeg,0.1965655405074358,10.294126847613777N,105.98245641286351E
Châu Thành District-5469.jpeg,0.19655006099492311,10.290693539851324N,106.21425383566148E
Tây Ninh City-2063.jpeg,0.19653099589049816,11.347475040441713N,106.15948834143228E
Bến Tre City-2685.jpeg,0.19653086736798286,10.255627207466182N,106.35569281883996E
Tam Điệp-569.jpeg,0.19651913945563138,20.123737874005545N,105.88951999918079E
Hung Yen City-1004.jpeg,0.19651905214414,20.632739874740647N,106.08496469856384E
Tam Điệp-1000.jpeg,0.196516502648592,20.131822674582992N,105.88377834549836E
Bến Tre City-1849.jpeg,0.19651000760495663,10.240805073074588N,106.39950929751414E
Chau Doc City-1182.jpeg,0.19650523830205202,10.652666072617436N,105.04254388444622E
Long Xuyen City-2746.jpeg,0.19648755062371492,10.37044094102396N,105.41803961580345E
Phu Ly City-1668.jpeg,0.19647973775863647,20.535677342909782N,105.98763892237166E
Tây Ninh City-6431.jpeg,0.19646364077925682,11.425628112688466N,106.13887205047158E
Tam Điệp-3808.jpeg,0.19645681325346231,20.173594144233146N,105.91392202733114E
Mỹ Tho-2816.jpeg,0.1964410450309515,10.378566740451355N,106.37110335807027E
Chau Doc City-3260.jpeg,0.1964402236044407,10.68635274168926N,105.09465161365743E
Châu Thành District-2032.jpeg,0.1964220628142357,10.267786604882494N,106.39776589678914E
Thanh Liêm District-7350.jpeg,0.19641645532101393,20.507038949512257N,105.8815597943467E
Long Xuyen City-2227.jpeg,0.1964151719585061,10.359661206920979N,105.43447779174731E
Tây Ninh City-5265.jpeg,0.19641442224383354,11.401373710956712N,106.12925111468995E
Long Hồ District-8401.jpeg,0.1964090671390295,10.294126847613777N,105.99888735620941E
Châu Thành District-6688.jpeg,0.1964073246344924,10.29877834042856N,106.18412498980469E
Duy Tiên District-3771.jpeg,0.1963968388736248,20.649690445820323N,106.00080686496418E
Go Cong Town-3413.jpeg,0.19639506191015244,10.426381142764722N,106.65804227987738E
Tây Ninh City-4435.jpeg,0.19638556335121393,11.387899043327963N,106.11000924312664E
Châu Thành District-9499.jpeg,0.19637993723154068,10.318990341871643N,106.26492507642061E
Hiệp Hòa District-1746.jpeg,0.19636664213612676,21.27561280990675N,106.00353233532584E
Thanh Liêm District-1417.jpeg,0.1963592804968357,20.416758676397286N,105.90456870432516E
Binh Minh Town-1496.jpeg,0.1963538145646453,10.030203872727025N,105.82963616598438E
Chau Doc City-1669.jpeg,0.196350141428411,10.660750873194672N,105.12619050239051E
Cao Lanh City-4021.jpeg,0.19634112156927586,10.48369780839375N,105.63861063416432E
Go Cong Town-159.jpeg,0.19633697997778654,10.344185670229502N,106.66489235208824E
Thái Bình-345.jpeg,0.19632254913449287,20.424425707625012N,106.32200681672894E
Mỹ Hào District-536.jpeg,0.19631776493042707,20.90154680806318N,106.09064516226894E
Binh Minh Town-306.jpeg,0.19631312415003777,10.00055960394385N,105.86932123452628E
Long Hồ District-3813.jpeg,0.1963034369982779,10.191719373635499N,105.98793339397882E
Long Xuyen City-2847.jpeg,0.19630051404237747,10.373135874549702N,105.37694417594385E
Long Hồ District-7714.jpeg,0.19629793521016836,10.281999646747927N,105.97971792230587E
Cai Lậy Town-4156.jpeg,0.19625903945416212,10.439664709243544N,106.16079296676783E
Cai Lậy Town-6548.jpeg,0.1962500661611557,10.489520979469832N,106.0991391363294E
Yên Mỹ District-3528.jpeg,0.19624265423044562,20.91382607827904N,105.98445282056821E
Thanh Liêm District-7468.jpeg,0.19622265454381704,20.508386416275172N,105.9764715480078E
Long Hồ District-9408.jpeg,0.19620010070502758,10.31838124934548N,105.9756101864694E
Thanh Liêm District-7935.jpeg,0.19619915261864662,20.52725095095591N,105.9764715480078E
Tây Ninh City-1223.jpeg,0.1961931800469756,11.329957972524337N,106.11550692071616E
Mỹ Tho-50.jpeg,0.1961440034210682,10.32332060317359N,106.32042048022436E
Go Cong Town-4427.jpeg,0.19614343345165253,10.44659314420781N,106.62927197659172E
Bến Tre City-905.jpeg,0.1961336862295866,10.22194053839438N,106.38170885305276E
Cai Lậy Town-1528.jpeg,0.19613191671669483,10.391155905780133N,106.10050922145024E
Duy Tiên District-1562.jpeg,0.1961277686059475,20.618698710273378N,105.98064959773394E
Sa Đéc City-363.jpeg,0.19612738164141774,10.277498404022884N,105.7394927721189E
Cao Lanh City-2130.jpeg,0.19612672459334135,10.444621272270446N,105.59476302241417E
Thanh Liêm District-6413.jpeg,0.19612457929179072,20.49086934835734N,105.94052012616646E
Thái Bình-2712.jpeg,0.19612111011520028,20.478324378141412N,106.35939816311522E
Châu Thành District-6363.jpeg,0.19610478449612856,10.296083406902813N,106.29642341527087E
Hiệp Hòa District-4243.jpeg,0.19609835278242826,21.316036812794195N,105.963028808395E
Long Hồ District-8931.jpeg,0.19608082249760628,10.304906581716757N,105.98519490342119E
Thanh Liêm District-4476.jpeg,0.19607785623520613,20.46257254633622N,105.95921486552396E
Cai Lậy Town-3416.jpeg,0.19607772957533598,10.426190041614822N,106.1375015197133E
Hiệp Hòa District-4263.jpeg,0.19606582541018724,21.316036812794195N,105.99195989905994E
Cai Lậy Town-6508.jpeg,0.19606216624379158,10.488173512706958N,106.10050922145024E
Sa Đéc City-1446.jpeg,0.19605826074257493,10.313880006620439N,105.71757863543034E
Thái Bình-2588.jpeg,0.19605567725375295,20.475629444615592N,106.31913055931464E
Long Xuyen City-4624.jpeg,0.1960449991747737,10.412212410673003N,105.40708083184089E
Sa Đéc City-535.jpeg,0.19603022467345,10.282888271074373N,105.72442680314552E
Yên Mỹ District-2322.jpeg,0.19602611474692822,20.89226661007244N,106.02483781896224E
Binh Minh Town-2614.jpeg,0.19602269306778908,10.053110807695843N,105.81321475831187E
Long Hồ District-7870.jpeg,0.1960115423426032,10.284694580273671N,105.98245641286351E
Binh Minh Town-4100.jpeg,0.19599047861993313,10.09218734381912N,105.85837362941128E
Sa Đéc City-796.jpeg,0.19598542992025614,10.290973071651605N,105.76003727526444E
Binh Minh Town-3045.jpeg,0.19597539398819208,10.063890541798811N,105.8118463076725E
Châu Thành District-8288.jpeg,0.19597346521914005,10.309558074531536N,106.2375352165508E
Yên Mỹ District-3048.jpeg,0.19593164324760437,20.90439381093865N,106.03493406856072E
Sa Đéc City-1893.jpeg,0.19592466671019793,10.3300496077749N,105.72716607023159E
Tam Điệp-856.jpeg,0.19592365389689803,20.12912774105718N,105.88234293207772E
Thanh Liêm District-2224.jpeg,0.19592096656560898,20.430233344026384N,105.94052012616646E
Tây Ninh City-4586.jpeg,0.19591663777828217,11.390593976853712N,106.07702317758954E
Mỹ Tho-156.jpeg,0.19591653067618608,10.328710470225076N,106.30809221264022E
Cai Lậy Town-2528.jpeg,0.19590821117162704,10.40867297369747N,106.11695024290049E
Tây Ninh City-6102.jpeg,0.19590788148343563,11.417543312111215N,106.18147905179035E
Yên Mỹ District-4087.jpeg,0.19590362021699548,20.925953279145254N,106.00897228387889E
Mỹ Hào District-2639.jpeg,0.19590113498270512,20.94466574447639N,106.125267891402E
Bac Giang City-2356.jpeg,0.19590044487267733,21.28878454458574N,106.18950014772867E
Sa Đéc City-2351.jpeg,0.1958978110924363,10.350261609217988N,105.71346973480124E
Hiệp Hòa District-4241.jpeg,0.1958964839577675,21.316036812794195N,105.96013569932848E
Go Cong Town-3187.jpeg,0.1958959475159645,10.422338742476105N,106.68681258316299E
Phu Ly City-1140.jpeg,0.19587228260934353,20.52759254233232N,105.95742035263392E
Châu Thành District-5610.jpeg,0.19585251715034246,10.290693539851324N,106.40735234774355E
Sa Đéc City-2173.jpeg,0.19584642350673676,10.342176808640756N,105.73264460440373E
Binh Minh Town-3145.jpeg,0.19584560743533075,10.066585475324558N,105.8118463076725E
Thái Bình-2172.jpeg,0.19583786511793733,20.46484971051231N,106.31913055931464E
Trà Vinh City-1791.jpeg,0.1958317244425416,9.960743574719457N,106.38511959321467E
Sa Đéc City-962.jpeg,0.1958254985511303,10.296362938703094N,105.76003727526444E
Bến Tre City-1494.jpeg,0.1957771284505725,10.234067739260228N,106.42963312660268E
Cai Lậy Town-4642.jpeg,0.19576780684292316,10.447749509820778N,106.17997415845981E
Ninh Bình-868.jpeg,0.1957593320403248,20.23748507519107N,105.99743200936688E
Duy Tiên District-3679.jpeg,0.19575885869562626,20.64834297905743N,106.00944569377715E
Go Cong Town-60.jpeg,0.19574540946632624,10.340143269940887N,106.65393223655084E
Tam Điệp-256.jpeg,0.1957436501979828,20.117000540191N,105.9110512004899E
Cao Lanh City-4564.jpeg,0.19573821779340506,10.494477542496732N,105.63587015842995E
Mỹ Tho-3175.jpeg,0.19573340378701687,10.385304074265717N,106.34233740037392E
Tây Ninh City-23.jpeg,0.19573222380131483,11.29627130345247N,106.09626504915283E
Long Xuyen City-3357.jpeg,0.19572719000279903,10.38256814188981N,105.42488885578004E
Cai Lậy Town-6324.jpeg,0.19572413619607687,10.481436178892595N,106.1347613494716E
Hung Yen City-1837.jpeg,0.19570385571569204,20.654299342947215N,106.08208454861514E
Long Xuyen City-4250.jpeg,0.19569680839776993,10.4027801433329N,105.40982052783156E
Long Hồ District-3617.jpeg,0.19568661786615849,10.189024440109755N,105.97971792230587E
Binh Minh Town-313.jpeg,0.19567865133285522,10.00055960394385N,105.87890038900191E
Chau Doc City-931.jpeg,0.1956679280847311,10.64727620556594N,105.03980137238248E
Long Hồ District-83.jpeg,0.19564364198595285,10.140515636646363N,106.01394905427645E
Hoa Lư District-2310.jpeg,0.19564039912074804,20.2438056442552N,105.93921782328722E
Yên Mỹ District-3693.jpeg,0.19563185423612595,20.916521011804864N,106.02628014033344E
Yên Mỹ District-4317.jpeg,0.19562492240220308,20.932690612959814N,106.05801121050018E
Long Xuyen City-291.jpeg,0.19562429282814264,10.315194803746191N,105.43310794375199E
Tây Ninh City-4606.jpeg,0.19562262296676636,11.390593976853712N,106.10451156553712E
Thanh Liêm District-6057.jpeg,0.19562066532671452,20.48547948130569N,105.9247015005563E
Thái Bình-159.jpeg,0.19561696331948042,20.413645973521735N,106.33207371767911E
Yên Mỹ District-2617.jpeg,0.1956129672471434,20.897656477124087N,105.98301049919701E
Binh Minh Town-1017.jpeg,0.19561268854886293,10.019424138624053N,105.82553081406625E
Hung Yen City-3243.jpeg,0.19559932546690106,20.701460679649117N,106.05760327405113E
Tây Ninh City-543.jpeg,0.1955890143290162,11.313788371369842N,106.08664411337115E
Hung Yen City-2065.jpeg,0.19558881968259811,20.662384143524683N,106.06912387384595E
Sa Đéc City-1854.jpeg,0.19558405317366123,10.328702141012029N,105.71757863543034E
Cai Lậy Town-2217.jpeg,0.19557570666074753,10.401935639883115N,106.1827143287015E
Long Hồ District-8050.jpeg,0.19557414669543505,10.287389513799416N,106.01942603539176E
Thanh Liêm District-4707.jpeg,0.19555694423615932,20.466614946624954N,105.88875007871496E
Châu Thành District-3369.jpeg,0.19555264245718718,10.277218872222601N,106.33339972609507E
Duy Tiên District-3712.jpeg,0.19552619103342295,20.649690445820323N,105.91585838163671E
Long Hồ District-4105.jpeg,0.19549412839114666,10.197109240686984N,105.93590207338352E
Vĩnh Long-115.jpeg,0.195493396371603,10.228785403434047N,105.96923722852861E
Mỹ Hào District-1063.jpeg,0.19548957189545035,20.915021475692306N,106.11516959540486E
Châu Thành District-10450.jpeg,0.19548809342086315,10.331117542737495N,106.34435567004302E
Châu Thành District-7029.jpeg,0.1954824598506093,10.30012580719143N,106.37448451589981E
Thanh Liêm District-5722.jpeg,0.19545025005936623,20.48008961425405N,105.97934766175511E
Cai Lậy Town-6658.jpeg,0.1954472716897726,10.493563379758449N,106.10050922145024E
Bến Tre City-953.jpeg,0.19544465467333794,10.22328800515725N,106.36801620346708E
Yên Mỹ District-1653.jpeg,0.19542953837662935,20.881486875969138N,106.04214567541679E
Châu Thành District-4628.jpeg,0.19542604871094227,10.28530367279983N,106.24712166750521E
Duy Tiên District-968.jpeg,0.19541923888027668,20.605224042644267N,105.93169623446049E
Thanh Liêm District-134.jpeg,0.19541305862367153,20.374987206747083N,105.89881647683056E
Châu Thành District-9011.jpeg,0.19539265614002943,10.314947941583023N,106.25533862546617E
Long Hồ District-2741.jpeg,0.19538393057882786,10.178244706006778N,105.97834867702704E
Sa Đéc City-432.jpeg,0.1953677088022232,10.278845870785757N,105.76825507652265E
Châu Thành District-8097.jpeg,0.19536013901233673,10.308210607768663N,106.23342673757034E
Hoa Lư District-700.jpeg,0.1953545194119215,20.20338164136794N,105.96219762730111E
Châu Thành District-10505.jpeg,0.19534503668546677,10.332465009500362N,106.34846414902348E
Long Hồ District-1731.jpeg,0.19532474130392075,10.16611750514093N,105.9810871675847E
Binh Minh Town-52.jpeg,0.19531512539833784,9.989779869840879N,105.88300574092003E
Hung Yen City-2460.jpeg,0.1952949957922101,20.675858811153795N,106.06912387384595E
Châu Thành District-6385.jpeg,0.19529022835195065,10.296083406902813N,106.32655226112767E
Long Hồ District-9571.jpeg,0.19527865760028362,10.32511858315984N,105.98793339397882E
Bến Tre City-3253.jpeg,0.1952769486233592,10.269101875094902N,106.35432355388139E
Long Hồ District-2462.jpeg,0.19526921259239316,10.175549772481036N,105.90440943197059E
Long Hồ District-4517.jpeg,0.19526129681617022,10.205194041264217N,105.92084037531647E
Cao Lanh City-5061.jpeg,0.1952508008107543,10.505257276599714N,105.61394635255486E
Long Hồ District-113.jpeg,0.1952501628547907,10.141863103409237N,106.00162584676706E
Cai Lậy Town-4138.jpeg,0.19524809624999762,10.439664709243544N,106.13613143459246E
Hiệp Hòa District-6638.jpeg,0.19524586061015725,21.348376015104158N,105.99629956265962E
Tam Điệp-2039.jpeg,0.19524143869057298,20.150687209263705N,105.87085962471284E
Duy Tiên District-179.jpeg,0.19523913227021694,20.568842440045678N,105.95905252570155E
Go Cong Town-3318.jpeg,0.19522951170802116,10.425033676001851N,106.64297212101346E
Châu Thành District-3611.jpeg,0.19521228410303593,10.278566338985474N,106.36626755793885E
Cao Lanh City-3857.jpeg,0.19517984986305237,10.481002874868004N,105.60024397388295E
Châu Thành District-9178.jpeg,0.19516717083752155,10.316295408345898N,106.25670811845967E
Long Xuyen City-3772.jpeg,0.19516157917678356,10.392000409229915N,105.38105371992982E
Thái Bình-2527.jpeg,0.1951612215489149,20.472934511089775N,106.37377945018686E
Long Xuyen City-5162.jpeg,0.19515309110283852,10.427034545064602N,105.41119037582685E
Mỹ Tho-1365.jpeg,0.19514721259474754,10.354312338719653N,106.31494125018696E
Sa Đéc City-152.jpeg,0.19514570198953152,10.270761070208524N,105.75866764172143E
Go Cong Town-3648.jpeg,0.1951369857415557,10.430423543053335N,106.64982219322431E
Châu Thành District-9646.jpeg,0.19513378478586674,10.320337808634513N,106.26492507642061E
Cai Lậy Town-272.jpeg,0.19512585550546646,10.365554037285555N,106.1320211792299E
Yên Mỹ District-3078.jpeg,0.19511679373681545,20.90574127770157N,105.96858728548484E
Mỹ Hào District-1823.jpeg,0.19509843830019236,20.931191076847256N,106.125267891402E
Mỹ Tho-3141.jpeg,0.19508778676390648,10.383956607502846N,106.40123912327594E
Châu Thành District-1577.jpeg,0.19507316313683987,10.265091671356753N,106.20192839872004E
Long Hồ District-7904.jpeg,0.1950624380260706,10.284694580273671N,106.02901075234352E
Sa Đéc City-650.jpeg,0.19505654415115714,10.285583204600115N,105.77236397715177E
Hiệp Hòa District-8579.jpeg,0.1950371847487986,21.38206268417704N,106.00497888985912E
Thái Bình-2310.jpeg,0.19502543285489082,20.46754464403813N,106.36083629182238E
Cai Lậy Town-213.jpeg,0.19500415958464146,10.364206570522683N,106.09776905120856E
Mỹ Tho-1817.jpeg,0.1949705071747303,10.361049672534014N,106.38617124067312E
Yên Mỹ District-1936.jpeg,0.19496274227276444,20.885529276257877N,106.08253067381081E
Bến Tre City-687.jpeg,0.19494639709591866,10.21655067134289N,106.37897032313563E
Tây Ninh City-927.jpeg,0.19493502005934715,11.323220638709966N,106.111383662524E
Long Hồ District-6127.jpeg,0.19491466786712408,10.23888071033602N,105.93179433754707E
Thanh Liêm District-5593.jpeg,0.19489474967122078,20.478742147491147N,105.93189178492456E
Châu Thành District-699.jpeg,0.19488949608057737,10.257006870779517N,106.18412498980469E
Yên Mỹ District-618.jpeg,0.19487106334418058,20.862622341288365N,106.02195317621977E
Phu Ly City-4058.jpeg,0.1948570217937231,20.58418614637456N,105.93439668045279E
Thanh Liêm District-6357.jpeg,0.19485188741236925,20.48952188159442N,105.97934766175511E
Duy Tiên District-1187.jpeg,0.1948486315086484,20.610613909695914N,105.96913115931666E
Vĩnh Long-1917.jpeg,0.19484060583636165,10.263819539268725N,105.89255464945992E
Yên Mỹ District-4041.jpeg,0.19481984805315733,20.92460581238234N,106.01041460525009E
Hiệp Hòa District-9134.jpeg,0.19481917982921004,21.39553735180619N,105.98906678999342E
Hiệp Hòa District-6765.jpeg,0.1947938958182931,21.351070948629985N,105.90227351799868E
Cai Lậy Town-6518.jpeg,0.19479150790721178,10.488173512706958N,106.1142100726588E
Long Hồ District-3124.jpeg,0.1947769494727254,10.183634573058265N,105.89619396029765E
Mỹ Tho-2151.jpeg,0.1947741750627756,10.366439539585507N,106.40808816082269E
Trà Vinh City-1501.jpeg,0.19477274268865585,9.952658774142225N,106.31261294901503E
Trà Vinh City-320.jpeg,0.19476618245244026,9.902802503915984N,106.3495502960601E
Cao Lanh City-2770.jpeg,0.19476114679127932,10.456748473136297N,105.61257611468767E
Duy Tiên District-4685.jpeg,0.19475822616368532,20.66316511344944N,105.97776998812962E
Cai Lậy Town-1924.jpeg,0.19474349915981293,10.397893239594495N,106.09091862560427E
Châu Thành District-4686.jpeg,0.19473430328071117,10.28530367279983N,106.32655226112767E
Hiệp Hòa District-9446.jpeg,0.19473110884428024,21.403622152383686N,105.99195989905994E
Long Hồ District-3645.jpeg,0.19472143799066544,10.189024440109755N,106.01805679011294E
Mỹ Hào District-2060.jpeg,0.19469404267147183,20.935233477136N,106.13392357368524E
Tây Ninh City-3230.jpeg,0.1946910317055881,11.367687041884835N,106.18697672937988E
Thái Bình-867.jpeg,0.1946823401376605,20.436552908491205N,106.37090319277254E
Tây Ninh City-2245.jpeg,0.1946797538548708,11.351517440730339N,106.13199995348471E
Hung Yen City-1694.jpeg,0.19467778038233519,20.650256942658483N,106.0676837988716E
Long Hồ District-196.jpeg,0.19467320665717125,10.14455803693498N,105.9345328281047E
Tây Ninh City-2386.jpeg,0.19466735608875751,11.354212374256086N,106.1182557595109E
Hiệp Hòa District-5919.jpeg,0.19466615468263626,21.33894374776375N,105.98038746279394E
Châu Thành District-9442.jpeg,0.19465897977352142,10.31764287510877N,106.39776589678914E
Châu Thành District-792.jpeg,0.1946569886058569,10.257006870779517N,106.416938798698E
Hung Yen City-1948.jpeg,0.19464995432645082,20.658341743235955N,106.06624372389724E
Châu Thành District-51.jpeg,0.19464973360300064,10.243532203150798N,106.21562332865496E
Hung Yen City-2752.jpeg,0.1946380129083991,20.68529107849418N,106.05616319907675E
Mỹ Hào District-2805.jpeg,0.19462484121322632,20.947360678002212N,106.11661220911876E
Mỹ Tho-2018.jpeg,0.19461990147829056,10.365092072822634N,106.33411855531787E
Phu Ly City-1519.jpeg,0.1946102986112237,20.53432987614687N,105.89554423364714E
Yên Mỹ District-1540.jpeg,0.19460807833820581,20.88013940920623N,106.00031835565159E
Long Xuyen City-3514.jpeg,0.19459371268749237,10.385263075415558N,105.4536556636818E
Cai Lậy Town-6308.jpeg,0.1945790797472,10.481436178892595N,106.11283998753794E
Cai Lậy Town-1112.jpeg,0.19457863084971905,10.38441857196577N,106.0895485404834E
Cai Lậy Town-4555.jpeg,0.19457474537193775,10.446402043057908N,106.16627330725123E
Long Hồ District-9414.jpeg,0.19456909876316786,10.31838124934548N,105.98382565814235E
Chau Doc City-2302.jpeg,0.19455460691824555,10.671530607297658N,105.11110668603992E
Hoa Lư District-4466.jpeg,0.19455460272729397,20.301746715060293N,105.94927148754331E
Cai Lậy Town-6256.jpeg,0.1945490911602974,10.480088712129726N,106.11146990241708E
Tam Điệp-1125.jpeg,0.19454488344490528,20.134517608108812N,105.85650549050675E
Tây Ninh City-5528.jpeg,0.19454118888825178,11.406763578008213N,106.08389527457642E
Yên Mỹ District-3551.jpeg,0.1945327240973711,20.91382607827904N,106.01762621210614E
Hiệp Hòa District-2709.jpeg,0.19452854990959167,21.291782411061728N,106.02523065332454E
Long Hồ District-8784.jpeg,0.19446766283363104,10.302211648191006N,105.95370226200825E
Cao Lanh City-1189.jpeg,0.19446622394025326,10.428451671115972N,105.6769772944457E
Cao Lanh City-1226.jpeg,0.19446612428873777,10.429799137878842N,105.6112058768205E
Go Cong Town-1507.jpeg,0.1944562098942697,10.381914739589927N,106.68955261204736E
Ninh Bình-1233.jpeg,0.1944440333172679,20.24556987576853N,106.01897488978534E
Thanh Liêm District-691.jpeg,0.19444322772324085,20.399241608479457N,105.93476789867186E
Hiệp Hòa District-209.jpeg,0.19443719740957022,21.236536273782235N,105.94856326306252E
Yên Mỹ District-1722.jpeg,0.1944367280229926,20.882834342732053N,106.01906853347737E
Duy Tiên District-3487.jpeg,0.1944315740838647,20.645648045531594N,106.01520491298577E
Tây Ninh City-206.jpeg,0.19443001504987478,11.304356104029715N,106.07839759698689E
Hiệp Hòa District-4188.jpeg,0.19441139418631792,21.31468934603128N,106.01655132612508E
Bến Tre City-115.jpeg,0.1944106351584196,10.199033603425557N,106.3981400325556E
Hiệp Hòa District-3997.jpeg,0.1944073559716344,21.311994412505456N,106.00642544439235E
Yên Mỹ District-2453.jpeg,0.19440321996808052,20.894961543598264N,105.98012585645456E
Yên Mỹ District-3092.jpeg,0.1943933628499508,20.90574127770157N,105.98877978468185E
Cai Lậy Town-2197.jpeg,0.19438552670180798,10.401935639883115N,106.15531262628441E
Hung Yen City-3155.jpeg,0.1943791378289461,20.698765746123286N,106.04176244933322E
Duy Tiên District-3581.jpeg,0.19436692632734776,20.64699551229451N,106.00944569377715E
Yên Mỹ District-1558.jpeg,0.1943628885783255,20.88013940920623N,106.02628014033344E
Chau Doc City-3796.jpeg,0.19435666827484965,10.694437542266506N,105.14538808683676E
Yên Mỹ District-2285.jpeg,0.19435371784493327,20.89226661007244N,105.97147192822725E
Mỹ Tho-1028.jpeg,0.19433396495878696,10.34757500490529N,106.39849950825723E
Hiệp Hòa District-1776.jpeg,0.1943211555480957,21.276960276669666N,105.92975805413035E
Binh Minh Town-4451.jpeg,0.19431280624121428,10.10566201144784N,105.80226715319684E
Long Xuyen City-4574.jpeg,0.1943116900511086,10.410864943910134N,105.41119037582685E
Châu Thành District-4917.jpeg,0.19428841210901737,10.286651139562707N,106.34161668405602E
Long Hồ District-4366.jpeg,0.19428660906851292,10.201151640975601N,105.99888735620941E
Binh Minh Town-1432.jpeg,0.19427844882011414,10.028856405964154N,105.82553081406625E
Châu Thành District-5310.jpeg,0.19427305087447166,10.289346073088451N,106.28820645730995E
Mỹ Tho-2372.jpeg,0.19427254423499107,10.37048193987412N,106.38754104818243E
Go Cong Town-4014.jpeg,0.19426954817026854,10.4371608768677N,106.61146178884346E
Yên Mỹ District-1605.jpeg,0.19426879519596696,20.881486875969138N,105.9729142495985E
Long Xuyen City-4555.jpeg,0.1942509887740016,10.410864943910134N,105.38516326391577E
Trà Vinh City-1132.jpeg,0.19424893148243427,9.933794239462024N,106.34407809649787E
Bến Tre City-471.jpeg,0.19424721971154213,10.209813337528532N,106.40772488726557E
Thái Bình-534.jpeg,0.194242718629539,20.429815574676653N,106.33926436121493E
Thái Bình-1628.jpeg,0.19424093700945377,20.452722509646126N,106.3076255296573E
Châu Thành District-6121.jpeg,0.19423925876617432,10.294735940139942N,106.24712166750521E
Thái Bình-449.jpeg,0.1942312940955162,20.427120641150832N,106.36658880665104E
Phu Ly City-4037.jpeg,0.19421884883195162,20.582838679611655N,105.9631762706792E
Cao Lanh City-3628.jpeg,0.19421513192355633,10.47561300781652N,105.6440915856331E
Binh Minh Town-2681.jpeg,0.19421137124300003,10.054458274458714N,105.81732011023E
Mỹ Tho-3281.jpeg,0.19421066995710135,10.386651541028591N,106.38069201063568E
Ninh Bình-2315.jpeg,0.19419907592236996,20.28060401160416N,105.97014436083687E
Cai Lậy Town-612.jpeg,0.1941881626844406,10.374986304625663N,106.11832032802134E
Sa Đéc City-678.jpeg,0.19418626744300127,10.286930671362994N,105.75866764172143E
Hiệp Hòa District-8557.jpeg,0.19413798116147518,21.38206268417704N,105.97315469012771E
Châu Thành District-9434.jpeg,0.1941327815875411,10.31764287510877N,106.3868099528412E
Long Xuyen City-2152.jpeg,0.19412271957844496,10.358313740158108N,105.41119037582685E
Hiệp Hòa District-3198.jpeg,0.19411392975598574,21.301214678402133N,105.91095284519815E
Tây Ninh City-566.jpeg,0.19410722563043237,11.313788371369842N,106.1182557595109E
Châu Thành District-8812.jpeg,0.19410376902669668,10.313600474820154N,106.21699282164845E
Yên Mỹ District-3950.jpeg,0.1940977326594293,20.921910878856515N,106.03060710444711E
Châu Thành District-10181.jpeg,0.1940930113196373,10.325727675686002N,106.38270147386073E
Long Hồ District-2056.jpeg,0.19408678356558084,10.170159905429546N,105.96739471479646E
Phu Ly City-2639.jpeg,0.19408590788953006,20.553194410827626N,105.90561709022639E
Long Hồ District-8611.jpeg,0.19407203514128923,10.298169247902392N,105.99614886565175E
Cai Lậy Town-6434.jpeg,0.19406938180327415,10.485478579181216N,106.10872973217536E
Thái Bình-351.jpeg,0.1940658143721521,20.424425707625012N,106.33063558897192E
Bac Giang City-2400.jpeg,0.19404427893459797,21.28878454458574N,106.25312226831866E
Vĩnh Long-1769.jpeg,0.1940285312011838,10.26112460574298N,105.90761729891983E
Cai Lậy Town-2723.jpeg,0.19401214644312859,10.41271537398609N,106.10050922145024E
